datetime	custid	store	product	brand	corner	import	amount	installment
2000-05-01 16:50	27436	본점	4414090020000	노티카보이즈	유아동복	1	194000	3
2000-05-01 16:50	42130	본점	4218910013500	비비안	니트단품	0	58000	3
2000-05-01 16:53	13769	천호점	4100103004000	가파치핸드백	피혁	0	145000	3
2000-05-01 16:53	42130	본점	4208200014400	제임스딘.P	니트단품	0	45000	1
2000-05-01 16:53	48278	신촌점	4109162008000	지방시화장품	화장품	1	394000	3
2000-05-01 17:00	13143	신촌점	2700000000000	식품	일반식품	0	18268	1
2000-05-01 17:00	13769	천호점	4204831013074	ABFZ	영캐주얼	0	49000	1
2000-05-01 17:00	27436	본점	4229810011200	베네통	영캐주얼	0	83000	3
2000-05-01 17:00	42130	본점	4230120011200	스테파넬	영캐주얼	0	109000	3
2000-05-01 17:10	36399	무역점	4116470006970	보그비쥬	장신구	0	35000	1
2000-05-01 17:13	13277	본점	4409271026000	써스데이아일앤드	유니캐주얼	0	19000	1
2000-05-01 17:13	13277	본점	4409271026000	써스데이아일앤드	유니캐주얼	0	28000	1
2000-05-01 17:13	36399	무역점	4109160008000	크리스챤디올화장품	화장품	1	44000	1
2000-05-01 17:50	27514	무역점	4507922049100	게임기	문화완구	0	39000	1
2000-05-01 18:40	26171	신촌점	4553130051080	달마시안	문화완구	0	10000	1
2000-05-01 19:10	34375	신촌점	2700000000000	식품	일반식품	0	27890	1
2000-05-01 19:20	38586	천호점	2700000000000	식품	일반식품	0	7910	1
2000-05-01 19:33	26171	신촌점	4539300050800	쁘띠앙팡	문화완구	0	39000	1
2000-05-01 19:43	26171	신촌점	4417760020000	에꼴리에	유아동복	0	78000	1
2000-05-01 19:50	26171	신촌점	4553070051080	오즈랜드	문화완구	0	14000	1
2000-05-02 12:00	41407	본점	4227690011200	엘르스포츠	영캐주얼	0	40000	1
2000-05-02 12:10	41407	본점	2700000000000	식품	일반식품	0	47065	1
2000-05-02 13:10	25202	본점	4218390013075	로제르	니트단품	0	49000	1
2000-05-02 13:10	26014	천호점	4210454013074	신시아로리	영캐주얼	0	79000	3
2000-05-02 13:20	25202	본점	4523040050800	스트라이드라이트	문화완구	0	36000	1
2000-05-02 13:33	29938	본점	4209560111200	시스템	영캐주얼	0	65000	3
2000-05-02 13:50	14035	신촌점	2128911000800	씨그너스양말(금양)	섬유	0	30000	1
2000-05-02 14:00	35148	무역점	2700000000000	식품	일반식품	0	57426	1
2000-05-02 14:00	46554	신촌점	2700000000000	식품	일반식품	0	160000	3
2000-05-02 14:02	14035	신촌점	4130490001600	현대우양산	섬유	0	39000	1
2000-05-02 14:10	35148	무역점	2700000000000	식품	일반식품	0	23520	1
2000-05-02 14:20	40194	무역점	4412890026973	옴스	스포츠	0	42000	1
2000-05-02 14:30	14035	신촌점	4412890026972	옵스	스포츠	0	42000	1
2000-05-02 14:42	14035	신촌점	4400040020000	모다까리나	유아동복	0	133000	3
2000-05-02 14:50	32232	천호점	4552910043074	타래교역	조리욕실	0	44740	1
2000-05-02 14:50	35759	무역점	2700000000000	식품	일반식품	0	13482	1
2000-05-02 15:02	14035	신촌점	4547720050800	아르니에	문화완구	0	12000	1
2000-05-02 15:10	32232	천호점	4240690026274	미시건스포츠	유니캐주얼	0	25000	1
2000-05-02 15:30	14035	신촌점	4545160042175	골든벨	조리욕실	0	15700	1
2000-05-02 15:30	14035	신촌점	4545230042176	성호산업	기타	0	15000	1
2000-05-02 15:33	33751	천호점	4502800142200	신라은수저	조리욕실	0	42500	1
2000-05-02 15:33	48278	신촌점	4109162008000	지방시화장품	화장품	1	120000	3
2000-05-02 15:43	32232	천호점	4400590025000	아놀드파마	스포츠	0	248000	1
2000-05-02 15:50	31531	무역점	4412890026973	옴스	스포츠	0	42000	1
2000-05-02 16:00	32232	천호점	4204831013074	ABFZ	영캐주얼	0	80000	1
2000-05-02 16:00	33751	천호점	4412751026970	핑	스포츠	0	116000	5
2000-05-02 16:10	23553	신촌점	4414660020470	선재향	유아동복	0	54000	3
2000-05-02 16:13	14035	신촌점	4218390010000	로제르	니트단품	0	69000	1
2000-05-02 16:23	29848	무역점	4202204011000	쥬크	영캐주얼	0	234000	3
2000-05-02 16:23	35073	신촌점	4406010020000	베베	유아동복	0	118000	3
2000-05-02 16:31	38586	천호점	4206070010000	캐리스노트	엘레강스캐주얼	0	336000	6
2000-05-02 16:50	29848	무역점	4210456010000	엘르	캐릭터캐주얼	0	128000	3
2000-05-02 16:53	39312	신촌점	4137660008300	보스향수	화장품	0	99000	1
2000-05-02 17:01	38586	천호점	4412290027053	로또의류	스포츠	0	59500	3
2000-05-02 17:10	11113	본점	4104840008000	샤넬	화장품	1	29000	1
2000-05-02 17:10	27514	본점	6519460031000	오디오	가전	1	520000	3
2000-05-02 17:13	31531	무역점	4131891006900	우노아르젠또	장신구	0	73000	3
2000-05-02 17:20	11113	본점	4139141008000	랑콤	화장품	0	50000	1
2000-05-02 18:00	24548	천호점	2700000000000	식품	일반식품	0	31300	1
2000-05-02 18:00	30193	천호점	4508631046077	페리	기타	1	225000	3
2000-05-02 18:03	15968	천호점	4100832010000	버버리	수입명품	1	870000	1
2000-05-02 18:10	29848	무역점	4230010013074	린	캐릭터캐주얼	0	119000	3
2000-05-02 18:12	15565	천호점	4411690026000	쌈지스포츠	유니캐주얼	0	46000	1
2000-05-02 18:24	44815	신촌점	4312200015500	폴로	트래디셔널캐주얼	0	75000	3
2000-05-02 18:33	44815	신촌점	2139143008000	비오뗌	화장품	0	25000	1
2000-05-02 18:40	44815	신촌점	6137790008000	바디	화장품	0	35800	1
2000-05-02 18:53	15968	천호점	4106530008200	메이컵포에버	화장품	1	10000	1
2000-05-02 19:10	32304	신촌점	4132720006875	우고콘티	장신구	0	30000	1
2000-05-02 19:20	23553	신촌점	4414660020470	선재향	유아동복	0	39000	1
2000-05-03 10:30	43670	무역점	2700000000000	식품	일반식품	0	16408	1
2000-05-03 10:30	43670	무역점	2700000000000	식품	일반식품	0	40000	1
2000-05-03 11:13	36999	신촌점	4221310111000	오즈세컨	영캐주얼	0	55000	1
2000-05-03 11:40	34604	천호점	4235320026274	스포트리플레이	유니캐주얼	0	21000	1
2000-05-03 11:40	36914	신촌점	2700000000000	식품	일반식품	0	13800	1
2000-05-03 11:43	36999	신촌점	4105200004000	MCM	피혁	0	108000	3
2000-05-03 11:50	32004	본점	4520910048100	성일완구	문화완구	0	73000	1
2000-05-03 12:20	34604	천호점	4400540025000	라코스떼	스포츠	0	146000	3
2000-05-03 12:23	32923	천호점	2116050008000	에스티로더	화장품	1	120000	3
2000-05-03 13:13	33358	신촌점	4238250011000	베네통	영캐주얼	0	85000	3
2000-05-03 13:50	40122	본점	4400540025000	라코스떼	스포츠	0	206000	1
2000-05-03 13:53	32537	신촌점	4104840008000	샤넬	화장품	1	52000	1
2000-05-03 14:10	35759	무역점	2700000000000	식품	일반식품	0	17800	1
2000-05-03 14:10	35759	무역점	2700000000000	식품	일반식품	0	45000	1
2000-05-03 14:20	32609	신촌점	2700000000000	식품	일반식품	0	20030	1
2000-05-03 14:30	32082	무역점	2700000000000	식품	일반식품	0	16958	1
2000-05-03 14:42	18988	무역점	4406050025000	닥스골프	스포츠	0	30000	1
2000-05-03 14:50	15154	신촌점	4553110051080	뉴월드	문화완구	0	16800	1
2000-05-03 15:00	20389	신촌점	2700000000000	식품	일반식품	0	3500	1
2000-05-03 15:10	36327	무역점	2700000000000	식품	일반식품	0	17351	1
2000-05-03 15:10	41407	본점	4205920010675	쁘레고	니트단품	0	79000	3
2000-05-03 15:10	41407	본점	4205920010675	쁘레고	니트단품	0	79000	3
2000-05-03 15:12	18988	무역점	4109160008000	크리스챤디올화장품	화장품	1	79000	3
2000-05-03 15:13	25124	무역점	4531190052000	동신레코드	문화완구	0	21700	1
2000-05-03 15:40	29938	본점	4400040020000	모다까리나	유아동복	0	216000	3
2000-05-03 15:43	32537	신촌점	4208791110000	쇼비즈	영캐주얼	0	178000	6
2000-05-03 15:50	34375	신촌점	4538710051080	이도	문화완구	0	16000	1
2000-05-03 16:00	15154	신촌점	4531190052000	동신레코드	문화완구	0	5000	1
2000-05-03 16:00	20389	신촌점	2700000000000	식품	일반식품	0	4720	1
2000-05-03 16:20	34375	신촌점	4510130050270	알파문구	문화완구	0	9600	1
2000-05-03 16:20	39312	신촌점	4210454013074	로질리	영캐주얼	0	89000	1
2000-05-03 16:23	36999	신촌점	4105200004000	MCM	피혁	0	116000	3
2000-05-03 16:33	12596	무역점	4406261022300	엘르뿌뽕	유아동복	0	28590	1
2000-05-03 16:50	17416	무역점	6421750027000	나이키의류	스포츠	0	55000	1
2000-05-03 16:53	10208	천호점	4406261022900	엘르뿌뽕	유아동복	0	21500	1
2000-05-03 17:03	39312	신촌점	4131070003200	미소페	피혁	0	138000	1
2000-05-03 17:20	20521	본점	6132640012500	루이비통	수입명품	1	737000	6
2000-05-03 17:20	25202	본점	4116900003200	사보	피혁	0	58000	1
2000-05-03 17:20	45994	본점	2700000000000	식품	일반식품	0	16144	1
2000-05-03 17:33	10208	천호점	4401950020000	파파리노	유아동복	0	23000	1
2000-05-03 17:40	10208	천호점	4520910049900	성일완구	문화완구	0	9600	1
2000-05-03 17:53	40122	신촌점	4210800010000	이동수	디자이너부띠끄	0	610000	9
2000-05-03 18:13	40038	무역점	4105900203200	메쎄	피혁	0	122000	3
2000-05-03 18:23	40122	신촌점	4103610003200	키사	피혁	0	148000	3
2000-05-03 18:24	30193	천호점	4527310944100	시몬스	가구	0	2631580	3
2000-05-03 18:30	40122	신촌점	6135490004000	금강핸드백현금	피혁	0	165000	1
2000-05-03 18:33	17540	천호점	4109310008000	아모레	화장품	0	23000	1
2000-05-03 18:50	40038	무역점	2700000000000	식품	일반식품	0	55955	1
2000-05-03 19:00	22385	본점	4109310008000	아모레	화장품	0	15000	1
2000-05-03 19:10	12175	본점	2700000000000	식품	일반식품	0	49909	1
2000-05-04 11:30	27514	무역점	4401950020472	파파리노	유아동복	0	27000	1
2000-05-04 11:33	19615	천호점	4407130020000	캔  키즈	유아동복	0	5000	1
2000-05-04 11:40	16036	신촌점	4550590051080	곰돌이푸	문화완구	0	26000	1
2000-05-04 11:40	17207	신촌점	4529310042174	일광/테팔	조리욕실	0	39400	1
2000-05-04 11:50	27514	무역점	2700000000000	식품	일반식품	0	20900	1
2000-05-04 12:00	19615	천호점	4128910000878	금양양말	섬유	0	6000	1
2000-05-04 12:10	27514	무역점	2700000000000	식품	일반식품	0	14540	1
2000-05-04 12:20	38979	천호점	2700000000000	식품	일반식품	0	26440	1
2000-05-04 12:30	48890	신촌점	2700000000000	식품	일반식품	0	153616	3
2000-05-04 12:40	10208	천호점	4401950020470	파파리노	유아동복	0	18900	1
2000-05-04 12:43	12596	무역점	4501970043300	피에르가르뎅	조리욕실	0	24000	1
2000-05-04 12:43	17207	신촌점	4405621020000	지오다노쥬니어	유아동복	0	14800	1
2000-05-04 12:50	17207	신촌점	2700000000000	식품	일반식품	0	18289	1
2000-05-04 12:50	19615	천호점	2700000000000	식품	일반식품	0	48704	1
2000-05-04 12:53	14189	신촌점	4202160011000	ENC	영캐주얼	0	98000	3
2000-05-04 12:53	26620	천호점	4539300050800	쁘띠앙팡	문화완구	0	35000	1
2000-05-04 13:03	12596	무역점	4514700046600	헬러수예	침구수예	0	155000	1
2000-05-04 14:23	26620	천호점	4413850022900	포토프랜드	유아동복	0	88200	3
2000-05-04 14:30	35832	천호점	4409141027000	인터스포츠	스포츠	0	73000	3
2000-05-04 14:30	45549	신촌점	2700000000000	식품	일반식품	0	48478	1
2000-05-04 14:42	15565	천호점	4208201313100	보디가드	니트단품	0	54100	1
2000-05-04 15:12	15565	천호점	4208201313100	보디가드	니트단품	0	88600	1
2000-05-04 15:23	37423	천호점	4400540025000	라코스떼	스포츠	0	59000	3
2000-05-04 15:30	24694	천호점	6418771028401	나이키슈즈임대	스포츠	0	59000	1
2000-05-04 15:42	15565	천호점	4414070026000	NII	유니캐주얼	0	39000	1
2000-05-04 15:50	35221	천호점	2700000000000	식품	일반식품	0	48856	1
2000-05-04 15:53	14883	천호점	4109310008000	아모레	화장품	0	280000	1
2000-05-04 15:53	24694	천호점	4312200019900	폴로	트래디셔널캐주얼	0	82000	3
2000-05-04 15:53	27586	신촌점	4106330004000	카운테스마라	피혁	0	46000	1
2000-05-04 16:02	15565	천호점	4414070026000	NII	유니캐주얼	0	39000	1
2000-05-04 16:03	14883	천호점	4109310008000	아모레	화장품	0	350000	3
2000-05-04 16:13	24694	천호점	4412381026000	WWS	유니캐주얼	0	21000	1
2000-05-04 16:23	45046	천호점	4109160008000	크리스챤디올화장품	화장품	1	30000	1
2000-05-04 16:30	22528	신촌점	2700000000000	식품	일반식품	0	68522	3
2000-05-04 16:33	24694	천호점	4405600026000	퀵실버	유니캐주얼	0	89000	3
2000-05-04 16:40	19686	신촌점	4545420939000	브라운	가전	0	6000	1
2000-05-04 16:53	37340	천호점	4400591020000	아놀드파마(아동)	유아동복	0	186000	1
2000-05-04 17:03	24694	천호점	4212360010000	오브제	캐릭터캐주얼	0	285000	3
2000-05-04 17:10	37340	천호점	2700000000000	식품	일반식품	0	111834	1
2000-05-04 17:33	39581	무역점	4408171025000	잭니클라우스	스포츠	0	23000	1
2000-05-04 17:43	31685	신촌점	4544940050700	스누피인형	문화완구	0	5000	1
2000-05-04 17:43	31685	신촌점	4530720050700	지나월드	문화완구	0	13000	1
2000-05-04 17:43	39581	무역점	4103320005900	쌈지토탈	피혁	0	148000	1
2000-05-04 18:10	31685	신촌점	2700000000000	식품	일반식품	0	12955	1
2000-05-04 18:23	39581	무역점	4130490001600	현대우양산	섬유	0	20000	1
2000-05-04 19:00	38586	천호점	2700000000000	식품	일반식품	0	15650	1
2000-05-04 19:03	22029	천호점	4139143008000	비오뗌화장품	화장품	0	49000	1
2000-05-04 19:20	16036	신촌점	4550590051080	곰돌이푸	문화완구	0	13000	1
2000-05-04 19:30	36914	신촌점	2700000000000	식품	일반식품	0	14802	1
2000-05-04 19:43	16036	신촌점	4135140006900	아가타	장신구	0	9000	1
2000-05-05 11:00	38013	본점	2700000000000	식품	일반식품	0	25000	1
2000-05-05 11:00	38013	본점	2700000000000	식품	일반식품	0	16180	1
2000-05-05 11:30	44246	본점	4229810011200	베네통	영캐주얼	0	108000	3
2000-05-05 12:50	36175	본점	4109930010000	발리	수입명품	1	141000	1
2000-05-05 13:50	29187	신촌점	2700000000000	식품	일반식품	0	11870	1
2000-05-05 14:00	34211	본점	4503620935072	유니텍	가전	0	170000	3
2000-05-05 14:10	19342	본점	4551430050700	미키미니학생가방	문화완구	0	29500	1
2000-05-05 14:13	29640	신촌점	4202163411000	96NY	영캐주얼	0	98000	3
2000-05-05 14:23	29640	신촌점	4106431805900	이작	피혁	0	135000	3
2000-05-05 14:33	21310	신촌점	2116050008000	에스티로더	화장품	1	120000	3
2000-05-05 14:53	42800	무역점	4107351210000	아이그너	수입명품	1	178000	3
2000-05-05 15:00	19342	본점	2700000000000	식품	일반식품	0	48753	1
2000-05-05 15:00	48997	무역점	2700000000000	식품	일반식품	0	23716	1
2000-05-05 15:10	10567	무역점	4300850019971	닥스	정장셔츠	0	40000	1
2000-05-05 15:10	17477	무역점	4553001931071	수입오디오	가전	0	358000	1
2000-05-05 15:10	29640	신촌점	2700000000000	식품	일반식품	0	50898	3
2000-05-05 15:23	26171	신촌점	4417760020000	에꼴리에	유아동복	0	118000	3
2000-05-05 15:23	26171	신촌점	4417760020000	에꼴리에	유아동복	0	1180	1
2000-05-05 15:23	40122	신촌점	4512320141000	스와로브스키	도자기크리스탈	0	145000	1
2000-05-05 15:23	42800	무역점	4522862046000	레노마	침구수예	0	215000	3
2000-05-05 15:23	42800	무역점	4535760050700	미스터  프랜들리	문화완구	0	8100	1
2000-05-05 15:30	10567	무역점	4400540025000	라코스떼	스포츠	0	59000	1
2000-05-05 15:33	17477	무역점	4406050025000	닥스골프	스포츠	0	195000	1
2000-05-05 15:34	35681	신촌점	4219420110000	끌레몽트	엘레강스캐주얼	0	58000	3
2000-05-05 15:40	17477	무역점	4312901016400	니나리찌	정장셔츠	0	201000	3
2000-05-05 15:40	42800	무역점	4123490002374	다현월포드스타킹	섬유	1	303000	3
2000-05-05 15:43	26171	신촌점	4539300050800	쁘띠앙팡	문화완구	0	39000	1
2000-05-05 15:53	26171	신촌점	4406260022000	아가방	유아동복	0	15000	1
2000-05-05 15:53	42800	무역점	4200640213500	와코루	니트단품	1	33200	1
2000-05-05 16:00	26171	신촌점	4544630048171	손오공	문화완구	0	35000	1
2000-05-05 16:00	35681	신촌점	2700000000000	식품	일반식품	0	21600	1
2000-05-05 16:03	17477	무역점	4227690011000	엘르스포츠	영캐주얼	0	55900	1
2000-05-05 16:10	32845	본점	4400213022200	압소바	유아동복	0	65000	1
2000-05-05 16:13	22176	무역점	4544630048100	손오공	문화완구	0	30000	1
2000-05-05 16:13	24548	천호점	4106530008200	메이컵포에버	화장품	1	28000	1
2000-05-05 16:20	22176	무역점	4520910048100	성일완구	문화완구	0	12000	1
2000-05-05 16:30	22176	무역점	4400101020471	게스키즈	유아동복	0	44000	1
2000-05-05 16:30	27150	신촌점	4208200113075	제임스딘.P	니트단품	0	12000	1
2000-05-05 16:33	17477	무역점	4100322005900	미알토탈	피혁	0	245000	3
2000-05-05 16:33	24548	천호점	4109310008000	아모레	화장품	0	103000	3
2000-05-05 16:40	42800	무역점	2700000000000	식품	일반식품	0	67205	1
2000-05-05 16:43	22176	무역점	4312901016400	니나리찌	정장셔츠	0	64000	3
2000-05-05 16:43	37591	무역점	2116052008000	크리니크	화장품	1	53000	1
2000-05-05 16:43	39581	무역점	4208790111000	쿠기	유니캐주얼	0	226000	1
2000-05-05 16:53	22176	무역점	4401440022900	무냐무냐	유아동복	0	9000	1
2000-05-05 16:54	14736	신촌점	4309140019900	로얄	정장셔츠	0	69000	1
2000-05-05 16:54	14736	신촌점	4101010200100	지엠AQ외넥타이	섬유	0	59000	3
2000-05-05 17:03	42800	무역점	4107351210000	아이그너	수입명품	1	702000	6
2000-05-05 17:10	17477	무역점	2700000000000	식품	일반식품	0	119185	1
2000-05-05 17:10	38092	본점	2700000000000	식품	일반식품	0	63561	1
2000-05-05 17:12	14035	신촌점	4218390010000	로제르	니트단품	0	59000	3
2000-05-05 17:13	22176	무역점	4139142008000	헤레나	화장품	0	45000	1
2000-05-05 17:13	37591	무역점	4405620026000	지오다노	유니캐주얼	0	19800	1
2000-05-05 17:22	17279	신촌점	4124180008000	시세이도	화장품	1	154000	3
2000-05-05 17:30	32446	무역점	4300852019971	지방시	정장셔츠	0	20000	1
2000-05-05 17:32	17279	신촌점	4104840008000	샤넬	화장품	1	38000	1
2000-05-05 17:40	24324	신촌점	2700000000000	식품	일반식품	0	26920	1
2000-05-05 18:00	38405	천호점	4550410936001	앨지	가전	0	2277000	3
2000-05-05 18:03	37591	무역점	4551880043000	유준/크레이톤	조리욕실	0	29000	1
2000-05-05 18:04	17279	신촌점	4417232028400	우들스슈즈	스포츠	0	58000	3
2000-05-05 18:13	37591	무역점	4508720043900	삼운/브로니	조리욕실	1	16000	1
2000-05-05 18:14	32446	무역점	6418770027000	나이키의류임대	스포츠	0	13000	1
2000-05-05 18:23	37591	무역점	4551880043000	유준/크레이톤	조리욕실	0	37600	1
2000-05-05 18:40	37591	무역점	4218390113074	로제르	니트단품	0	49000	1
2000-05-05 18:43	10499	신촌점	4100110001100	비비안스타킹	섬유	0	8000	1
2000-05-05 18:50	38405	천호점	4408220027900	아레나	스포츠	0	27000	1
2000-05-05 18:53	10499	신촌점	4123493001100	다현아쭈기스타킹	섬유	0	11000	1
2000-05-05 18:53	13493	무역점	4417420026000	GV2	유니캐주얼	0	54000	3
2000-05-05 19:00	38405	천호점	4405491029970	마리끌레르	스포츠	0	25000	1
2000-05-05 19:03	13493	무역점	4417420026000	GV2	유니캐주얼	0	103000	3
2000-05-05 19:23	30026	무역점	4135140006900	아가타	장신구	0	69000	1
2000-05-05 19:23	33751	천호점	4414070026000	NII	유니캐주얼	0	36000	1
2000-05-05 19:23	38405	천호점	4411690026000	쌈지스포츠	유니캐주얼	0	39000	1
2000-05-06 10:30	17207	신촌점	2700000000000	식품	일반식품	0	128606	3
2000-05-06 10:43	23291	신촌점	2116050008000	에스티로더	화장품	1	77000	1
2000-05-06 11:10	14258	신촌점	2700000000000	식품	일반식품	0	110032	1
2000-05-06 11:20	38405	천호점	4407110027000	컬럼비아	스포츠	1	45000	1
2000-05-06 11:22	32382	무역점	4407110027000	컬럼비아	스포츠	1	128000	3
2000-05-06 11:40	32232	천호점	4407910020470	인터랙션	유아동복	0	36000	1
2000-05-06 11:42	32382	무역점	4528510043000	린든리브즈	조리욕실	1	96000	1
2000-05-06 11:50	32232	천호점	4203733010000	이즘	엘레강스캐주얼	0	149000	1
2000-05-06 11:52	32382	무역점	2116050008000	에스티로더	화장품	1	126000	3
2000-05-06 12:00	23553	신촌점	4504940939002	필립스	가전	1	26400	1
2000-05-06 12:00	32232	천호점	2700000000000	식품	일반식품	0	47695	1
2000-05-06 12:03	41047	신촌점	4217330010000	크레송	캐릭터캐주얼	0	356000	3
2000-05-06 12:20	23223	신촌점	4544630048171	손오공	문화완구	0	35000	1
2000-05-06 12:40	32446	무역점	6315960019900	폴로	트래디셔널캐주얼	0	89000	3
2000-05-06 12:43	41047	신촌점	4220050010000	아이잗바바	엘레강스캐주얼	0	554000	3
2000-05-06 12:50	23553	신촌점	2700000000000	식품	일반식품	0	30568	1
2000-05-06 13:03	15288	천호점	4525211043900	한지차향가	기타	0	20000	1
2000-05-06 13:10	38979	천호점	2700000000000	식품	일반식품	0	15000	1
2000-05-06 13:14	26014	천호점	4409141027000	인터스포츠	스포츠	0	57920	1
2000-05-06 13:23	15288	천호점	4551470040300	유림/첨본자기	도자기크리스탈	0	126000	1
2000-05-06 13:23	26014	천호점	4400100020000	미키클럽	유아동복	0	47000	1
2000-05-06 13:40	34052	천호점	4407131020470	삐삐	유아동복	0	25000	1
2000-05-06 13:53	12526	신촌점	4106530008200	메이컵포에버	화장품	1	20000	1
2000-05-06 14:00	34052	천호점	2700000000000	식품	일반식품	0	25660	1
2000-05-06 14:20	32609	신촌점	2700000000000	식품	일반식품	0	27364	1
2000-05-06 14:30	38405	천호점	4207930013084	정호진	니트단품	0	30000	1
2000-05-06 14:30	40822	본점	4203690013070	뻬띠앙뜨	니트단품	0	60000	3
2000-05-06 14:40	38405	천호점	4123520003980	즈려밟고	피혁	0	28000	1
2000-05-06 14:43	35681	신촌점	4411690126000	쌈지스포츠	유니캐주얼	0	94000	3
2000-05-06 14:50	13008	본점	4132320008000	아베다	화장품	0	138000	1
2000-05-06 15:00	38405	천호점	4131990003984	우연	피혁	0	59000	3
2000-05-06 15:03	17279	신촌점	4400550025000	슈페리어	스포츠	0	302000	3
2000-05-06 15:03	35681	신촌점	4407072126000	FUBU	유니캐주얼	0	35000	1
2000-05-06 15:12	17279	신촌점	2139141008000	랑콤	화장품	0	50000	1
2000-05-06 15:13	38405	천호점	4411690026000	쌈지스포츠	유니캐주얼	0	32000	1
2000-05-06 15:23	20448	무역점	4407130020000	캔  키즈	유아동복	0	53000	1
2000-05-06 15:43	38173	신촌점	4115301009100	세원불가리외선글라스	섬유	0	280000	3
2000-05-06 15:50	13008	본점	4240520013074	비즈	영캐주얼	0	29000	1
2000-05-06 15:50	38405	천호점	4400590025000	아놀드파마	스포츠	0	79000	3
2000-05-06 15:53	31531	무역점	4106530008200	메이컵포에버	화장품	1	19000	1
2000-05-06 16:00	12246	본점	4116430003600	락포트	피혁	1	270000	3
2000-05-06 16:00	38173	신촌점	2700000000000	식품	일반식품	0	39164	1
2000-05-06 16:00	38173	신촌점	2700000000000	식품	일반식품	0	30721	1
2000-05-06 16:10	31531	무역점	4132720006870	우고콘티	장신구	0	25000	1
2000-05-06 16:10	32004	본점	4520910048100	성일완구	문화완구	0	24000	1
2000-05-06 16:30	29848	본점	4104840008000	샤넬	화장품	1	38000	1
2000-05-06 16:33	31531	무역점	4116270203200	죠디	피혁	0	125000	3
2000-05-06 16:42	21235	천호점	4312200019900	폴로	트래디셔널캐주얼	0	75000	1
2000-05-06 17:00	29848	본점	4200370014400	트라이	니트단품	0	59000	1
2000-05-06 17:00	40631	신촌점	4106330004000	카운테스마라	피혁	0	61000	3
