comment,like,recom_cnt,unlike,url
사보타지가 의심스럽다. 경쟁국  중국에서  조립하지마라.......중국 부품도 받지 말고,4,2,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=003&aid=0007934022
마저... 그냥 정육점 에디션일 뿐... 불량은 무슨...,47,2,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=003&aid=0007934022
"???:@@7폭발, 블랙컨슈머 탓.",157,2,16,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=003&aid=0007934022
주의사람들 몇명 쓰는데 다들 좋다고 그러는데...내가봐도 좋던데 언론놈들 하는짓이 흠짓잡기만 하는건지,0,1,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=003&aid=0007934022
이거 불매운동합시다. 엘지도 있고 아이폰도 있다. 자꾸 사주니까 제품 이렇게 만든다,6,1,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=003&aid=0007934022
번인은 솔직히 불량은아니죠 고객이 폰보기를 최소화하고 100만원짜리로 전화 문자 약간의카톡만쓰면 번인안생겨요 이게다 고객이 하드하게 막써서그런거죠 한마디로 호갱탓ㅋ,1,1,7,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=003&aid=0007934022
ㅋㅋ 어차피 불량이라도 순실전자 찬양하는 개돼지 천민들이 순실전자꺼 다 사주잖아^^,1,1,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=003&aid=0007934022
예전 갤럭시는 내구성도 좋고 튼튼했는데..가면 갈수록 문제가 많아지넹..,2,1,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=003&aid=0007934022
"번인현상 제품 결함 아니라더니 소프트키 왜 숨기려하지
삼성전자 이상하네",13,1,5,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=417&aid=0000248374
번인은....진심 토나오는 부분이다.,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=417&aid=0000248374
진작에 했어야지... 이게 왠 망신,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=417&aid=0000248374
빨리 업데이트 됬으면..,3,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=417&aid=0000248374
"최신형이라고 무조건 좋다고 여긴 구매자들이

바보.",3,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=417&aid=0000248374
상단바 내비게이션바 숨기기 둘다 됐으면 좋겠네요,5,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=417&aid=0000248374
그리 합시다.,7,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=417&aid=0000248374
사쿠라도 불량 아니다 라고 하더니 논란이 이니까 소프트웨어 업데이트로 무마하려고 했지만 그것도 제대로 안됨요. 결국 이번 디스플레이 개망작입니다.,8,0,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=417&aid=0000248374
장난하냐  요금제 6만원대에 수십만원주고 사라고..국민들 개호구로보나..쏘 ㅑㅇ~서글늠의 단통법이나 읍애,0,1,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
우리가족은 삼성제품 안써요.,1,1,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
"갤8플64 사용하고 있는데 인터넷에서 뉴스 동영상보면서 스크롤 위 아래로 내렸다 올렸다 하면 동영상에 잔상이 발생하던데 제품에 문제가 있는걸까요?
느리게 반복해도 빨리 반복해도 동영상재생중인데 화면이 떨리면서 잔상이 심히게 생기네요",2,1,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
하버드 대학교 범죄심리학과 박사입니다. 전직 Fbi 프로파일러고요.. 우주8은 갤럭시 8을 뜻합니다...,0,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
3/4일 벌써 끝났음 ㅎㅎ,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
어차피 통신사만 배터지는 담합장려정책.. 당초 약속대로 일몰끝나면 파기해라,7,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
"단말기 가격으로 사기치고, 요금제로 뒤통수 치고, 약정으로 노예만들고, 위약금으로 불합리한 빚더미에 눌러 앉히면서 여전히 해쳐먹고 있지... 1. 약정,결합,위약 족쇄 관행 철폐 / 2. 이통사에서 단말기 유통에 일절 관여치 못하도록 차단(회선서비스 시장과 단말기 유통시장 원천 분리 - 완전자급제) / 3. 그동안 보조금,할인 명목 미끼로 소비자들 눈가리고 속여오며 폭리나 다름없이 치솟아온 요금제,출고가 대폭 인하를 통한 요금,단말기가격 정상화 / 이상 반드시 해야할 세가지를 실현하지 않는다면 뭘하건 소비자 입장에서는 무의미함...",0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
사기당할듯 ㅜ,10,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
요즘도 ㅃㅃ에서 가능한가요? 단통법 이전에 마지막으로 사보고 이후에는 폰 안바꿔서 모르겠네요;,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
22든 돈100이든 삼쓰레기폰은 노답. 실패 안하려면 아이폰 애플스토어에서 할부로 끊어서 사라. 성능은 안드레기가 따라올 수가 없는 시점이 되었고 월요금 계산때려보면 더 이득에 유심요금제로 인해 약정도 없고 위약금도 없다,2,0,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
단통법 폐지해라.,4,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
갤8+을 보고나서 갤8을 보면 작아서 답답하더라..  이왕사는거 갤8플러스로 사세요.. 전 싼 맛에 g6를 살겁니다.,1,0,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
단통법 만든새끼 누구냐???,26,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
북한 암시장에서 초코파이 파는것마냥 이렇게까지 해야되냐 진짜ㅋㅋㅋ,50,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
폐지가 정답인걸 아직도 모르다니,36,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=015&aid=0003764547
기자!! 좌표를 알고 있다면!! 내게 알려줘!!,9,1,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=025&aid=0002712838
뽐뿌에 얼마에샀다 이거 말도안되는 가격이면 업자들 광고임,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=025&aid=0002712838
정확한근거제시좀 18절대안나와요,3,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=025&aid=0002712838
내가오늘 kt에 상담받으로감 ㅋㅋㅋㅋㅋㅋㅋ 첨에 기계반납해야한다함 나ㅋㅋㅋㅋㅋㅋㅋ하기실타함 왜내야함? 이제할부끝났는데 근데뭐 안살것처럼 뻐팅기니까 아 뭐 제가 남는거없이 그냥 핸드폰 기계반납 조건 빼드릴께요 ㄱ ㅅㄹ 시점,2,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=025&aid=0002712838
S8+ 예약구매해서 사용중인데 솔까말 앞서 사용하던 노트4보다 별로다.,1,0,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=025&aid=0002712838
딸통법과단통법은 폐지되야됩니다,258,11,8,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
"저 페이백이라는거... 구라쳐서 ""페이백 50만원 드려요~""라고해서 일단 가입시켜놓고 실제로는 페이백 안해주면 어떻게 되는거냐?? 불법페이백 못받은 사람이 불법페이백 주지않은 사람을 신고할 수 있는건가?",24,5,7,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
누구나 그렇게 살수있는것도 아니고 저거 좀 싸게 사려고 얼마나 공을 들여야되는데 난 한번해보고 담부턴 그냥 산다. 판매자가 많이팔라고 싸게 이벤트하는걸 불법이라면 세상에 가격다른 모든 물건에 통제법 마련하던지 모든게다 정가로 되나 그게 기자야 이런기사좀 쓰지마라,261,4,10,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
나도 좀 누려보자,275,4,8,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
ㅋㅋㅋ19에 사와서 어제 80에 팔았다. 14일 뒤에 홈페이지 통해서 요금제 낮추고 유심은 원래 쓰던 폰에 끼우고 잘 써야징^^,2,1,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
4월 19일 사전예약으로 갤8산 호구와트 여깄음.ㅜㅜ 1818 욕나온다,2,1,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
50을 대리점에서 지원해줄 정도면 도대체 한대팔면 수수료가 얼마씩 떨어진다는 거냐 소비자 등치지말고 통신사는 요금할인이나 해라,2,1,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
"재값 다주고 사신분들

반품합시다ㅡ",6,1,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
번호이동만 해당되는거아닌가 기기변경은 안되겠지.,13,1,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
"이런 기사들로 분위기만 몰아 가고 마진도 없이 팔아도 욕먹게 하고 
가득이나 시장 죽어 장사도 안되는데 결국 통신사의 의도대로 시장을 몰아가니 중소 상인들은 
죽어나가는구나...
소형 대리점이 망하면 그 고객의 요금100%가 통신사로 귀속된다.
결국 통신사의 20여년간의 장난질은 2017년에도 계속되는구나...
적당히해라...
세상 혼자 사는거 아니다...",14,1,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
자유경제체제에서 단통법이 왜 있는지. . . 사회주의를하지. . .,6,1,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
"개ㅈ같은 단통법 빨리 안없애냐.
불법은 무슨 불법. 단통법이 불법이다.",570,1,12,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
"부산 남구 용호동 LG메트로에서 오후에 버스 내린 쩍벌남 20대 남자 대학생~쪽팔린 줄 알아랏~
젊은 사람이 생각도 없는 것도 아니고...사람 많고 공간도 좁은데 ,검은색 가방을 가운데 바닥에 내려놓고.. 
다리를 쩍벌리고...음악 들으며 핸드폰 쳐만지고 옆에 사람을 일부러 사람 밀치지를 않나...
좀 사는 놈이면 생각도 좀 틀리게 사시길~~",2,1,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
단통전엔 정보가 활발해 누구나 쇼핑만 하면 살수 있었는데.. 지금은 특정지역에서만 발품 팔아야 하는 현상이 있네요.. 단통이 더욱 불균형을 만든듯...,2,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
방송통신 만든게 명박이였죠??,2,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
언제나 법위에 굴립하시는 삼성님,3,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
"기자님 소비자 피해 사례는 없나요?
내용이 뭔가 빠진 느낌이네요",1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
OOO이던 나발이던 kt lg로 번호이동 안한다고 등신들아,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
삼성 디지털프라쟈  대박  갤8,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
핸드폰은 신도림가서 사라는거냐?,2,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000368480
하지만 아직까진 쓰레기... 중고나라에 버리는중,2,4,9,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=138&aid=0002050400
가가 가가 가가가?를 알아듣는다고?,9,3,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
"우리집엔 빅스비보다 더 뛰어난것이 3대나 있다.
와이프, 큰아들, 작은아들!!!!   ㅋㅋㅋㅋ 성공률 99프로다!!",68,3,15,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
소통능력은 503을 넘어섰네,131,3,12,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
얼마 받았노기자야?,39,2,14,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
"ㅈ도 맨날 업데이트함 ㅋㅋㅋ
쓸라카믄 업데이트 있대 ㅋㅋ",12,2,5,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
우리가족은 삼성제품 안써요.,0,1,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
"경상도 그리 말 안써요

누군데
깨워줘 표준어 씁니다ㅋ

억양이 다른뿐이요~~~",3,1,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
불끄라  마 같이자자 손만 잡을께 ~,30,1,11,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
아.. 빅스비구나.. 그럼 경상도 노인네들 언어를 알아들어야 할 필요가 있지.. 갤럭시는 경상도 전용폰이니까.. 아이폰 쓰는 사람중에 홍준표 지지자를 한명도 못봤음.. 본 사람 제보좀 해줘요. 정말 다누한명 못봤음..,1,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
경상도말을 알아듣는건 자랑이 아님.. 인간들의 말만 잘 알아듣기도 벅참.. 가령.. 음식평론가가 똥맛을 평가하는게 무슨 의미가 있음..,0,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
시리는 본토에서 코타나부터 이기고 깝싸라,5,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
시리는 울나라서 당연히 약할수밖에 없지. 한국말 데이터로는 토종이 유리한게 당연. 그러니 앱등이들 그만부들대라 영어대화하면 시리가 이긴다;;;,5,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
"네이버 앱 실행시켜 달라고 해도 실행시키지 못하더만, 사투리 몇 개 알아듣는게 뭐 별수라고..",1,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
공부는 하니? 대화가 끊겼다.,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
빅스비 또 언론플레이 하네~대한민국 대통령이 누구인지도 모르는...최고의 혁신이라 소비자 ㅎㄴ혹하고...,1,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
"근데, 왜? 내폰의 빅스비는 말귀를 못알아 쳐먹냐?? 업데이트하니까 더 바보되어 있더라...",0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
방언 인식은 솔직히 마케팅용 기능이지 ㅋㅋ,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
마치 옛날에 옴니아같이... 지금은 만족하며 못쓰더라도 5년 6년 뒤엔 AI의 발전이 인간에게 정말 큰 편리함으로 돌아올 수 있을거라 믿음,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
왜 아름다운 호남사투리는 못알아듣고 경상도사투리만 알아듣냐,2,0,6,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
길다,2,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=469&aid=0000205290
엘지야 물들어왔다 ㅋㅋㅋㅋ 노저으러 가자 ㅋㅋ,1047,35,92,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
사용한 지 보름이 되었는 데..도데체 뭔 소리요..,402,12,62,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
엘지 무한부팅은 언플로 엄청 부풀리더니 삼성 무한부팅이야기는 쏙 들어갔네. 액정문제도 곧 묻힐 듯 ㅋㅋㅋㅋ 원래 디스플레이 배터리 엘지가 갑이다,250,6,37,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
호구들은  당해도  싸지 ㅎㅎ   삼성아잘했다 ㅎㅎ,312,6,83,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
"17년째 삼성 불매하는 사람입니다... 100만원을 호가하는 제품의 품질이 고작 20만원짜리 중국산보다 못하다면 누가 믿겠습니까... 중국산도 문제가 없는 스마트폰이, 왜 삼성이 만들면 매일같이 문제가 생깁니까?... 왜 100만원짜리 제품의 품질이 20만원짜리 중국산만도 못합니까?... 아직도 갤럭시 s8로 고통받고 스트레스 받으시는 분들은 차라리 중국산이나 아이폰을 사시요... 그럼 최소한 호갱 소리는 듣지 않을 것이요... 천하에 3류기업 삼성을 반드시 불매해서 응징해야만 합니다...",15,5,16,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
번인은 빠심과 충심으로 극복하는 겁니다^_^ 교품 하지 말고 오래도록 써라. 그래야 타사 제품 사용자들 욕하던 느그 꼬라지가 안 우스워지니까 ㅋ,464,4,61,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
아니 나 s8쓴지 2주됫는데 벚꽃에디션도아니고 아무것도 문제 없는데 왜케 안좋은 기사만나오지;,7,3,5,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
우리가족은 삼성제품 안써요.,16,3,17,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
이번에는 G6가 시퓨만 빼고 모는게win이네,17,3,8,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
댓글 보니까 삼성은 아몰레드 액정 써서 그렇다고 하는데 그럼 아이폰이나 다른 폰은 아몰레드 안쓰고 무슨 액정을 쓰나요? 아몰레드 방식이 안좋으면 삼성도 더 좋은 액정으로 바꾸면 되는 건데 왜 항상 아몰레드 방식을 고집하는 이유가 뭔가요? 궁금합니다.,3,3,10,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
이래서 핸드폰은 출시되자마자 사는게 아니다 벌써 결함들이 나오고있다 1달도않됬는데 ㅋㅋㅋ,37,3,20,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
번인 현상이란 혹시 액정화면에 멍이 든 것처럼 검은 얼룩이 있는 현상을 뜻하는 건가요? 누가 이해하기 쉽게 설명해 줄 사람 없나요?,18,3,12,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
벌써 번인떴다는건 사용자가 정상이 아닐 확률이 더 높음 ㅋㅋㅋㅋㅋㅋㅋㅋ 아무리 아몰레드 상태가 메롱이라해도 그정도는 아니거든.,33,3,19,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
아몰레드에 번인은 원래가 그런건데..ㅋㅋㅋ,4,3,12,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
"진짜 웃긴게 주변사람 다 문제없이 잘쓰는데
기자들이 더 난리임",30,3,21,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
사지말고 쓰지마라  아이폰 쓰던가? 말 많네,1,2,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
나는 갤럭시 S8 플러스인데 아무 이상이 없다. 앱등이 색희들이 꼬투리 잡을라고 거짓 기사로 쇼를 하네. 그리고 바꿔달라고 해라. 앱등아. 바꿔준다,4,2,5,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
다른건 몰라도 번인발생한거는 물리적으로 시간계산이 좀 맞지 않은듯. 의도적으로 홈키나타난 화면으로 며칠 주구장창 켜논건 아니겠지?,1,2,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
어제 물건 구경하러 갔는데 전시품들 모두 나온지 얼마 됐다고 인터넷 하얀화면 띄우면 바탕화면에 있던 아이콘 잔상들 사라지지도 않더라ㅡㅡ,17,2,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
"나도 갤럭시만 쭉 썼는데 아몰레드 번인 까는애들은 진짜 비정상적으로 폰 존ㅋ나 오래씀ㅇㅇ
갤스2 부터 갤탭, 그랜드 놑2 놑3 놑5 쓰고있는데
2년 정도 써야 번인 비스무리하게 나오더라. 하루종일 화면 켜야하는 직종도 아닐텐데 왜 다들 징징거리지. 그렇다고 이번 s8을 옹호하는건 아님ㅋㅋㅋㅋ 삼숭이 외국에서 샘숭으로 불리는 이유가 있지 ㅋㅋㅋㅋㅋ",3,2,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=032&aid=0002785397
사전예약자들은 봉으로보내,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=081&aid=0002818377
제값주고 산사람들은 모냐ㅡㅡ,3,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=081&aid=0002818377
이건 정보다..단통법이 다들 비싸게 주고 사는건데. 아직도 단통법 운운하냐...검색하고 발품좀 팔아라 .. 노력없이는 비싸게만 사는거야..,5,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=081&aid=0002818377
"저런 유통점들땜에 성실히 장사하는 분들이 망하는거지
싸게 사는건 좋지만
지나치게 편법으로 판매하는건
결국 제 발등찍기가 되겠지
두고봐라 불법 유통점들",3,0,9,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=081&aid=0002818377
단통법이 잇어도 이렇게 난린데 단통법 없어져도 싸게 살수없다는 기사들은 머냐,0,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=081&aid=0002818377
보조금이 왜 불법인지 아직도 모르겠다. 싸게 팔면 쇠고랑 차는 희한한 나라.,409,21,9,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
"일단 이렇게 사신 네티즌 계시면 손 한번...
글구 막말로 도대체가 물건을 싸게 팔아도 불법인 나라가 정상이냐..
장물도 아니구.",195,10,10,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
"기자양반  정확히 당신이 적은 가격으로 구매한 사람 봤어요?  갤8은 현금개통이 불가한데  말이되는 소린가 ?  공시지원금이 135,000원 나오는데
실제로 대리점,판매점 판매수수료가 60만원 이상 나와야 가능한 금액인데 말이 된다는 소린가?
이런 허위글로 사람들 현혹하지 마시고 정확한 기사만 적읍시다",4,4,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
128기가 30 만원 실화냐,3,3,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
S8+ 22만에 샀다  땡큐,2,2,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
10~20만원대에 갤럭시s8 싸게 파는 곳 아시는 분?? 댓글로 좀 알려줘요ㅋㅋ 빨리 가서 사게요ㅋㅋ,0,2,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
싸게팔면 좋은건데 정부에서 왜자꾸막지 서민들이 싼값에사용해야하지 않나요?,2,2,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
18만원은 오바고 20만원대에 거래되고있습니다 여러분 이 기사 거짓기사아닙니다 ~ 조금만 관심가지시고 알아보시면 충분히 싸게 바꿉니다,0,2,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
"아니도대체가
누가이렇게 샀단거냐?
진짜산사람 나도좀사자
제발
진짜 부탁이다
링크나
전화번호좀 남겨봐라",0,2,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
그냥 2년뒤에 20이하로 살랭..,79,2,6,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
난 단통법 취지에는 찬성하는 입장이지만... 기본요금제 폐지하고 통신비 인하하기 전에는 단통법은 오히려 통신사 배 채워주는 꼴이기 때문에 단통법만 시행하는건 반대. 어차피 보조금 그거 다 공짜 아니고 통신사가 통신비로 다 빼가는돈이라서 좋아하기만 해서는 조삼모사 원숭이밖에 안되는겁니다,0,2,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
궁금한건데 저렇게 보조금받고 기계값 18만원만 내는거 이걸 약정으로 하면 그약정에 기계값 할부가 18만원을 할부로내는건가요 아님 100몇만원 할부로 내는건가요?,0,1,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
"아씨! 완존호구됐넹. ..
이틀됐는데 헐! 기분빡쳤네.",0,1,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
"진심 이해가 안가는게...판매자가 개인 소비자한테 싸게 가격을 책정해서 파는데 대체 왜 정부에서 자유시장에 끼어들어서 다른 이권 보호를 해주는거냐?? 대기업한테 따로 돈 먹나???? 피해보는 사람들이 죄다 나이든 중장년, 노인들이잔냐~",14,1,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0009238185
