"","x"
"nexta",-1.29009125369582
"legal",-1.29008179752563
"eager",-1.2765905797627
"emerging",-1.27647512763906
"financial",-1.27638431834499
"helping",-1.27623079964503
"unhelpful",-1.27619328359402
"hopelessly",-1.27618853902069
"understandablemy",-1.27616887023081
"issueanyhow",-1.27616012951147
"notifying",-1.27613711454183
"couldve",-1.26758527213512
"gbmy",-1.2387477657967
"idleness",-1.23867164205262
"itexcept",-1.23861872202193
"stranded",-1.23858326410254
"kiddingthe",-1.23858235942664
"secret",-1.23857920091114
"perform",-1.23856648603488
"addresses",-1.21780632838185
"adverse",-1.21111225593167
"assuredly",-1.21092493264574
"caredfor",-1.21074227407829
"wrappers",-1.21064239230432
"wizard",-1.21063579214973
"wires",-1.21062021000374
"willingness",-1.21058121235892
"void",-1.21054442806779
"cosmetically",-1.21053848951106
"vetting",-1.21050163102466
"unfairly",-1.21045230283602
"umbrella",-1.210397910189
"datathis",-1.21036005073557
"ties",-1.21027241682501
"degree",-1.21020799320565
"simfree",-1.21014638886682
"registration",-1.21007611794956
"dishonest",-1.21003755065315
"productsthis",-1.21001609692008
"primeboth",-1.20994803253412
"dogeared",-1.20991655119865
"preownedi",-1.20987823630426
"enclosure",-1.20982051916825
"outright",-1.20981544765079
"obligation",-1.20975974755952
"established",-1.2097403781887
"nonstandard",-1.20970747308897
"misrepresented",-1.20965599849351
"incl",-1.20965544316839
"meid",-1.20962139255072
"itselfthe",-1.20961271323671
"macxpert",-1.20959862067201
"jacks",-1.20959110939814
"lifted",-1.20958698756528
"boasts",-1.20873287728289
"cameral",-1.20856282586825
"comical",-1.20834116856217
"displaythis",-1.20818475820603
"toddler",-1.2079418038182
"scrolled",-1.20790295495905
"reviewpiece",-1.20785917231348
"fly",-1.20785728971584
"reviewi",-1.20780865236046
"processthe",-1.20775644244999
"fool",-1.20775055169872
"processed",-1.20769840551783
"gripe",-1.20765404411724
"problemthe",-1.20764172339763
"halfway",-1.20759722412095
"okayuntil",-1.20757893778686
"horribleoh",-1.20755664997656
"milliamp",-1.20753860172783
"megaixel",-1.20751755624365
"manufacturerlong",-1.20749957881473
"barsdots",-1.1932190987985
"wellcons",-1.19306462222329
"escape",-1.19304392004087
"planpros",-1.19296669451496
"pauseslocks",-1.19294238764778
"godsend",-1.19293987360924
"notable",-1.19292751746357
"hopeful",-1.15877039863979
"hurt",-1.15873171335574
"promises",-1.15870217729839
"liable",-1.15869615635051
"accessoriesin",-1.15756237352825
"blockswhen",-1.15752297208516
"blured",-1.15746925416925
"forums",-1.15744047984969
"jam",-1.15740341853163
"photosfor",-1.15736112348664
"saythey",-1.15735436882154
"sfor",-1.15735384746669
"virtual",-1.15494822901315
"vetts",-1.15494399557221
"wikipedias",-1.15493283320809
"utilizing",-1.15493213871568
"worded",-1.15491408324589
"ustelcel",-1.15491248717869
"usedthere",-1.15488504138837
"underneathif",-1.15484886523771
"tracfonetracfone",-1.15480598265949
"thiseven",-1.15475453816819
"telecommunications",-1.15469762151614
"agreements",-1.15458946434493
"slimthere",-1.15451784015177
"safelink",-1.1544391513691
"rico",-1.15435514438289
"recordsbtw",-1.15423014048632
"begini",-1.15421513950805
"puerto",-1.15409493906441
"buried",-1.15406618161927
"businessman",-1.15393074919571
"oneway",-1.15392056942969
"oblivious",-1.15383472340031
"carlos",-1.15380943034566
"misery",-1.15375024215584
"celluar",-1.15367830235807
"consumerfriendly",-1.15360781864171
"corporation",-1.15354253689839
"mansee",-1.1535314173829
"islands",-1.15343876332915
"cronology",-1.15343312619743
"discounts",-1.15340728385928
"insteadi",-1.15340430795385
"expiration",-1.15339408666281
"helpfulyouve",-1.1533827131402
"breaker",-1.14289037086299
"distorted",-1.14169850658269
"alike",-1.12113077057038
"aroundguess",-1.12106894333714
"upsetting",-1.12093041339498
"funeral",-1.12091204147004
"phoneswhich",-1.12087847136414
"properlyat",-1.12087711086023
"corrected",-1.10847695901245
"pushed",-1.10737242090537
"aka",-1.1003171895617
"buts",-1.10019192205738
"devicesbewarei",-1.09995977234626
"warns",-1.09980784042002
"itconswhat",-1.09979519632902
"verizonyour",-1.09978906516195
"onepros",-1.09974123557636
"studied",-1.09973305563907
"seemsmost",-1.09969908027326
"sciencethis",-1.09966907620293
"public",-1.09966547031928
"reflection",-1.09965185138883
"wiped",-1.09468386059993
"steep",-1.0934986158257
"intervals",-1.08980187836898
"thisso",-1.08966664813456
"seemingly",-1.08965951049384
"overheatingstay",-1.08965691341951
"secondsnow",-1.08965357259337
"hoped",-1.08406893253905
"breaks",-1.0691937670256
"blocks",-1.06831753848974
"copypaste",-1.0681947883669
"doim",-1.06810251479446
"halfduplex",-1.06786657901464
"unread",-1.06783350601124
"locate",-1.06779563963397
"station",-1.06776827533496
"nyc",-1.06775084751881
"spinning",-1.06774328028655
"reappear",-1.06773034377667
"rhyme",-1.06772653871701
"paranoid",-1.05930977135022
"rushed",-1.05052340367203
"arising",-1.04741887959849
"buffered",-1.04739347418815
"clicked",-1.04736830351066
"combined",-1.04732200611495
"applaud",-1.03408774409397
"daysso",-1.03375464596917
"daysyou",-1.03362088475023
"dosoif",-1.03350099112637
"valid",-1.03334648357709
"thirty",-1.03330449634703
"fifteen",-1.0332881827831
"supportthe",-1.03327446838916
"submitting",-1.03324014141421
"submitted",-1.03320161590023
"fixedmorals",-1.03319730227233
"spam",-1.03315135347522
"forwarded",-1.03311438961249
"satisfies",-1.03310955480325
"grand",-1.03304996536152
"happenhere",-1.03299757336402
"repairthe",-1.03298337201881
"hoursi",-1.03295933743892
"reformat",-1.03294733641145
"infrastructure",-1.03292973197781
"phoneok",-1.03292713724028
"knowledgable",-1.03291622125103
"path",-1.03291014645657
"bubbles",-1.03268636742317
"feedback",-1.03260611980213
"kindly",-1.03255745838085
"onceamazon",-1.03252737278548
"reapplied",-1.03250971192773
"reasonsmy",-1.03250812823351
"americaits",-1.02984293031695
"disclose",-1.02973632668369
"distributing",-1.02965377933717
"etcit",-1.02956935555579
"traced",-1.02951161496916
"forworst",-1.02950975870485
"targetted",-1.02950193008187
"reacting",-1.02946667462467
"manufactured",-1.02946245369542
"problemslesson",-1.02945206512774
"noises",-1.02458392547042
"savings",-1.02262684957394
"economy",-1.02128574376378
"repeatedly",-1.01973481394159
"retrieve",-1.01946862848559
"allover",-1.0191803242405
"comewhen",-1.01910858807179
"instance",-1.01894240056097
"messagessomething",-1.01890969381894
"programmed",-1.0189052528514
"sellerfive",-1.01890210603219
"tip",-1.01889676054099
"mistakes",-1.01835003218947
"newly",-1.01468016837513
"unreliable",-1.0134840393285
"creating",-1.01282993345093
"macro",-1.00978209136252
"fingerprint",-1.00937166985079
"checking",-0.994924482238054
"centers",-0.994804830052256
"eastern",-0.994579818848096
"england",-0.994486933248207
"forgotten",-0.994396198151993
"unregion",-0.994392112334753
"geeksquad",-0.99434905032611
"reactivation",-0.994309302687262
"minumum",-0.994307679900037
"mywishlist",-0.99430053274102
"created",-0.994141083373247
"proper",-0.986804858223976
"potential",-0.984162219489732
"attempt",-0.983471446869261
"bothalso",-0.982857709600847
"euros",-0.98252328360848
"handthis",-0.98245585051866
"resource",-0.98243544103976
"hardwarde",-0.982426880655613
"keying",-0.982423548218881
"hungry",-0.982418450834564
"bandwagon",-0.981801247697548
"blamed",-0.981628484158556
"closing",-0.981481981078665
"woes",-0.981429700531071
"washers",-0.98140959731566
"coding",-0.981346591379076
"thread",-0.981301459756093
"teams",-0.981255015804245
"crashafter",-0.981222893611017
"sucksas",-0.981203885869608
"stall",-0.981150664742162
"relief",-0.981038962373838
"dryers",-0.981037339783688
"refrigerators",-0.980988292151263
"pinpointed",-0.980947459228372
"execution",-0.98093666347285
"overlay",-0.98090730842609
"experiencedit",-0.980897876997228
"observation",-0.980876741499599
"faltered",-0.980874468949505
"leaned",-0.980838822811756
"intercepting",-0.980831817073115
"automatic",-0.979249620584923
"reply",-0.979246127132677
"discover",-0.977004356134813
"dearly",-0.973142297359559
"glue",-0.973046937879858
"ugh",-0.972987707074448
"tint",-0.972978438732655
"strip",-0.972963944730158
"sticki",-0.972949495137526
"messaged",-0.972945620406095
"screentthats",-0.972939555900473
"seals",-0.971531751853415
"buildquality",-0.967379022253573
"easilycons",-0.967339763689237
"misuse",-0.967234214481157
"negligence",-0.967205784057882
"usedbottom",-0.967194334636569
"supporti",-0.967185999481927
"arrange",-0.962436650511322
"backi",-0.962241043711274
"confirmation",-0.962104754221737
"dangerous",-0.961991287372128
"unsealed",-0.961975649244397
"twodays",-0.961959487420706
"scheduleeventually",-0.961911942708094
"disappointednow",-0.961904481279486
"ride",-0.961888491665866
"newi",-0.961851268803051
"leasti",-0.96184325036381
"myselfalso",-0.961840547045128
"prove",-0.956957408699923
"reads",-0.953887163547184
"begs",-0.948535985718267
"chore",-0.948438293515168
"companyi",-0.948334458217775
"doug",-0.948245362847352
"visiting",-0.948129992634816
"historic",-0.948117065100429
"upwards",-0.948098455660243
"keyboards",-0.948070929662297
"tedious",-0.948069439489966
"sumatra",-0.948045224652991
"nag",-0.948033202111306
"steam",-0.948024794376148
"ridiculed",-0.94801075329346
"percentage",-0.948010739342865
"lighted",-0.933466790252944
"supper",-0.923489687359733
"enabled",-0.910308829227962
"transition",-0.905373182674607
"promising",-0.893574547101133
"adhesive",-0.887258816737535
"amazonit",-0.88681791964174
"apkinstall",-0.886708639104541
"defeats",-0.886535931806863
"defectthe",-0.886464548771345
"forsaken",-0.886410777855812
"hourssometimes",-0.886367124126657
"temperaturesupdate",-0.886363607102137
"storageupdate",-0.886346415382216
"legitimate",-0.886329846975657
"starsoccasionally",-0.88632426274664
"markup",-0.886302980500887
"sendingreceiving",-0.886297831369437
"proceeds",-0.886280087810216
"occurs",-0.886267970597594
"merit",-0.886262539267843
"moneyoverall",-0.886261157980466
"defected",-0.885246836464611
"youd",-0.88270824960026
"glance",-0.881360743419472
"revise",-0.87554316220666
"altogether",-0.868524290565072
"caked",-0.86845434264027
"downright",-0.868363547630433
"grime",-0.868299603243166
"hardwares",-0.868268615989742
"thanksgiving",-0.868249104594805
"smudges",-0.868242850789491
"nicks",-0.868239098492709
"positioned",-0.868232930849284
"webpage",-0.867166260648625
"competitors",-0.85935973352423
"pathetic",-0.858009091317204
"maam",-0.857031740288322
"wakes",-0.855326843480597
"minutesthe",-0.852125592884313
"thisat",-0.852104013967349
"thatmy",-0.852102186062025
"approximately",-0.851987810123845
"datai",-0.851968620395495
"dontagain",-0.851959392129468
"escalated",-0.851949915645693
"floor",-0.849959698634133
"thumb",-0.848588477929216
"font",-0.847749932551542
"initial",-0.843066469333111
"report",-0.842714639897683
"july",-0.842473580774899
"mere",-0.83949966415634
"fill",-0.835836387941598
"strive",-0.835404352496457
"testing",-0.835052033993188
"collar",-0.831826735307125
"deletion",-0.831707388421329
"depresses",-0.831600464000615
"engineers",-0.831488260053835
"exploration",-0.831399613211814
"waking",-0.831362474286723
"upand",-0.83131953798996
"surly",-0.831247435841586
"inadvertently",-0.831233195143585
"suits",-0.831219849345485
"suckif",-0.831193004339212
"itwhat",-0.831184595524606
"prototypes",-0.831151973763242
"misdeal",-0.831150704716212
"pocketplease",-0.831131663836197
"onarrgggghhhhhh",-0.831131157794062
"press",-0.829854588087914
"loudest",-0.82653092102133
"sms",-0.825808666406565
"ocean",-0.817912903083966
"dents",-0.815285473008169
"angry",-0.814777979041585
"consistently",-0.813292307210846
"arrival",-0.812142712912529
"amazondont",-0.808846356187221
"dismay",-0.808788531662626
"twoday",-0.808780165928316
"admitted",-0.808740067024581
"admitting",-0.808669394074949
"broadcasts",-0.808640991059094
"burns",-0.808602906260951
"radiation",-0.808500330364565
"ringing",-0.808492994689723
"shake",-0.808490302119538
"goodsof",-0.808480401601727
"withwhen",-0.808397449510403
"tampering",-0.808393667041605
"skyboxthis",-0.808391485569793
"begins",-0.803392663412693
"dependent",-0.801628048842461
"twoyear",-0.801386721379009
"tmovbile",-0.801379619609348
"tmobilei",-0.801364812973715
"timesneaky",-0.801342800110248
"tie",-0.801314328995529
"erly",-0.801289701428518
"thediscount",-0.801280298721433
"terminations",-0.801241680906972
"feesi",-0.801159108025056
"sneakiest",-0.801106681511104
"feesprint",-0.801084706522059
"renewal",-0.801043710632874
"frustratingwhat",-0.801028102530055
"polite",-0.801001205146175
"imposed",-0.800978217549172
"phonysprint",-0.800973326688128
"insisted",-0.800957290973085
"owe",-0.800955302327733
"mandatory",-0.800947422431278
"submit",-0.79746979737327
"onestar",-0.796752306673496
"rude",-0.796287813131972
"comaptibility",-0.795809228923609
"straighttalks",-0.79580737686526
"researched",-0.79580673726284
"reposting",-0.792166703660984
"verify",-0.787791390092228
"softwarehardware",-0.783934873320263
"calibration",-0.78280266525651
"nimble",-0.782754297324021
"oversize",-0.782736417026339
"partyi",-0.782727799478315
"screenwhy",-0.782726628740189
"politely",-0.782725307708904
"versions",-0.780596832480285
"enemy",-0.775481289283925
"hahaha",-0.775395597401937
"saidwe",-0.775371828053536
"warranyt",-0.775369695104489
"animal",-0.77339185863379
"csi",-0.773272392559236
"flipping",-0.773198559878502
"tangled",-0.773128324704022
"idiotsseriously",-0.773127715624776
"stabilize",-0.773117386513063
"smell",-0.773104126214766
"irrationally",-0.773099355437746
"shorten",-0.773090751387545
"securelyi",-0.77307920769662
"men",-0.773078294996449
"prevents",-0.773071470716056
"pinky",-0.773071436933855
"chat",-0.769912556319476
"tags",-0.767301416098946
"internally",-0.766290893537705
"struggling",-0.763023907120886
"iphonesive",-0.762587196417583
"nonsense",-0.762550314320174
"phonesscrew",-0.762529856734534
"threatening",-0.762509351397599
"engineering",-0.760425111636756
"requires",-0.760425088966753
"odd",-0.759831468466822
"heeded",-0.756573403838143
"remaining",-0.753654483386518
"blinkfeed",-0.753642332341742
"fixable",-0.752304839126276
"ooma",-0.750595789615948
"mailed",-0.744761717553016
"mobiles",-0.744011352198005
"depends",-0.741934321235676
"shooting",-0.737548268261002
"hahathen",-0.737063940222918
"interfere",-0.737026728815766
"itsamsung",-0.736996412440589
"wronggps",-0.736993796395223
"updatesamsungs",-0.736988227512279
"troubleshooted",-0.736979566902152
"rewrite",-0.736971973193235
"resultatt",-0.736970512457918
"involved",-0.736398820058919
"policies",-0.732930441609473
"pushing",-0.729658327059962
"specialty",-0.728588140506564
"prints",-0.724852351275464
"breakdown",-0.723888074212795
"icloud",-0.723873455285985
"frustratingly",-0.721762309796882
"inconvenient",-0.721718819933879
"squelching",-0.721668176840051
"squelch",-0.721667728168964
"televisions",-0.721666896247715
"refrigerator",-0.721665271226497
"fixes",-0.721495983665116
"comply",-0.720851621729023
"courier",-0.720806154751132
"againthe",-0.720781829270489
"labels",-0.720738615999145
"availablethis",-0.720719985607485
"boardapparently",-0.720663246266926
"designated",-0.720595768840351
"dealing",-0.720548727693756
"verified",-0.72053130842316
"upthere",-0.720522268886298
"unremovable",-0.720508986650731
"fitother",-0.720495054710394
"unpublished",-0.72049370190336
"thinkingnice",-0.720478627736749
"gbthe",-0.720468615876615
"partitioned",-0.72046390407976
"manageable",-0.720449934749053
"reimbursement",-0.718771089256465
"deservesi",-0.718447171278521
"discription",-0.718428240552169
"combination",-0.717003897564609
"falsely",-0.716403767156725
"corrode",-0.715551742827687
"fallowed",-0.715519657133171
"progressively",-0.715486345944155
"disabling",-0.711630483932361
"lucky",-0.711440278809009
"ativities",-0.710143128329608
"companydaniel",-0.710134096513006
"woulnt",-0.710079978880837
"ohhh",-0.710078493900982
"replies",-0.710076468137714
"doubtful",-0.709626214701101
"messagecoincidence",-0.709515569026954
"mobilegeneral",-0.709495588858829
"notalso",-0.709472713878742
"allit",-0.702690470563745
"datainternet",-0.702654787147305
"theomen",-0.702622513916061
"warrantyim",-0.702620618902003
"zip",-0.701160116086376
"nowfinal",-0.700760106288235
"renown",-0.70074439897047
"chipped",-0.700204011864745
"itnow",-0.700147455855813
"riddled",-0.700134224208159
"spaceland",-0.700131107307534
"emoti",-0.698427056959703
"flipboard",-0.698397077806528
"tolike",-0.698378033518211
"netowrk",-0.698372283630534
"effects",-0.697296644093978
"elses",-0.69489958039998
"agree",-0.694384441840252
"informed",-0.694136185881478
"refused",-0.693371884605436
"venue",-0.692857970634776
"walk",-0.68882344122998
"proprietary",-0.685055217426258
"patience",-0.685039475301592
"clock",-0.68336949866815
"avalon",-0.68202105705115
"widget",-0.682009663971352
"rebootingthe",-0.681678572578074
"refurbishedgiven",-0.681663815848944
"removing",-0.681654679084201
"supposition",-0.681649615750616
"glitch",-0.679023225475446
"stick",-0.675441149511851
"htci",-0.675335650775357
"telus",-0.675295016778693
"settingapn",-0.675293923872895
"visited",-0.675291939235203
"abruptly",-0.67467493692068
"bedside",-0.674633953494996
"prevent",-0.672116220884061
"rarely",-0.670703117009677
"ebay",-0.667459216233269
"adventure",-0.666731947273727
"chock",-0.666650830440541
"customizing",-0.666456729749817
"wheel",-0.666451301118564
"substantial",-0.666438370262666
"someones",-0.666420113068805
"deceptive",-0.666410010068837
"shelves",-0.66639815891215
"hardearned",-0.666359162192632
"intactfor",-0.666341516012557
"lifes",-0.666338827279693
"levelthe",-0.666325038536863
"launched",-0.665112553502745
"preset",-0.663027731418774
"furry",-0.6629487361458
"fuzzy",-0.662940572005357
"brain",-0.662939761883514
"mechanism",-0.662933436598039
"ainol",-0.660809211639792
"answerbefore",-0.660708895893627
"wellwifi",-0.660644392448715
"useit",-0.660642868780447
"wierd",-0.660640745163624
"usbit",-0.660638700372528
"updatelook",-0.660630838005403
"updatedwindows",-0.660619345299235
"anywhereon",-0.660609942277144
"unitbesides",-0.660604462156451
"tweaked",-0.660586273698613
"toolyou",-0.660565126830709
"thenbut",-0.660540740860406
"athe",-0.660515408714941
"tabletlooking",-0.660513530822554
"sucksthough",-0.660489334509115
"speculation",-0.660458332733602
"awake",-0.660426296055166
"shadythe",-0.660425047422612
"sellerit",-0.660390097933252
"sits",-0.660369989224885
"supportits",-0.660368806518107
"usedto",-0.660366740004483
"royal",-0.660354765368569
"blood",-0.660345222699721
"romcases",-0.660316749972222
"romand",-0.660278824792187
"blutoothit",-0.660268904261562
"refundswapsneaking",-0.660237807037064
"offit",-0.660203421781847
"clarityit",-0.660192384676398
"novo",-0.660168455307009
"modded",-0.660135724159101
"clue",-0.660131730600997
"minecraft",-0.660104621781419
"connector",-0.660080344153664
"microsdit",-0.660058985496546
"defectivetouch",-0.660033204855141
"isand",-0.660011993286198
"driver",-0.660000604443975
"insists",-0.659993574622524
"experiencetheres",-0.659981282080285
"gpsthere",-0.659979883884519
"goo",-0.659971783485995
"fewits",-0.659967368369837
"crapped",-0.659070497564001
"atoz",-0.656352934501879
"blanksince",-0.656310386439101
"foreveri",-0.656239506018898
"parent",-0.656209020591043
"minebut",-0.656195734702679
"weeksagain",-0.656189085548583
"repeatedlyi",-0.656183763695126
"onthe",-0.656182909502487
"phonewelli",-0.656180876903959
"tonight",-0.654871984116051
"synced",-0.654717764604281
"deception",-0.654530029081888
"discharged",-0.654497688943638
"explaini",-0.654463324325593
"physically",-0.654419481712428
"workfinally",-0.654410064286287
"priate",-0.654409643909636
"unpleasant",-0.654407665559446
"screem",-0.654406646528752
"amazons",-0.654329998842606
"solely",-0.651622960372821
"pathetically",-0.650836931903905
"unbelievably",-0.650823301648068
"sky",-0.650614943936201
"remains",-0.645934950166479
"upside",-0.645828075417934
"cheapo",-0.645063579113971
"wifijunk",-0.645049642017306
"ringtone",-0.644959354791588
"slowest",-0.644489125582106
"trree",-0.644488613106569
"behold",-0.640965783045681
"businees",-0.640935162537741
"furious",-0.640881527257291
"monthy",-0.640862007092086
"nderstand",-0.640858375286324
"noted",-0.640399628032519
"andor",-0.640270444093947
"energy",-0.640186697353139
"history",-0.640164320776654
"aweful",-0.640154552266201
"nonfunctioning",-0.640151845397011
"tvs",-0.63996760535288
"ancient",-0.639598317308556
"bath",-0.639430540848904
"bummed",-0.639362374669013
"coffee",-0.63930485995996
"convoluted",-0.639261005939081
"warningsafter",-0.639256475629881
"upgradewhether",-0.639241102144171
"decade",-0.639224109924534
"seemslike",-0.639218569462353
"flicker",-0.639199439089104
"returnrefund",-0.639198215121375
"irreplaceable",-0.639189401512332
"bbb",-0.638631130165997
"cynthia",-0.638517980673464
"generous",-0.638487269928953
"workers",-0.63847688362568
"hare",-0.638473676911029
"understanding",-0.638473589925283
"jan",-0.638471827766682
"sources",-0.636992099218808
"dissapoinjted",-0.635642766663958
"paini",-0.635627905949305
"typed",-0.635624631015738
"ujnderneath",-0.635622747637547
"warn",-0.635474197906679
"recover",-0.635096194086975
"anymorethis",-0.634996835750271
"dip",-0.634981590763864
"beach",-0.634980453287138
"common",-0.634544422851601
"authors",-0.634188298688959
"dallas",-0.634123157927705
"frequency",-0.634041987330069
"zoey",-0.634038560813611
"lyca",-0.634018678093905
"networktmobile",-0.634017458762456
"named",-0.633847036362607
"dualcore",-0.632600592205953
"activity",-0.630574854376857
"combines",-0.630545509538729
"commands",-0.630527699140338
"lenghty",-0.630526716937957
"efforts",-0.630502820830654
"wake",-0.629198733896156
"breed",-0.628657233502084
"evident",-0.628604923908069
"sucking",-0.628539718756239
"woods",-0.627650407544591
"colored",-0.626981844698349
"blame",-0.626404579064648
"notifies",-0.626318504142744
"tainted",-0.62629186838191
"stating",-0.624208899699234
"virtually",-0.618820985226411
"blanket",-0.618298048572085
"shattered",-0.618180401280546
"caharger",-0.618105808582107
"imeis",-0.618077117771058
"reputation",-0.61804110449287
"umts",-0.618039037984112
"mark",-0.616141238824868
"absulotly",-0.615390104062724
"appsserices",-0.615336125469655
"appsservices",-0.615283542164713
"willling",-0.615180552836425
"warrning",-0.61517137245442
"education",-0.615164968729511
"tooken",-0.615159606517494
"goolge",-0.615159335602143
"horriable",-0.615150550646746
"simplely",-0.61514406610684
"goodbye",-0.613875498770983
"lens",-0.613629399484875
"irritation",-0.613260331042429
"againin",-0.612983362756426
"annoy",-0.612928379965371
"arrives",-0.612844382190557
"happenswhich",-0.612705871532797
"upcoming",-0.612697312186106
"tripso",-0.61268547737291
"incorrect",-0.612680738982317
"quadruple",-0.612673482917845
"productneedless",-0.612666639177202
"orders",-0.612549244424112
"cancels",-0.612223023095383
"hung",-0.611093625712783
"alternate",-0.610863164445638
"gambled",-0.610783689581274
"simplemost",-0.610751502278544
"resetdidnt",-0.610740129683438
"havehad",-0.61073965896743
"inability",-0.610712580682891
"policywhile",-0.610709129430667
"phoneregret",-0.610695772960834
"nowperhaps",-0.610687992472871
"partially",-0.61068648956053
"composing",-0.610652982413373
"cross",-0.610605290863779
"differently",-0.61056300834805
"nike",-0.610508184709163
"pet",-0.610465859126435
"shoe",-0.610463775935491
"rescue",-0.6104576888117
"reminds",-0.610451692772238
"priority",-0.610300517046191
"cnn",-0.610078312911461
"everythingfirst",-0.609913599035276
"filessixth",-0.609850617124049
"yetfifth",-0.609822956801574
"yell",-0.609811692450821
"fours",-0.609799664681167
"webpages",-0.60978864155138
"unintelligible",-0.609770091457148
"gimme",-0.609763292064113
"tracfons",-0.609751948984467
"seventh",-0.609737773830773
"recognizedthird",-0.609725470041574
"lucksecond",-0.609722791350315
"msnbc",-0.609721231408844
"overfourth",-0.609720198169378
"amazonso",-0.607888862082727
"california",-0.607863112851692
"hearty",-0.607812653604971
"typebut",-0.607812612020236
"origional",-0.607809920405567
"innot",-0.607807227536492
"edit",-0.607685407543954
"bricked",-0.607051875841032
"solutions",-0.606993118635313
"contracting",-0.605797620277853
"fired",-0.605701502810993
"gonecheck",-0.605629981973725
"healthcaregov",-0.605577673437147
"hopenevermind",-0.605537125321649
"truthi",-0.605526393036818
"stellarit",-0.605501976831666
"script",-0.605491074140593
"mindnumbing",-0.605481723410161
"provoke",-0.605481078946356
"occurred",-0.605474419090627
"poof",-0.60547414637041
"phonesucks",-0.605470543717486
"issued",-0.605016444720539
"toptier",-0.603985507840702
"damm",-0.603439460625891
"oddly",-0.603402425928174
"mbc",-0.603400039525972
"employee",-0.602467795609928
"bribe",-0.601086041311268
"deadwhen",-0.60103890782593
"fixing",-0.600984866193008
"phonewhen",-0.600908029301014
"upgradeleft",-0.600890534204161
"reasonsitem",-0.600889082051997
"unstable",-0.600887567360149
"lesser",-0.597185453866375
"blacks",-0.596372067699286
"dissatisfied",-0.595956920510358
