"","x"
"cherokee",2.08646508064036
"jailbroke",2.08632673835562
"invariable",2.08622030887937
"impatient",2.08605913480011
"impact",2.08597304919655
"dates",2.08596049132459
"helix",2.08585348418507
"developers",2.08583280446382
"devicethe",2.0857280514167
"foremost",2.08567749448953
"dig",2.08564376261382
"flourish",2.08557855006815
"fleshing",2.0855357653626
"drove",2.08551966047782
"existence",2.08550311466628
"duracell",2.08549232595107
"ecobee",2.08548007595656
"verdict",2.05795595746107
"beautifully",2.05255545099109
"belowfantastic",2.05220458867697
"utilizes",2.05192217769645
"transfers",2.05190121548309
"toohardwarethis",2.0518727301558
"benton",2.0518555790886
"thunderbolt",2.05183178262902
"thatdesignthe",2.05175853787398
"sway",2.05169309172061
"bloatapps",2.05152465250648
"spen",2.0515080143592
"softwareif",2.05141348758219
"slowoverall",2.05131250621736
"canbought",2.05120836941752
"satisfy",2.05100268947239
"chargerport",2.05091570205788
"safely",2.05087761496262
"complainti",2.05063943642886
"preoccupied",2.05061343298895
"customizations",2.05041006296979
"personalitiescameraso",2.05038627048739
"outweighs",2.05025112242546
"dslrsizethe",2.05020171463007
"ocd",2.05011868212712
"eclectic",2.04999635286176
"meaningful",2.04986083966488
"encased",2.04982361298082
"male",2.04975122043868
"enjoyable",2.04967564148762
"lifeits",2.04964863038525
"layouts",2.04955321367296
"flys",2.04950353568913
"layoutbuttons",2.04947178832186
"fought",2.04941618145287
"issuesui",2.04941028977782
"instragram",2.04935476180423
"gen",2.04935079228192
"hardcase",2.04931771646887
"inconveniencebattery",2.04929876893638
"hardcore",2.04929579490179
"explorer",2.04891331108314
"settle",2.0288395256302
"camcorder",2.02553023730002
"unprecise",2.01103475250353
"unshareable",2.01103308320201
"versa",2.0110218622012
"vice",2.01100116869223
"triedon",2.01099517817386
"translucid",2.01095517467276
"tosoftware",2.01090365987174
"thingstalking",2.01084464999129
"theme",2.01077602295476
"thatd",2.01069813904991
"allconclusion",2.0106936862611
"symmetrical",2.01040658834305
"athms",2.01036914851468
"slight",2.01015397007607
"awkwardly",2.01006722520548
"shortcuts",2.0100246154553
"reviewfirst",2.00988516620607
"blessing",2.0097727791712
"protheres",2.00965311838313
"casethe",2.00946361497635
"commuting",2.00920279087586
"photographer",2.00919899044543
"pasti",2.0090588546814
"curse",2.00896576878232
"nova",2.00891776081254
"movement",2.00878299281439
"motionthe",2.00865299585438
"definetely",2.00858065850636
"mespeakersaudio",2.00853001139342
"devicedesign",2.00842062270484
"mails",2.0084117284842
"loyal",2.00830446979457
"dissappoint",2.00826764327029
"legs",2.00820976053162
"distortion",2.00814640118853
"invasive",2.00806040637553
"earphonesheadphones",2.00796418416151
"foreground",2.00791960208221
"improvementnow",2.00787963131265
"fuzziness",2.00786747797086
"breathtaking",1.9892544228122
"increase",1.94665834017988
"news",1.91749528423732
"chatting",1.84485021939025
"improves",1.84000324933124
"alongside",1.82606225162145
"bossi",1.82578865197856
"breather",1.82553183350567
"weaknesses",1.82547034798832
"unblock",1.8254436109846
"strengths",1.82531346202775
"sexier",1.82523766019909
"regard",1.82515219273459
"purposesi",1.82500233538925
"priorities",1.82491108901809
"deeply",1.82490693064648
"pricethere",1.82482190912695
"dimming",1.82478140748092
"pleasing",1.82473372506485
"phonewhat",1.82465419441648
"extensioni",1.82462109788636
"phoneid",1.82458610159447
"impress",1.82446932341089
"interacting",1.82444185637769
"needkeep",1.82442037367192
"maxes",1.82440920291989
"reality",1.82180155615685
"weakest",1.69505029444655
"cleverly",1.66697239434244
"critiqued",1.66662215871337
"customisable",1.66643939443784
"shutter",1.66624662909695
"shatterresitant",1.66620888536379
"screenprotectors",1.66616134262151
"factoryinstalled",1.66613436192511
"scratchprotection",1.66610796660618
"scratchesoverall",1.66605281753033
"retire",1.66600456449798
"fuzz",1.6659676501745
"renders",1.66595967225146
"plasticky",1.66593405061569
"highendlooking",1.66592426694961
"locatedthere",1.66591841943336
"implementation",1.636606776223
"alive",1.58541201102294
"autonomy",1.58490933691722
"thoses",1.58486388926471
"sufers",1.58481765468975
"believeme",1.58472348242798
"phoneextramoto",1.58466516741336
"neccesarily",1.58453807125138
"nanocoating",1.58445179376844
"conclussionstheres",1.58436370887336
"moreyes",1.58436317392487
"marca",1.58428543725607
"critics",1.58424715374565
"iluminated",1.5842226262939
"happiest",1.58417964744221
"curved",1.58417415422742
"frames",1.58415537111007
"dolphin",1.58411247850724
"suggests",1.55811347698501
"taps",1.55489838938741
"awkward",1.51964648837208
"plugs",1.5188113344237
"improve",1.51026392728846
"ufocus",1.49804660320833
"revolutionary",1.49469550458778
"tend",1.49106152448933
"title",1.48692644408721
"subsonic",1.4695642353722
"suggestion",1.46956292917363
"subsequently",1.46956266939881
"superfast",1.46955947852038
"sware",1.46955317915793
"streamer",1.4695504707655
"syndrome",1.46954339504089
"stats",1.46953892184283
"tabletsphones",1.46953166290254
"sprocessing",1.46952535384955
"tactile",1.46951729141601
"specifics",1.46950934396691
"spaceâ€d",1.46949096582555
"sophisticated",1.46946921868677
"tagswow",1.46945582528575
"smoothqi",1.46944449840514
"tapatalk",1.46943707565541
"sizeweight",1.46941575066132
"themes",1.46941514739123
"sizes",1.4693855262816
"tweetcaster",1.469363792763
"sizeresolutioni",1.4693524825325
"twittv",1.46933458138182
"uis",1.46930382359535
"variants",1.46928675844293
"vbased",1.46925291596033
"voiceask",1.46920413302685
"walking",1.46916234229329
"scratchesoily",1.46913740631623
"â€cfundisputed",1.46907101000913
"sample",1.46902200811844
"reputed",1.4689008575124
"releaseshealthi",1.46879362592558
"regimen",1.46872917359027
"receivers",1.46866053000422
"realtime",1.46859013995407
"ratingsamsung",1.46851784725433
"ramcpu",1.46844297678562
"proofobviously",1.46827776253031
"prominentlyphone",1.46819655169583
"productsif",1.46811035740118
"produce",1.46802394410307
"preview",1.46793123856057
"powerdonâ€™t",1.46782144119453
"podcasts",1.4677301240158
"plethora",1.46763921517938
"perforated",1.46752643217374
"absorption",1.46750041727029
"offices",1.46742147955374
"advertize",1.4673291377709
"obsoletion",1.46731837797633
"navigon",1.46718083793519
"align",1.46716061038
"navigationearthmaps",1.46708490484875
"nature",1.46698714712588
"androidify",1.46693067624068
"nailing",1.46688959703757
"msmac",1.46679052921353
"appleâ€™s",1.46678263409865
"availablegalaxy",1.46651324557375
"mpfront",1.46649326506572
"moot",1.46639359292422
"awe",1.46636780353817
"moon",1.46629401715275
"awesomeamazon",1.46622752475243
"mindcamerathis",1.46619359923739
"mileage",1.46609476699275
"awewater",1.46609188480306
"maturity",1.46598773595315
"bedrooms",1.46597000398337
"bodyapple",1.46584162107942
"linkedin",1.46583013918891
"bodygiven",1.4657228360732
"iterated",1.46563687161672
"bodygoogle",1.46560974195782
"itandroid",1.46554557627233
"bodyhtc",1.46550246715924
"ironed",1.46545595801542
"bodylg",1.46540111682453
"intl",1.46536658114034
"bodymotorola",1.4653057742135
"initiallyotg",1.46524143533676
"bodynokia",1.46521650203
"infrared",1.46515283979586
"importantscreen",1.46505838196175
"boom",1.46505631492313
"hve",1.46498369321917
"boxbatterydo",1.46498342168869
"hoststhis",1.46491083170098
"hasa",1.46486883806603
"buttery",1.46483042303342
"garmin",1.46479242003726
"cardthis",1.46465323162097
"factnfc",1.46464371158899
"chargingi",1.46460203166093
"experimented",1.46457261812113
"expandability",1.4645299285946
"evolutionary",1.46449245587658
"enjoymisc",1.46447606927363
"crank",1.46445522056212
"cyclone",1.46443536723861
"driven",1.46442023245272
"docs",1.46440946301906
"disks",1.4644013436372
"drainage",1.464397462753
"designs",1.46439547626998
"devicesin",1.46439164210697
"intrusive",1.44361371392412
"typical",1.42655088144501
"scroll",1.41692556141942
"king",1.41183109663276
"pleasure",1.40659684719972
"crafted",1.40112864987282
"blaster",1.39081356420195
"placement",1.3807171023571
"imo",1.37208682981711
"sharpness",1.36863038955825
"impressions",1.36042565559814
"accidentially",1.35045760583513
"accomplishing",1.3502543715225
"averaging",1.34996593946815
"bandwitch",1.34976050291595
"vital",1.34969889962091
"solidupdate",1.34962368696178
"smartphoneadditional",1.34959246600337
"belowthis",1.34957323845337
"reviewalso",1.3495557925152
"resellerupdate",1.34951637764632
"rained",1.34947835863826
"playgoogle",1.34942505726579
"buys",1.34938476892729
"pixelated",1.34937286499382
"pixelate",1.3493176505337
"casehttpwwwamazoncomgpproductbhvvikrefcmcrrypprdttlsol",1.34921478823105
"nonoperational",1.34919896640258
"champ",1.34907313094822
"mbytes",1.34904654363008
"chromecast",1.34894601615031
"itapril",1.3489187491941
"inserting",1.34886176237822
"contained",1.3488261342324
"incompatiable",1.34880567007933
"crowd",1.3487559409325
"hotter",1.34870148525044
"dealsphones",1.34867758062062
"hat",1.3486391512993
"degrees",1.34862633071717
"fried",1.34859757075511
"desgin",1.34858961818045
"framaroot",1.34857299380464
"dofolks",1.34856514837219
"emailing",1.34855806431582
"archived",1.34829729000834
"phoneâ€™s",1.34719332091623
"moments",1.33502234612137
"otterbox",1.32903722564723
"rumored",1.32512227238689
"monster",1.32287708532879
"snug",1.31498305534664
"anymorei",1.31224170729428
"apni",1.31203905452144
"remotes",1.31199957291065
"awaythe",1.31182605400833
"yetthis",1.31178379544954
"vizio",1.31177474804405
"videosbeing",1.31174133554742
"thisplaying",1.31169768440817
"comcast",1.31161729221988
"systembattery",1.31157206909773
"streamingspeaker",1.31150477293389
"computers",1.31145496404429
"spotify",1.3113623127378
"differentstreaming",1.3113031025408
"silk",1.31128573186722
"screw",1.31121028149014
"expectedyou",1.31118583740638
"hulu",1.31103232938274
"onemonthold",1.31102407331447
"humble",1.31098471609772
"nextflix",1.31097968661102
"limitation",1.31096361071091
"mbcamera",1.31095828260383
"netthis",1.3109480745945
"bmp",1.30166537876426
"tinkering",1.30159361631998
"tasker",1.30157557899606
"swipes",1.30154741335664
"cushionsheartbeat",1.30152171406697
"soverall",1.30151042434797
"routed",1.30140419137973
"cyanogenmod",1.30137116633929
"romscreen",1.30135057768871
"restrictive",1.30129279225941
"dayfingerprint",1.3012394982799
"defender",1.30112390329606
"personallyir",1.30107770543632
"fruthermore",1.30103329087336
"esspecially",1.30103275404967
"pelican",1.30102153618587
"occasion",1.30096180895861
"nightstand",1.3009296328548
"lightly",1.30092464986189
"monitorusb",1.30091491337871
"midnight",1.30091284889405
"tapswipe",1.29788182670865
"themall",1.29787496200836
"tinny",1.29786356459294
"svelte",1.29785958992224
"surebut",1.29785554207857
"succeed",1.29783493442912
"tradition",1.2978279773291
"storagethe",1.29782366393539
"truetolife",1.29781275286167
"trumps",1.29778935895498
"sss",1.29776949267618
"squeeze",1.29775061777704
"ultimately",1.29774835802825
"sophistication",1.29772619393521
"underdog",1.29771554298635
"sonysonyericssonxperia",1.29770163057195
"updating",1.29768091348776
"smartphonesat",1.29767274911076
"userability",1.29764315716266
"simplistic",1.29764144602115
"shooter",1.29760800557529
"versatile",1.29760291364163
"shifting",1.29757202646564
"yearsm",1.29755785875274
"senses",1.29753373446034
"securely",1.29749171151979
"scraping",1.29744589358257
"scenarios",1.29739956237932
"ringtonesalerts",1.29732374513479
"reviewthe",1.29721108725051
"rerevolution",1.29715263582527
"protrude",1.29689794098545
"pppi",1.29681906816303
"polishedminimal",1.29674666070641
"plasticy",1.29667111620224
"paramount",1.29657168372661
"outoffocus",1.29649171231742
"outdone",1.29641059447606
"accommodate",1.29635196479065
"oozes",1.29632809050913
"ongoing",1.29624483491018
"affiliated",1.29619425671628
"onesm",1.29616038135215
"onemand",1.2960747404243
"ala",1.29604172397513
"nokian",1.2959025126321
"ampm",1.29581736135517
"nicking",1.29575424964425
"benow",1.29565641667891
"morethe",1.29557474487819
"bloated",1.29552626780875
"monosolo",1.29549080502381
"mono",1.29540719082049
"borrows",1.29536347415379
"moniker",1.29532402712574
"mattedbrushed",1.29524165817931
"buttonspower",1.29523527382242
"masterpiece",1.29516135551334
"caselessexcept",1.29507724815998
"lytro",1.29501359683005
"comparisons",1.29499956785624
"looker",1.29488212151224
"laymens",1.29480601907525
"convenienceaccessibility",1.29478139139425
"lauded",1.29473369077701
"keypoints",1.29466162877238
"crucial",1.29462699575977
"interfaceui",1.29459729160872
"dayfrom",1.2945530510621
"daylight",1.29448799720815
"immersive",1.29445507339065
"desensitized",1.29442227767135
"htcs",1.29440733134968
"designcraftsmanship",1.29437112512523
"highclass",1.29436995992875
"heckuva",1.29432988115354
"designhardware",1.29432830729636
"dimturn",1.29428970669395
"dnabutterfly",1.29424698388959
"glossier",1.29424134255647
"expansive",1.29423348707129
"flipboardnews",1.29422617896804
"doubletap",1.29422345268993
"girth",1.29421969435955
"flair",1.2942165329325
"duopolies",1.29421402972343
"continual",1.29257249255325
"dumpty",1.29250433309037
"holes",1.29249019929389
"humpty",1.29245813389019
"stories",1.29242514678136
"longest",1.29240670830952
"swiping",1.27595098293326
"timeeverything",1.26282939606728
"colours",1.25810891637158
"adds",1.25770889101631
"slider",1.2535562973257
"pandora",1.24343865255363
"consumption",1.2226777595206
"scale",1.21403173534376
"client",1.21383619910881
"patterns",1.21316976200065
"heaviest",1.21217710480404
"locations",1.21135712679583
"frontend",1.20532428237767
"glowing",1.20527124103943
"hollow",1.20522389728339
"metallic",1.20519062763463
"recessed",1.20517697948833
"nitty",1.20234464059552
"lowlight",1.20173427984198
"compensated",1.2016753589059
"instantaneous",1.2014436212859
"gritty",1.20113546665556
"flatter",1.19476596066314
"interesting",1.18152802549757
"messenger",1.18029319292981
"blazing",1.17774989965932
"debating",1.17765406467053
"droppable",1.17755060522073
"stretch",1.17745001350935
"generics",1.17744531682879
"speck",1.17742995790517
"slomo",1.17741001778424
"gta",1.17739739337613
"handable",1.17736114237583
"builtone",1.17679881190682
"convenientalso",1.17664343501798
"enthusiast",1.17639190306292
"whos",1.17638147497505
"videosgreat",1.17636599136975
"spreadsheetsthe",1.17633986924719
"spreadsheets",1.17630839306271
"enthusiasts",1.17629721753492
"spreadsheet",1.17627248800844
"snapshot",1.17623243646755
"expenses",1.17622201554313
"roadthe",1.17619089359992
"facebookall",1.17616286568963
"photograph",1.17615587544756
"moderately",1.17613372599052
"jerky",1.17612279641516
"forgetting",1.17610954868847
"canon",1.17139176133592
"cellphonesfinally",1.17120774605461
"widening",1.17107163980259
"userfriendly",1.17106854149799
"substantially",1.17103800234469
"convert",1.17102668134818
"storm",1.1710113190821
"sculpted",1.17095717323913
"rivals",1.17090580455699
"doubtfulgripes",1.17087294278574
"reservationsthe",1.17086402377619
"reluctant",1.17080607774515
"redundant",1.17075742896929
"finely",1.17073464698619
"proportioned",1.17070687058915
"powerhungry",1.17065558466069
"foroverall",1.17063139308256
"pocketable",1.17060093756119
"genuinely",1.17052972273732
"parks",1.17049674231087
"onscreen",1.17045626732277
"griping",1.17043997964507
"nikon",1.17041448888614
"narrow",1.17038258638887
"handsfingers",1.17036419180644
"nanosim",1.17035791900909
"marketleading",1.17033944886596
"london",1.17030955059936
"hopeless",1.17030352322373
"leader",1.17028418370133
"underrated",1.1655158507558
"vast",1.13186705482616
"announcements",1.13073265639737
"arms",1.13058217622554
"chaos",1.13042606500366
"yonip",1.13019727613875
"uneed",1.13017679718574
"cwm",1.1301659566585
"sonic",1.13013621530041
"soc",1.13010286135643
"dragondevscom",1.13006545053477
"rumors",1.13002758163065
"heros",1.13001950791327
"repartitioning",1.12996525626421
"lackin",1.1299545924314
"refarming",1.12993529373503
"lagg",1.12991807757489
"quattro",1.12991011008584
"modemimg",1.12989154323769
"superior",1.12961326804071
"depth",1.12481115715378
"improvements",1.12394191356905
"reduces",1.12315722783426
"upgradeable",1.11862449106182
"accurate",1.11805180836868
"chattering",1.11694733678534
"digressthis",1.11687633769443
"durability",1.11681794367745
"hmmi",1.1167534483864
"wirelessly",1.11673014546521
"reportedly",1.11672223471183
"sees",1.11672222605633
"reviewanywho",1.11671697593644
"thatis",1.10966436215291
"calculations",1.10940407669448
"conversions",1.10925302353646
"ericsson",1.10911355396443
"positives",1.10910427116658
"extensive",1.10900495687226
"functionalitywise",1.10891282225903
"worldsafter",1.10889293180453
"tweaking",1.10886988990352
"trustthe",1.10884006676598
"gathered",1.10883822166451
"travelthis",1.10880662297422
"guilty",1.10878388285146
"recreational",1.10875877388434
"heavily",1.10874248435415
"personnel",1.10871536757586
"laptophaving",1.10871160319812
"latin",1.10870528913647
"accurately",1.10861168623376
"outperform",1.10850398211575
"loversis",1.10792895747139
"frontfacing",1.10655771723645
"handsfree",1.10272826000721
"stream",1.10087215262071
"conclusion",1.09930695434304
"eyes",1.09121493094226
"drawbacks",1.08973957333364
"drew",1.08967517368354
"goodreads",1.08957961731195
"newststations",1.08956820297618
"heft",1.08956800693637
"illustra",1.08956061369201
"noting",1.08889055872861
"whatsapp",1.088471699259
"linked",1.08405058896664
"purposes",1.07873466360304
"afterthought",1.07336944279352
"weighs",1.07326829100156
"vastly",1.07326789710527
"wholeheartedly",1.07326390712108
"widest",1.07325548321421
"thickest",1.07324608005307
"tallest",1.07323202735069
"albums",1.07320589425503
"subjective",1.07318664677527
"stutter",1.07316194430066
"street",1.0731338843933
"ssnote",1.07310214913479
"squaredoff",1.0730673393233
"allmetal",1.07304339886225
"squared",1.07302918869578
"saturatedand",1.07292310858195
"roundnessto",1.07277755004441
"reviewer",1.07272000347808
"angular",1.07270431412913
"realworld",1.07265997998897
"profiles",1.07259713958586
"arrogant",1.07255236412276
"profilefacts",1.07253286522616
"pointandshoot",1.07246096630776
"backside",1.07240412816007
"pixelation",1.0723903378176
"ozg",1.07231837691399
"batterysaving",1.07226405189043
"outlike",1.07224865602542
"oneboth",1.07217624123781
"beneath",1.07212786572308
"nicerlooking",1.07200489847533
"bind",1.07199947362103
"bodies",1.0718775435369
"monitorpedometer",1.07186636871438
"massproduce",1.07176721700132
"boring",1.07176484913198
"maker",1.07170136921484
"launches",1.07154082919478
"jumps",1.07148128825281
"crop",1.07132690398817
"incremental",1.07131304148419
"demo",1.07124640706675
"iconography",1.07122733079968
"heartrate",1.07119147103021
"hardtocapture",1.07111145321577
"dimpled",1.07110905078148
"dominant",1.07106274195143
"dreaded",1.07103582166308
"flanked",1.07101132107339
"dustproof",1.07100765659406
"flack",1.07099423342617
"employed",1.07099276455117
"fauxrubber",1.07098095332215
"feetfacts",1.07098079921197
"fearing",1.07098062406461
"demanding",1.06799854038233
"angles",1.06544141009786
"majority",1.06492280909979
"sports",1.06413316268707
"mah",1.06064214480718
"sunlight",1.05634193130781
"posts",1.05547873579507
"advocate",1.05384883536137
"thatfavorite",1.0537800977628
"thoughtful",1.05377882224778
"sweatshop",1.05375961928895
"static",1.05373576318448
"someday",1.05370542652064
"attok",1.05368324135186
"roadupdate",1.05362001655114
"responds",1.05356964949645
"beeps",1.05352539145237
"quickim",1.05351312066115
"priceoh",1.05345097862042
"preliminary",1.05338339163667
"bistro",1.05338050272754
"pound",1.05331285625247
"casebut",1.05328155439766
"parking",1.05323958063903
"chromebook",1.05318705762963
"mislaid",1.05315094390201
"confusion",1.05309465796617
"marvel",1.05307796283929
"delightsmy",1.05301120702447
"magnify",1.05300747012057
"dns",1.05293984124948
"laugha",1.05292203150998
"entertain",1.05288706868108
"korean",1.05287637006955
"exposed",1.05285952260747
"heave",1.05283738643299
"foresee",1.05281824226423
"flight",1.05280669200744
"boosters",1.05103566585626
"chargingthe",1.0509255851579
"elegance",1.05080671274867
"dslr",1.05074049986265
"hdmi",1.05071665280257
"yetnow",1.0506505344603
"iphonethere",1.05062052694057
"likei",1.05056575582841
"methe",1.0505306952486
"misunderstood",1.0505130750228
"minimize",1.05051045425004
"miracast",1.05050562872201
"myriad",1.04687028930571
"platform",1.04536747903692
"tile",1.04466328492031
"vary",1.04429749982936
"automation",1.04411941825125
"pads",1.04410098826064
"onedrive",1.04393048089588
"intense",1.04318530764563
"folders",1.04281158875594
"digital",1.04278933535481
"task",1.03823244387958
"siri",1.03563734757552
"sthis",1.03376108317137
"allowing",1.02756865203181
"factor",1.02672190186843
"reference",1.02537417678806
"pair",1.02479767113651
"individuals",1.02465897217407
"outlet",1.0127534978364
"shiniest",1.01065189480903
"thickness",1.0072632136622
"stereo",1.00667209171026
"amps",1.00658814365487
"aperture",1.00643373391429
"â€†Ãdâ€a",1.0059455688044
"youtubesizeyes",1.00592384075189
"weighthas",1.00589438824399
"tracks",1.00584948956092
"ecstatic",1.00577154809948
"sensitivityportability",1.00576071497286
"secondary",1.00571340456791
"excessively",1.00567469422221
"professionalbattery",1.00566293494312
"pixelsboomsoundi",1.00560919948423
"focusing",1.00559424351147
"phonephotographer",1.00554738557889
"gathering",1.00552727739839
"unibody",1.00551346409557
"pasted",1.00551131595679
"passion",1.00547969455851
"hassummaryall",1.00547778626343
"lifecameraare",1.00545086063602
"lifei",1.00542984018504
"muilti",1.00542229694178
"micrometers",1.00541703302831
"playpause",1.00475125986093
"launcher",1.00406243603676
"drastic",1.00401884615406
"hammerheads",1.00392471473886
"basics",0.995300463583175
"dictionarythis",0.995270272591381
"pulls",0.995227337381892
"wizzbang",0.995213409951893
"realm",0.995210518588459
"unheard",0.995208916523869
"thirtiesand",0.995203853266761
"sized",0.989101860458747
"overrated",0.988986458732413
"expansion",0.983900773676454
"accounts",0.978323185380997
"specialist",0.976660497830738
"road",0.972019936871265
"atadsjbe",0.967578753263239
"bosnia",0.967476603585673
"europebalkansserbia",0.967398515558366
"extend",0.967327336894163
"requiring",0.96728660687438
"prepped",0.967269568275567
"potholes",0.96724875235958
"plantronics",0.967219533659814
"laterupdated",0.967212428814349
"manuals",0.967202574733387
"offshore",0.967197408767853
"objects",0.966843785005005
"manages",0.966182819699948
"pixel",0.964669258425412
"storing",0.964114761045985
"detailed",0.961503841697519
"luxury",0.959146213828371
"host",0.955696897524447
"amoled",0.9522515097862
"jeans",0.95013989573826
"cores",0.949111003472123
"seperately",0.94909264197042
"blog",0.947955465806139
"blogare",0.947800869993156
"â€fselfieâ€aa",0.947648285057484
"zoes",0.947647735303666
"youâ€™ve",0.947641848375331
"daughterâ€™s",0.947631184169029
"typethe",0.947626174353522
"tvcable",0.947608967165685
"treatâ€the",0.947587232065812
"treadmill",0.947561046820288
"timeplease",0.947530595554014
"thoughts",0.947495811369806
