"","x"
"amazondont",-51.228211161533
"againin",-50.402943449485
"bet",-49.9282064869777
"graphic",-49.8266600308599
"deliberately",-49.7205388024982
"achieve",-49.5261556625484
"brotherwho",-49.5165868887564
"centers",-48.703167226851
"animal",-48.4384539230401
"bandwagon",-48.1601026509962
"ecobee",-48.1476227323661
"experts",-47.7985176810274
"bloody",-47.7488855537419
"doubtful",-47.7092870170181
"relative",-47.6298927813327
"amazonso",-47.3517474468017
"commentsapps",-46.7063532126479
"jailbroke",-46.6459770218448
"insane",-46.1617513989137
"barsdots",-46.1605537701998
"albeit",-46.1168385424308
"contained",-45.7064385054101
"chat",-45.5155333096532
"issuesui",-45.4785269090702
"gamesin",-45.259509115344
"anymorethis",-45.0178477395403
"emerging",-44.803423636743
"alternate",-44.7726750924624
"layeris",-44.6643424043471
"dnabutterfly",-44.4996410056871
"ebay",-44.4708960811024
"annoying",-44.393108574951
"paused",-44.3264120623888
"boardapparently",-44.2173873771401
"begin",-44.0936800781564
"aggravation",-43.981556649665
"hipster",-43.9153682642325
"conclussionstheres",-43.8530957271476
"electronicsanyone",-43.7740892581085
"are‰Ûa",-43.5847964915506
"blame",-43.1450410320679
"bedefinitely",-42.9362673052613
"flys",-42.7725094138813
"euros",-42.6650953611677
"travelthis",-42.3378487045526
"ane",-42.2471969762836
"noises",-42.1125309486035
"breaks",-42.0317804723028
"brain",-41.6706678799485
"frustratingly",-41.610239097108
"continual",-41.5737135854505
"blinding",-41.5365288851543
"boxso",-41.3599249222146
"disappeared",-41.2169385143768
"htci",-41.0829375234029
"advised",-41.0146186266929
"electronicsnow",-41.0104498127118
"compartment",-40.9726054282801
"comaptibility",-40.9718762865113
"fragility",-40.8744486511804
"july",-40.8102688299
"availability",-40.7962259112497
"agreeing",-40.6781267987255
"character",-40.3373856400691
"common",-40.3263666949168
"immeditaly",-40.2517175015854
"feetfacts",-40.2312859318086
"goal",-40.0753869696055
"caused",-39.9777260479556
"nowfinal",-39.9393962208284
"burner",-39.7628528221404
"incompetent",-39.6215229724168
"cares",-39.4244456160191
"walsh",-39.2970890657501
"blocky",-39.1966934582856
"effect",-39.1693239065962
"authorized",-39.043992142028
"batch",-38.9875863373074
"alternatives",-38.5885899658493
"designconseverything",-38.5174483342527
"defected",-38.4356368159188
"awesomeamazon",-38.3327923698203
"slotprossleek",-38.2925555104337
"plastichas",-38.2613127634586
"branch",-38.1118570719261
"emoti",-38.0387475264946
"designed",-37.9980925952076
"captured",-37.7172499439086
"bothalso",-37.666783883525
"claim",-37.4353087820185
"falsely",-37.2434224412357
"counter",-37.2084464288612
"alarmed",-37.0699633871193
"experienceis",-37.0569090933987
"logged",-36.8010871506904
"beaten",-36.7068052254753
"consume",-36.4775088918157
"aclarar",-36.4195560313282
"discover",-36.4132352620436
"bankrupted",-36.3219582629433
"videosgreat",-36.276756943622
"bull",-36.2449815738416
"europeit",-36.200156837739
"blinkfeed",-36.1805512370313
"dimpled",-36.106115273125
"asap",-35.9631488434781
"cardphone",-35.8334613500927
"announces",-35.7717241765036
"cure",-35.6786664266855
"claro",-35.6366981283444
"consumerfriendly",-35.5704355867137
"acting",-35.5267789009339
"fierce",-35.4971146478962
"infrastructure",-35.4885022895138
"hulu",-35.1276549220361
"reposting",-35.0970144494654
"ithardware",-35.0896337892597
"assume",-34.9695751998884
"blemishes",-34.8935555295354
"commuting",-34.8910879477309
"dinosaur",-34.8567968169614
"terrorist",-34.7898407247537
"chews",-34.6396256694009
"polished",-34.6170962003948
"aaps",-34.6151835779572
"resultatt",-34.3430030790708
"deviceconsoperating",-34.2469597861583
"dealing",-34.2431771997227
"minutesyr",-34.1773013332659
"arrive",-33.8249879726433
"audible",-33.803302002844
"amÌ©rica",-33.6842987652927
"destroys",-33.4751656326034
"chaos",-33.4350974437097
"managing",-33.3842695608672
"base",-33.3695458219984
"designs",-33.2665344983387
"companydaniel",-33.2200441274899
"economy",-33.1977786464896
"advertising",-33.0106232322593
"dedicated",-32.8101965482778
"beneath",-32.8000259991062
"guysi",-32.740427008847
"reveiw",-32.5627884743588
"drainage",-32.4741725546316
"stats",-32.426171794647
"attzero",-32.4118535491885
"breed",-32.383599241111
"final",-32.2696686507203
"bloquea",-32.1533356948482
"worn",-32.0757911746944
"origional",-31.9867229513446
"cloud",-31.8886720834793
"additional",-31.8211661271405
"nightstand",-31.8042128455226
"gears",-31.7871088197099
"abombada",-31.7484888685515
"thinga",-31.6459851017035
"availablegalaxy",-31.6015360008428
"strive",-31.5845901430371
"flashy",-31.4961314842088
"enclosure",-31.4697582086802
"map",-31.3539977822868
"etcåÊÌ÷åÊ the",-31.276692383949
"phonewe",-31.2706629464712
"baited",-31.1017626427469
"afternoon",-30.9127195932801
"emitting",-30.8628755784812
"apparently",-30.8506337746898
"featuresoverall",-30.7583655506556
"lytro",-30.6772349796155
"bestbuy",-30.644429231358
"twoday",-30.5403182169011
"create",-30.5160789833819
"appstore",-30.4655894919585
"client",-30.4247710498984
"emailing",-30.2802645230252
"commendable",-30.2625952019739
"cosmetically",-30.2553580258068
"mapsnavigation",-30.1730879970764
"hÌ÷åÊ",-30.1461047183672
"ayer",-30.1244873636324
"ahhhh",-30.0920309345922
"blames",-30.0791642654132
"nowperformance",-29.9802920919636
"slowest",-29.7434047674786
"blown",-29.7271704792329
"drags",-29.5513144826974
"belowthis",-29.5043961085775
"slr",-29.2127387086694
"beloved",-29.0403728446854
"screenshots",-28.9631993734712
"means",-28.7853789176968
"helix",-28.749673046821
"ownershipi",-28.7408665348284
"qualities",-28.7245001373109
"consequences",-28.717874803309
"bricked",-28.6790583375976
"brickif",-28.588648678403
"adefect",-28.4008532093171
"cheapo",-28.1999897348347
"began",-28.040840440372
"ashamed",-28.0041696865668
"hardearned",-27.97848095196
"hefty",-27.9175308412479
"againsend",-27.8083436865782
"allreally",-27.7303807477708
"amfm",-27.6157522860136
"iphoneis",-27.5738900521202
"utter",-27.5579926838815
"upgradewhether",-27.4529926399908
"badly",-27.3943658468062
"leaked",-27.3226372592995
"loudest",-27.2271230041384
"exposure",-27.1827811915247
"additions",-27.0306602341247
"background",-27.0244602026171
"installation",-27.0037166441258
"glasswont",-26.9392850588382
"flimsy",-26.7869348469432
"locatedthere",-26.7663560224407
"nicerlooking",-26.7499540690583
"morning",-26.7480344480799
"facebookall",-26.5968279664679
"divnameinnerhtmlhtml",-26.5267163149621
"maxes",-26.4784831368568
"blank",-26.4394763412878
"chore",-26.3798893910825
"horrified",-26.2652613940958
"examined",-26.2568238625924
"damshame",-26.1873058885439
"amount",-26.1760452332386
"pricebright",-26.0914479847859
"beforesamsung",-25.9724538751215
"advertises",-25.8474554983361
"critics",-25.7912950343617
"simfree",-25.6656383607362
"agrivation",-25.6420326144711
"hotter",-25.6151065260747
"additionally",-25.5997069983541
"reputed",-25.5443385222439
"communicate",-25.4424822131263
"detailsfeatures",-25.4153857341263
"sliding",-25.4020749013822
"afghanistan",-25.3780113873569
"camerathe",-25.2667363565161
"cache",-25.0165428772088
"instantly",-24.9973578559402
"degree",-24.934670530728
"delays",-24.9153665141751
"forplease",-24.8843657477304
"interested",-24.884125824557
"gigantic",-24.8308243709874
"callnot",-24.7147959320722
"heated",-24.6970244854011
"bogus",-24.6875055929028
"homemy",-24.6790607951885
"hotspots",-24.677230601754
"conscious",-24.6526892510223
"doug",-24.6517468024016
"craftsmanship",-24.6207522683991
"itduo",-24.5709707852296
"plasticy",-24.5370642555465
"bind",-24.4884928074546
"borrowing",-24.4485619921096
"scratchesoverall",-24.446319773568
"bay",-24.3777638182542
"cyclone",-24.377509521918
"angle",-24.3246730667875
"asaving",-24.3049314773457
"cal",-24.2953011226344
"fromgrrr",-24.2350067354757
"broadcasts",-24.1429155491008
"intended",-24.1066148894557
"simpleryou",-24.0306694637715
"daywent",-23.9706708055616
"programmed",-23.9667189143826
"buzzing",-23.8813632483833
"attempted",-23.8441960395537
"engineers",-23.7990305467102
"eager",-23.7918720767343
"chamber",-23.7792653613082
"fluke",-23.7115361424627
"gambled",-23.6985055907777
"rice",-23.6305719414095
"noticeably",-23.6239218720049
"elseshe",-23.5597077323407
"funny",-23.5497958366824
"conformed",-23.4302521183242
"satisfiedmakes",-23.2868075842231
"giant",-23.1672283583594
"convert",-23.1168104323083
"aint",-23.104832794624
"qwert",-23.0232756254834
"discharges",-22.9996298316117
"it‰Ûªs",-22.9861136282019
"aparently",-22.9782522936731
"geek",-22.9182286762691
"distorting",-22.8648165104477
"tagged",-22.8633014613552
"back",-22.7384050559007
"bin",-22.7355868615843
"appeared",-22.6686826930401
"certified",-22.6421585049745
"cvmodevjltylqs",-22.612385563799
"maximumspeed",-22.5770926326818
"chinesse",-22.5493178205504
"immersive",-22.54574556582
"asks",-22.4895140993243
"acted",-22.4086446449922
"instantlyconnected",-22.4060320378655
"dings",-22.4048473693049
"featureslooking",-22.3929507440461
"doesn‰Ûªt",-22.3438766205703
"win",-22.2726788516759
"dustbin",-22.2435910743228
"dragondevscom",-22.2080844143219
"barometer",-22.1119724196558
"extreme",-22.1042283256981
"bandwitch",-22.0482277368816
"incremental",-22.0376669618872
"crackedi",-21.9897390539071
"pull",-21.9751524308428
"flair",-21.8742274499705
"expectedyou",-21.8604540679637
"whereever",-21.8558523750134
"nba",-21.8370483140317
"you‰Ûªve",-21.8103934138543
"grudge",-21.8012033978314
"marca",-21.7912106654843
"everytime",-21.7261081868429
"creator",-21.7206478935252
"hopelessly",-21.6480303940023
"accidentally",-21.6172422943835
"nfcgps",-21.5561368156525
"levelthe",-21.5546588074761
"verify",-21.5439315835177
"availablefunction",-21.5383003772408
"tabletsizedi",-21.5375631312017
"netflix",-21.5297732432076
"cpu",-21.5139714334049
"entire",-21.3628014786061
"whistle",-21.3492609998072
"describing",-21.3467086683305
"automatic",-21.287500738321
"frustrations",-21.2806755889407
"cat",-21.2452605763524
"apples",-21.1750413887031
"slowoverall",-21.1615250724436
"craziest",-21.1219238077193
"twodays",-21.1160198186739
"overprocessing",-21.1075060362981
"dishonest",-21.0545165314441
"ativities",-21.0486169858535
"callsecondary",-21.0454563602057
"kona",-21.0236926914892
"appsive",-21.0164681103653
"lightness",-21.0044030419581
"bestno",-20.8129118269364
"characteristic",-20.7126571350946
"fly",-20.6064570985568
"facial",-20.5837511256267
"nurses",-20.5772742969867
"approve",-20.5118502542004
"backwardthe",-20.5081427707279
"itselfso",-20.4715335589169
"anger",-20.465198623868
"defect",-20.4557952451703
"multidirectional",-20.4370135542385
"exchanging",-20.4234988892664
"foot",-20.4225608187281
"advantage",-20.4076417632478
"credit",-20.4034833469773
"preview",-20.3775527185853
"concludes",-20.3731231499494
"estos",-20.3343368452726
"awaythe",-20.297776419249
"answered",-20.2154525780328
"slipped",-20.1212713234607
"dumbest",-20.0814572675775
"camerait",-20.0524168820396
"preoccupied",-20.0455114302727
"alreadyi",-19.9891934944683
"connections",-19.9857277444669
"atvpdkikxder",-19.9636224956791
"alao",-19.9562666199102
"rhyme",-19.9483505701918
"flicking",-19.9410196451468
"blanks",-19.8819031227932
"dat",-19.8573574641231
"disappointedbecause",-19.8224389601016
"cellular",-19.7389865806174
"oses",-19.7164321181653
"concrete",-19.6874082686205
"literally",-19.671425953484
"doodling",-19.6640726003021
"carateristics",-19.6615304040267
"phonewell",-19.6070226869666
"agreement",-19.5685274348532
"conditioni",-19.5485128117765
"audiovideoi",-19.4176973316364
"pinki",-19.3871894807359
"typically",-19.3429543653571
"activate",-19.3374987641329
"facing",-19.3279798227582
"farall",-19.2262030134794
"fastscreen",-19.224260677775
"measly",-19.2117711525681
"beginning",-19.1701446655748
"floating",-19.1597628086978
"pixelation",-19.1369020627401
"fromsoftwarehtc",-19.0714458938187
"calls",-19.0597920567516
"damn",-18.9743768384939
"lowmid",-18.9634652222922
"existence",-18.9488845650643
"understanding",-18.9249719917702
"ecstatic",-18.9200090772837
"gigabytes",-18.9096342741309
"proper",-18.886886294597
"carrydo",-18.8689266911049
"lug",-18.8583524340616
"farit",-18.8174760795339
"cameraand",-18.7783972909149
"impact",-18.7692070562246
"layoutbuttons",-18.7162038024455
"deep",-18.6764567341646
"fauxrubber",-18.6141010713203
"phne",-18.6008572713302
"boxed",-18.5933095969259
"anew",-18.5856417047815
"avoid",-18.5620281844717
"elsedont",-18.558666311185
"street",-18.5065161581221
"stick",-18.499930897332
"biased",-18.4862598186142
"erases",-18.4675268564509
"expectinv",-18.4427215028484
"off‰Ûdthis",-18.4024501366004
"tracfonetracfone",-18.3899722015905
"advertised",-18.3742672873993
"depth",-18.3424605948251
"bar",-18.3072512958963
"explorer",-18.2699558675926
"casual",-18.2544922143823
"macro",-18.253864896296
"ampm",-18.1931771254049
"goodthe",-18.0917180794408
"dialing",-18.0893224360551
"focus",-18.0744053467528
"masses",-18.0577442610183
"pathetically",-18.0504236770669
"officially",-18.0504170720071
"finest",-18.0301731701413
"leastto",-18.0270075945687
"files",-17.9941724134661
"washed",-17.9211071128636
"expiration",-17.9055792820313
"pleaseeeee",-17.8834058357223
"surf",-17.8774526033598
"caller",-17.8499469236168
"greatcall",-17.838940114813
"blew",-17.8005331055784
"withwithout",-17.7953056587208
"mototola",-17.7920590444795
"recharge",-17.7476194809967
"swap",-17.6732278829597
"red",-17.6295072856303
"glancethe",-17.6229736401571
"andwont",-17.5652662894292
"buyer",-17.559832148074
"kraemer",-17.5403999360578
"accepting",-17.5393216710673
"attempt",-17.5288505848449
"notes",-17.5222080637396
"plethora",-17.5072143822027
"rfrkaceorbb",-17.5013279941896
"dreaded",-17.443843792084
"thatbottom",-17.4422982655539
"everi",-17.369415472465
"chargers",-17.3402763157382
"downhill",-17.3299116319371
"corning",-17.2897586120866
"cancels",-17.2535737425224
"decision",-17.2278598625432
"byeno",-17.2276910762874
"contacted",-17.2183535835877
"multi",-17.2056835637592
"sway",-17.1720252762337
"buzz",-17.0692510521578
"kindly",-17.059312163454
"flawsif",-17.0003967373272
"ebooks",-16.9990378914143
"correctly",-16.985843152432
"drove",-16.9245686110621
"experiencing",-16.9000915286283
"displays",-16.8976473857371
"makers",-16.8871406997038
"depressing",-16.8693650769295
"horribly",-16.8571560254945
"greathigh",-16.8482446190582
"evolutionary",-16.8449813077085
"furry",-16.8336558082635
"maintenence",-16.7404995381983
"batery",-16.7184994803232
"modems",-16.7051636467633
"dang",-16.675904035595
"due",-16.6645533675531
"gama",-16.6270928950547
"learned",-16.6182629685951
"escape",-16.6077618689164
"heck",-16.6039347489706
"howsoever",-16.5934927763512
"baffled",-16.562014764581
"foreign",-16.4899777078742
"bruised",-16.4806283056227
"musicthe",-16.4455475267606
"disabled",-16.4419858715045
"ecosystem",-16.437113356326
"greatthanks",-16.4099556145747
"negativeexternal",-16.3931755028368
"feeds‰Ûdlove",-16.3865428148464
"glory",-16.3636870118726
"reasons",-16.3487255344443
"palms",-16.3437580456494
"duration",-16.3095838169189
"drain",-16.2913137155736
"advice",-16.2836694863496
"deari",-16.2335862019281
"disappointingi",-16.2332289032198
"datawould",-16.2252013840784
"cutter",-16.2209099588831
"arguably",-16.1899361283262
"calculator",-16.1831244735628
"bbmcontacts",-16.1536817435055
"affects",-16.1378825333
"government",-16.0817284124548
"saidwe",-16.0813868904253
"compleat",-16.0786138584743
"choicea",-16.0271544604743
"gingerbread",-16.0227337905379
"requires",-16.0209145424758
"blurry",-16.019805457364
"momuse",-15.9752616568006
"intense",-15.9551529651602
"intermittently",-15.9411852923721
"processors",-15.936250509639
"backand",-15.9323655437105
"submit",-15.92814345015
"brights",-15.8979465580996
"frontthe",-15.8487584646481
"limitation",-15.8362682378437
"deliverydate",-15.8129938279659
"moneythe",-15.8083252885601
"entered",-15.7992647051053
"phonealmost",-15.7534637229525
"riddled",-15.7491007510412
"sleevecamera",-15.7208343025675
"expectationswhen",-15.6856598024682
"nova",-15.6748020033001
"button",-15.6746322147686
"dated",-15.6391814987799
"extent",-15.6336284523952
"ideas",-15.6303645713222
"happeni",-15.6194796493396
"green",-15.6065131958621
"craze",-15.5911411533786
"complex",-15.5750981194981
"thisupdate",-15.5725295443231
"colour",-15.5409854112225
"grade",-15.5362310519513
"shortcuts",-15.5311343008418
"scuff",-15.5282063583443
"blink",-15.5137297666723
"itll",-15.4956034577691
"moral",-15.4940917790139
"abuse",-15.4727418852345
"awfulthey",-15.4589397199578
"droped",-15.3890840376601
"felt",-15.3859080538202
"cash",-15.3571323278846
"funnyin",-15.3481078282734
"reps",-15.3382391247087
"baterry",-15.3219187068677
"advertise",-15.2503910944737
"kiddingtakes",-15.2384742786599
"puffin",-15.2300416831387
"typical",-15.2248219491608
"themall",-15.2067548281869
"cheated",-15.1629726271007
"applied",-15.1398027753181
"thatis",-15.1240716548115
"emergencyi",-15.0862228784975
"mile",-15.0710466267109
"objects",-15.0598889430491
"parking",-15.0473002433039
"firmly",-15.0472582516456
"thickest",-15.0423856406807
"duo",-15.0342885044532
"keying",-15.023091208516
"seek",-15.0194923117208
"chargedall",-15.010548190948
"magnify",-15.0100134421785
"simultaneously",-14.991619922203
"pocketcloud",-14.9725818928381
"workable",-14.9424420570922
"featuresimpressions",-14.9352600202279
"hog",-14.9248371356106
"easein",-14.9229846970237
"entertainment",-14.9156796428914
"artwork",-14.9090161455826
"threatening",-14.8993538379718
"dearly",-14.8717739037089
"trails",-14.8654872568075
"offers",-14.8277143798331
"insidei",-14.8213253910706
"conversationnokia",-14.8198486201216
"beginners",-14.8138960936824
"backplease",-14.7971171859738
"expansive",-14.7838072325558
"microsoft",-14.7375390847953
"aware",-14.7340949546197
"responsiveno",-14.7157112871656
"reproducing",-14.6874072893712
"bars",-14.6849300975304
"attention",-14.6431409209235
"australian",-14.6351229089516
"ant",-14.6208541043206
"recessed",-14.5828245523363
"wires",-14.5742566930775
"broke",-14.5727433982052
"cuando",-14.5310593548021
"oblivious",-14.508861455692
"elegance",-14.499599167069
"conversation",-14.465743181411
"indian",-14.4471629182392
"manualtouch",-14.4044279334445
"europeans",-14.3742934449751
"colored",-14.3742335535099
"textwithwithout",-14.3628306527145
"basis",-14.3423681695416
"brighter",-14.3328592682671
"rushed",-14.32488892715
"ice",-14.3032505170621
"august",-14.2975000449116
"productneedless",-14.2919894605544
"renewal",-14.2825496555455
"press",-14.2805286049925
"angola",-14.2759388271156
"jack",-14.2631161887868
"moderately",-14.2004505054336
"onarrgggghhhhhh",-14.2000865936078
"donethis",-14.1698236536158
"themhouse",-14.151092330006
"hung",-14.151000845562
"terrified",-14.138249866717
"macbook",-14.1162282631892
"othet",-14.0492646723575
"disks",-14.0355832970585
"preownedi",-14.0246856970196
"optimistic",-14.0058404964048
"covers",-13.9893803274133
"bug",-13.9786842844046
"tools",-13.9717755167294
"african",-13.9668563854211
"slogan",-13.9437349939778
"producing",-13.9254053769332
"glitch",-13.9076406453585
"concepto",-13.8821647790702
"bugs",-13.8619209522777
"hammer",-13.8530140450886
"ironic",-13.8356192614002
"itworks",-13.8266763830548
"contac",-13.8201242251279
"spaced",-13.8195863832372
"expectative",-13.7960778259804
"featuresi",-13.7873805719857
"fraction",-13.7865251743204
"lesson",-13.7815771262563
"flag",-13.7649524586685
"benow",-13.7572765936831
"git",-13.7067515431669
"valet",-13.6829552653687
"avail",-13.658396644993
"upsetting",-13.6344740905488
"homework",-13.6051405312897
"usedthere",-13.5917018535927
"closing",-13.5724486773886
"forgive",-13.5489553019407
"express",-13.5451460989648
"calibration",-13.5414617446598
"facebooktwitter",-13.5372334231898
"chucking",-13.5210697451184
"inquiring",-13.5147365302044
"whoa",-13.5143256476416
"expression",-13.5008206003159
"opposite",-13.4922972341947
"lastly",-13.4848564960961
"minorversion",-13.46259993762
"september",-13.4425078169535
"fuzz",-13.4369368925817
"ala",-13.4305875270892
"supervisors",-13.4276136313529
"blow",-13.4195449474858
"navigating",-13.4178805272571
"smoothlysaying",-13.4159623960883
"cameraas",-13.3945572111188
"theyd",-13.3871197214572
"occasion",-13.3838627775268
"prie",-13.3833839251524
"fallowed",-13.366205083875
"frequently",-13.3652870528265
"washers",-13.359191417331
"defectivedo",-13.3478677904534
"mad",-13.3289851559481
"reviewers",-13.3289018563077
"solidly",-13.3125780247151
"gestures",-13.3086864406701
"resorted",-13.2944866097706
"needkeep",-13.29347741599
"uno",-13.2877954920292
"deserves",-13.2795094748947
"logtag",-13.2649733675166
"buried",-13.2375498709309
"heartrate",-13.2168262852989
"crispthe",-13.201767065082
"thatdesignthe",-13.1891002049786
"nonintuitive",-13.1820702516779
"keypoints",-13.1599548395802
"address",-13.1520613128216
"moreyes",-13.1322726263882
"migratei",-13.1243698923843
"ballsif",-13.12204871077
"hated",-13.1157123587551
"remotely",-13.1031060148685
"happen",-13.091736808533
"debated",-13.0849886867693
"dontthink",-13.0507158652129
"hsdpa",-13.048565403553
"thanking",-13.0366210730839
"sam",-13.0195101771128
"powerup",-13.0047437750619
"hopes",-12.9841215503132
"effortless",-12.96364955929
"crop",-12.9621545616002
"barely",-12.9553496494222
"enjoyable",-12.9472988172039
"leaned",-12.9423187814081
"accept",-12.9416598929658
"answer",-12.9175336301774
"griping",-12.9115621771773
"essentialsit",-12.9048099780477
"brothers",-12.8963857083961
"recomended",-12.8796806403748
"boom",-12.8764362042443
"interior",-12.8624426515405
"sentience",-12.8308203973783
"aftermarket",-12.8153656961985
"cheek",-12.7924168253301
"tasks",-12.7908516969842
"clone",-12.7889336439819
"changed",-12.7616180003951
"contacts",-12.7501416131698
"advantages",-12.7487880441999
"false",-12.7333270507204
"trash",-12.7175507036011
"everthing",-12.7162437139844
"continuously",-12.7143370156208
"thisplaying",-12.712124973541
"performs",-12.697510283202
"unread",-12.6934112197421
"discount",-12.6923719955314
"admittedly",-12.6704707399926
"pricesfor",-12.6434023356644
"burned",-12.6280154990019
"refurbish",-12.6187489567388
"frontfacing",-12.6093124018965
"builtmost",-12.5944512018694
"tweaks",-12.5846910519777
"intl",-12.5818576395887
"mpfront",-12.5681088144503
"neve",-12.5509806439743
"reality",-12.5147135432885
"breathtaking",-12.510553009624
"detailok",-12.4981479152799
"answering",-12.4981034757922
"craps",-12.4946662897908
"iawry",-12.4874315921406
"ans",-12.4835346884107
"duties",-12.4771165878614
"european",-12.4701022045994
"navigate",-12.4579999990553
"goodwifi",-12.4375884778378
"los",-12.4285947738095
"duplicated",-12.4092017408512
"remedy",-12.4075888523058
"lglc",-12.3728741988158
"notalso",-12.367712147216
"gbmy",-12.3575657719982
"swindled",-12.332685759317
"appsit",-12.3160316626218
"hahathen",-12.3031939131189
"employed",-12.2949408748602
"crashed",-12.2859150119028
"fear",-12.2811847857186
"counted",-12.2789783963137
"concluded",-12.2735146387442
"island",-12.2634206074264
"stinks",-12.2402600729861
"downloadcamera",-12.2211007495364
"halfway",-12.2123358975957
"praying",-12.1837167264702
"april",-12.1832555698727
"satisfy",-12.1678666661207
"lightno",-12.1552751450649
"american",-12.1511819103524
"ago",-12.1448617646108
"translates",-12.1383839219066
"practice",-12.1204209221054
"docs",-12.1180968782439
"overheat",-12.100891254002
"nuts",-12.0884478797208
"reasonsitem",-12.0875578539336
"tags",-12.085044047606
"demand",-12.0799792896919
"smalleri",-12.0794427679691
"camcorderbuilt",-12.0721247882053
"buys",-12.0482489636382
"atat",-12.0163619241283
"routinely",-12.015050928186
"iphonesive",-12.0146565696946
"factan",-12.0113510225239
"minder",-12.0003005082228
"providing",-11.9965605440664
"viewable",-11.9943596184672
"free",-11.9874355199167
"symmetrical",-11.9724941994832
"sketch",-11.9717528659492
"visibility",-11.9681320643488
"meant",-11.9591281097492
"lag",-11.9357418359069
"ironed",-11.9317028568221
"charge",-11.9295699731123
"fatal",-11.9057390532859
"enlarging",-11.9043439440098
"activitate",-11.9040214733526
"mfgs",-11.8761249331173
"shady",-11.8744243104947
"mms",-11.8614360594878
"indoors",-11.8572603745502
"camrea",-11.8511139678209
"beware",-11.8452756991963
"disappointedi",-11.8335423039357
"borrows",-11.8024236506753
"maze",-11.8003844876475
"code",-11.7931921800145
"fair",-11.7902237740099
"outdoor",-11.7884966642247
"laying",-11.7798864835742
"leader",-11.7466329940574
"debt",-11.7348064721088
"parece",-11.6887073008449
"app",-11.6812395831786
"damagei",-11.6810850072934
"died",-11.675085892445
