ORDER_NBR,ORDER_LINE_NBR,CUSTOMER_NBR,PRODUCT_ID,ORDER_DATE,ORDER_TIME
284,1,539481,33204,2012-10-06 0:00,22:19:11
291,1,235500,19087,2012-10-08 0:00,3:30:09
301,1,621591,55578,2012-10-08 0:00,12:05:38
306,2,273046,61455,2012-10-08 0:00,12:22:45
306,1,273046,61710,2012-10-08 0:00,12:22:45
307,1,180276,45408,2012-10-08 0:00,12:40:46
325,1,477738,44443,2012-10-08 0:00,14:28:22
346,1,619574,58967,2012-10-08 0:00,22:44:45
353,1,356933,20028,2012-10-09 0:00,10:49:25
367,1,250470,11218,2012-10-09 0:00,12:11:51
374,1,577366,11955,2012-10-09 0:00,13:02:04
384,1,381935,3159,2012-10-09 0:00,14:11:34
385,1,381935,10619,2012-10-09 0:00,14:11:35
395,1,713411,42984,2012-10-09 0:00,14:43:04
397,1,629864,19509,2012-10-09 0:00,14:47:19
428,1,657090,11465,2012-10-09 0:00,15:34:44
438,1,47905,11465,2012-10-09 0:00,15:36:32
441,1,722923,11465,2012-10-09 0:00,15:36:42
453,1,369763,11465,2012-10-09 0:00,15:37:57
455,1,612279,11465,2012-10-09 0:00,15:38:15
461,1,292735,11465,2012-10-09 0:00,15:39:13
464,1,368753,11465,2012-10-09 0:00,15:39:28
469,1,90593,11465,2012-10-09 0:00,15:40:16
478,1,2846,11465,2012-10-09 0:00,15:41:42
503,1,451200,18737,2012-10-09 0:00,15:43:56
505,1,203487,11465,2012-10-09 0:00,15:44:01
516,1,657090,11465,2012-10-09 0:00,15:44:56
534,1,310075,11465,2012-10-09 0:00,15:47:41
537,1,386366,11465,2012-10-09 0:00,15:48:10
563,1,449149,11465,2012-10-09 0:00,15:52:06
570,1,517817,11465,2012-10-09 0:00,15:53:12
573,1,57831,11465,2012-10-09 0:00,15:53:25
581,1,320270,11465,2012-10-09 0:00,15:55:23
583,1,347917,11465,2012-10-09 0:00,15:55:41
587,1,451592,11465,2012-10-09 0:00,15:56:06
588,1,81074,11465,2012-10-09 0:00,15:56:12
591,1,234519,11465,2012-10-09 0:00,15:56:40
595,1,234519,11465,2012-10-09 0:00,15:57:11
598,1,327182,11465,2012-10-09 0:00,15:57:28
599,1,236084,11465,2012-10-09 0:00,15:57:34
606,1,587309,11465,2012-10-09 0:00,15:58:26
607,1,587309,11465,2012-10-09 0:00,15:58:28
612,1,637519,11465,2012-10-09 0:00,15:59:07
613,1,373418,11465,2012-10-09 0:00,15:59:12
615,1,262078,11465,2012-10-09 0:00,15:59:24
625,1,727795,11465,2012-10-09 0:00,16:00:50
632,1,323712,11465,2012-10-09 0:00,16:01:24
637,1,447499,11465,2012-10-09 0:00,16:02:03
642,1,553297,11465,2012-10-09 0:00,16:03:20
650,1,43099,11465,2012-10-09 0:00,16:04:24
652,1,73659,11465,2012-10-09 0:00,16:04:33
658,1,588996,11465,2012-10-09 0:00,16:05:06
665,1,658394,11465,2012-10-09 0:00,16:05:49
670,1,133096,11465,2012-10-09 0:00,16:06:31
673,1,453698,11465,2012-10-09 0:00,16:06:50
675,1,34710,11465,2012-10-09 0:00,16:06:53
678,1,34710,11465,2012-10-09 0:00,16:07:22
683,1,434933,11465,2012-10-09 0:00,16:08:36
687,1,221345,11465,2012-10-09 0:00,16:09:05
695,1,196550,11465,2012-10-09 0:00,16:10:14
696,1,117383,11465,2012-10-09 0:00,16:10:17
700,1,422874,11465,2012-10-09 0:00,16:10:41
703,1,270388,11465,2012-10-09 0:00,16:11:14
722,1,381489,11465,2012-10-09 0:00,16:13:53
734,1,529482,11465,2012-10-09 0:00,16:15:56
735,1,471501,11465,2012-10-09 0:00,16:16:00
739,1,58942,11465,2012-10-09 0:00,16:16:21
742,1,545472,11465,2012-10-09 0:00,16:16:44
743,1,136501,11465,2012-10-09 0:00,16:16:51
748,1,453305,11465,2012-10-09 0:00,16:17:27
754,1,479907,11465,2012-10-09 0:00,16:18:16
755,1,81505,11465,2012-10-09 0:00,16:18:27
757,1,345161,11465,2012-10-09 0:00,16:18:32
768,1,1888,11465,2012-10-09 0:00,16:19:58
796,1,364759,11465,2012-10-09 0:00,16:23:00
805,1,323057,11465,2012-10-09 0:00,16:24:01
809,1,101164,11465,2012-10-09 0:00,16:24:36
823,1,317521,11465,2012-10-09 0:00,16:25:34
825,1,640686,11465,2012-10-09 0:00,16:26:04
831,1,621324,11465,2012-10-09 0:00,16:26:57
836,1,749185,11465,2012-10-09 0:00,16:27:23
838,1,188460,11465,2012-10-09 0:00,16:27:36
839,1,79700,11465,2012-10-09 0:00,16:27:38
845,1,188460,11465,2012-10-09 0:00,16:28:03
897,1,123617,11465,2012-10-09 0:00,16:36:20
901,1,126635,11465,2012-10-09 0:00,16:36:38
905,1,562347,11465,2012-10-09 0:00,16:37:09
917,1,282670,11465,2012-10-09 0:00,16:39:04
927,1,671021,11465,2012-10-09 0:00,16:41:39
931,1,483828,11465,2012-10-09 0:00,16:42:11
948,1,93154,11465,2012-10-09 0:00,16:44:16
951,1,479887,11465,2012-10-09 0:00,16:44:45
960,1,324141,11465,2012-10-09 0:00,16:46:26
962,1,107125,11465,2012-10-09 0:00,16:46:43
967,1,31279,11465,2012-10-09 0:00,16:47:24
968,1,197578,11465,2012-10-09 0:00,16:48:05
972,1,724014,11465,2012-10-09 0:00,16:48:31
977,1,256085,11465,2012-10-09 0:00,16:49:15
987,1,17718,11465,2012-10-09 0:00,16:50:44
988,1,17718,11465,2012-10-09 0:00,16:51:01
995,1,251801,11465,2012-10-09 0:00,16:52:07
999,1,328673,11465,2012-10-09 0:00,16:52:32
1006,1,188945,11465,2012-10-09 0:00,16:53:15
1017,1,292763,11465,2012-10-09 0:00,16:54:12
1018,1,371527,11465,2012-10-09 0:00,16:54:36
1024,1,710095,11465,2012-10-09 0:00,16:55:08
1026,1,292748,11465,2012-10-09 0:00,16:55:18
1029,1,245408,11465,2012-10-09 0:00,16:55:51
1031,1,531106,11465,2012-10-09 0:00,16:55:59
1033,1,41202,11465,2012-10-09 0:00,16:56:18
1035,1,146196,11465,2012-10-09 0:00,16:56:42
1036,1,360702,11465,2012-10-09 0:00,16:56:50
1041,1,317190,11465,2012-10-09 0:00,16:57:20
1045,1,576848,11465,2012-10-09 0:00,16:57:34
1048,1,245840,11465,2012-10-09 0:00,16:58:02
1054,1,251801,11465,2012-10-09 0:00,16:58:43
1061,1,523086,11465,2012-10-09 0:00,16:59:36
1064,1,69881,11465,2012-10-09 0:00,17:00:51
1066,1,59925,11465,2012-10-09 0:00,17:01:00
1073,1,671021,11465,2012-10-09 0:00,17:02:00
1081,1,515001,11465,2012-10-09 0:00,17:04:00
1086,1,63084,11465,2012-10-09 0:00,17:04:42
1089,1,522703,11465,2012-10-09 0:00,17:04:54
1090,1,250406,11465,2012-10-09 0:00,17:04:55
1091,1,77661,11465,2012-10-09 0:00,17:05:04
1093,1,88881,11465,2012-10-09 0:00,17:05:14
1095,1,222867,11465,2012-10-09 0:00,17:05:31
1103,1,41202,11465,2012-10-09 0:00,17:06:24
1105,1,17690,11465,2012-10-09 0:00,17:06:32
1107,1,660277,11465,2012-10-09 0:00,17:06:39
1117,1,187015,11465,2012-10-09 0:00,17:07:19
1125,1,266028,11465,2012-10-09 0:00,17:08:14
1155,1,256769,11465,2012-10-09 0:00,17:12:57
1164,1,376549,11465,2012-10-09 0:00,17:14:10
1178,1,604682,11465,2012-10-09 0:00,17:16:03
1181,1,516141,11465,2012-10-09 0:00,17:16:24
1226,1,321349,11465,2012-10-09 0:00,17:21:44
1228,1,89210,11465,2012-10-09 0:00,17:21:55
1230,1,42817,11465,2012-10-09 0:00,17:22:06
1232,1,42817,11465,2012-10-09 0:00,17:22:14
1236,1,41202,11465,2012-10-09 0:00,17:22:29
1237,1,321349,11465,2012-10-09 0:00,17:22:43
1242,1,236084,11465,2012-10-09 0:00,17:23:27
1243,1,50100,11465,2012-10-09 0:00,17:23:30
1254,1,506591,11465,2012-10-09 0:00,17:25:10
1255,1,87339,11465,2012-10-09 0:00,17:25:21
1257,1,533260,11465,2012-10-09 0:00,17:25:29
1303,1,443214,11465,2012-10-09 0:00,17:32:33
1308,1,632767,11465,2012-10-09 0:00,17:33:04
1312,1,185304,11465,2012-10-09 0:00,17:33:27
1315,1,230799,11465,2012-10-09 0:00,17:33:42
1321,1,471501,11465,2012-10-09 0:00,17:34:13
1344,1,193864,11465,2012-10-09 0:00,17:37:39
1363,1,587309,11465,2012-10-09 0:00,17:40:37
1370,1,422935,11465,2012-10-09 0:00,17:41:49
1388,1,539825,11465,2012-10-09 0:00,17:44:15
1392,1,505730,11465,2012-10-09 0:00,17:44:38
1393,1,89210,11465,2012-10-09 0:00,17:44:46
1405,1,472151,11465,2012-10-09 0:00,17:46:16
1406,1,11937,11465,2012-10-09 0:00,17:46:17
1410,1,58718,11465,2012-10-09 0:00,17:46:37
1411,1,427288,11465,2012-10-09 0:00,17:46:48
1420,1,274291,11465,2012-10-09 0:00,17:47:55
1422,1,129431,11465,2012-10-09 0:00,17:47:57
1435,1,534502,11465,2012-10-09 0:00,17:49:20
1441,1,131908,11465,2012-10-09 0:00,17:50:13
1450,1,88881,11465,2012-10-09 0:00,17:51:45
1481,1,292845,11465,2012-10-09 0:00,17:55:31
1484,1,243769,11465,2012-10-09 0:00,17:55:46
1485,1,263781,11465,2012-10-09 0:00,17:55:48
1491,1,657581,11465,2012-10-09 0:00,17:57:18
1492,1,47447,11465,2012-10-09 0:00,17:57:23
1497,1,322370,11465,2012-10-09 0:00,17:57:52
1527,1,566433,46491,2012-10-10 0:00,11:04:24
1541,1,62479,11465,2012-10-10 0:00,15:23:59
1548,1,736911,11465,2012-10-10 0:00,15:25:34
1564,1,608957,45307,2012-10-10 0:00,21:44:34
1583,1,619455,61792,2012-10-12 0:00,11:48:17
1583,2,619455,61131,2012-10-12 0:00,11:48:17
1584,1,619455,30986,2012-10-12 0:00,11:48:17
1585,1,273046,61131,2012-10-12 0:00,11:51:17
1600,1,454524,61475,2012-10-12 0:00,12:27:17
1602,1,180276,36014,2012-10-12 0:00,12:44:29
1616,1,535142,31222,2012-10-12 0:00,15:01:26
1629,1,66348,39509,2012-10-12 0:00,15:26:48
1630,1,66348,45984,2012-10-12 0:00,15:26:49
1649,1,236593,10001,2012-10-14 0:00,15:11:41
1653,1,48133,7425,2012-10-15 0:00,8:36:07
1654,1,48133,11885,2012-10-15 0:00,8:36:07
1654,2,48133,11885,2012-10-15 0:00,8:36:07
1655,1,378901,13766,2012-10-15 0:00,8:44:15
1704,1,336799,22388,2012-10-15 0:00,13:25:28
1709,1,737571,22388,2012-10-15 0:00,13:26:05
1733,1,206103,22388,2012-10-15 0:00,13:29:12
1736,1,534134,22388,2012-10-15 0:00,13:30:06
1739,1,460040,22388,2012-10-15 0:00,13:30:15
1745,1,100699,22388,2012-10-15 0:00,13:31:11
1765,1,253396,22388,2012-10-15 0:00,13:32:45
1786,1,128382,22388,2012-10-15 0:00,13:35:24
1787,1,181568,22388,2012-10-15 0:00,13:35:27
1789,1,651291,22388,2012-10-15 0:00,13:36:20
1794,1,128319,22388,2012-10-15 0:00,13:36:32
1804,1,74952,22388,2012-10-15 0:00,13:37:54
1806,1,505628,22388,2012-10-15 0:00,13:38:21
1808,1,205567,22388,2012-10-15 0:00,13:38:53
1834,1,505264,9572,2012-10-15 0:00,14:28:49
1837,1,77231,22505,2012-10-15 0:00,14:29:22
1839,1,74719,22505,2012-10-15 0:00,14:29:25
1845,1,354055,22505,2012-10-15 0:00,14:30:14
1850,1,370327,22505,2012-10-15 0:00,14:30:53
1854,1,533531,22505,2012-10-15 0:00,14:31:02
1858,1,575469,22505,2012-10-15 0:00,14:31:46
1860,1,47067,22505,2012-10-15 0:00,14:32:02
1867,1,360249,22505,2012-10-15 0:00,14:32:46
1869,1,619296,22505,2012-10-15 0:00,14:32:56
1883,1,729919,22505,2012-10-15 0:00,14:35:22
1890,1,248291,22505,2012-10-15 0:00,14:36:21
1908,1,350871,22505,2012-10-15 0:00,14:37:59
1920,1,177408,22505,2012-10-15 0:00,14:39:30
1924,1,195446,22505,2012-10-15 0:00,14:40:00
1933,1,477477,22505,2012-10-15 0:00,14:41:27
1946,1,727158,22505,2012-10-15 0:00,14:42:39
1949,1,575513,22505,2012-10-15 0:00,14:43:09
1950,1,381209,22505,2012-10-15 0:00,14:43:10
1967,1,564368,22505,2012-10-15 0:00,14:46:18
1972,1,245058,22505,2012-10-15 0:00,14:47:03
1979,1,324974,22505,2012-10-15 0:00,14:47:33
1982,1,680436,22505,2012-10-15 0:00,14:48:05
1990,1,208908,22505,2012-10-15 0:00,14:49:06
1991,1,208908,22505,2012-10-15 0:00,14:49:07
1993,1,544337,22505,2012-10-15 0:00,14:49:13
2005,1,293441,22505,2012-10-15 0:00,14:50:59
2009,1,205313,22505,2012-10-15 0:00,14:51:34
2026,1,569935,22505,2012-10-15 0:00,14:54:27
2039,1,233537,22505,2012-10-15 0:00,14:55:46
2045,1,293436,22505,2012-10-15 0:00,14:56:22
2053,1,541149,22505,2012-10-15 0:00,14:57:09
2055,1,293442,22505,2012-10-15 0:00,14:57:31
2064,1,670628,22505,2012-10-15 0:00,14:58:09
2070,1,526561,22505,2012-10-15 0:00,14:58:34
2071,1,466804,22505,2012-10-15 0:00,14:58:36
2075,1,86460,22505,2012-10-15 0:00,14:59:15
2077,1,279522,22505,2012-10-15 0:00,14:59:28
2086,1,128529,22505,2012-10-15 0:00,15:01:53
2092,1,613229,22505,2012-10-15 0:00,15:02:52
2095,1,340450,22505,2012-10-15 0:00,15:03:16
2098,1,606504,22505,2012-10-15 0:00,15:03:47
2112,1,96989,22505,2012-10-15 0:00,15:06:02
2120,1,98568,22505,2012-10-15 0:00,15:07:07
2125,1,91961,22505,2012-10-15 0:00,15:07:58
2128,1,635027,22505,2012-10-15 0:00,15:08:27
2148,1,703533,22505,2012-10-15 0:00,15:10:53
2151,1,202111,22505,2012-10-15 0:00,15:11:15
2156,1,602758,22505,2012-10-15 0:00,15:11:58
2159,1,330179,22505,2012-10-15 0:00,15:12:20
2162,1,199781,22505,2012-10-15 0:00,15:12:42
2174,1,616726,22505,2012-10-15 0:00,15:14:32
2193,2,466941,22505,2012-10-15 0:00,15:17:22
2193,1,466941,22505,2012-10-15 0:00,15:17:22
2198,1,364645,22505,2012-10-15 0:00,15:17:56
2199,1,291599,10306,2012-10-15 0:00,15:18:03
2207,1,734526,22505,2012-10-15 0:00,15:19:15
2211,1,17247,22505,2012-10-15 0:00,15:19:49
2212,1,662451,22505,2012-10-15 0:00,15:19:51
2214,1,69130,22505,2012-10-15 0:00,15:20:15
2219,1,69920,22505,2012-10-15 0:00,15:21:10
2222,1,690988,22505,2012-10-15 0:00,15:21:48
2227,1,128334,22505,2012-10-15 0:00,15:22:09
2238,1,713660,22505,2012-10-15 0:00,15:24:06
2242,1,81945,22505,2012-10-15 0:00,15:24:56
2243,1,326671,22505,2012-10-15 0:00,15:24:57
2260,1,676367,22505,2012-10-15 0:00,15:27:34
2265,1,569304,22505,2012-10-15 0:00,15:28:42
2266,1,270188,22505,2012-10-15 0:00,15:28:48
2289,1,622283,22505,2012-10-15 0:00,15:31:46
2293,1,277141,22505,2012-10-15 0:00,15:32:23
2296,1,659256,22505,2012-10-15 0:00,15:33:01
2297,1,66105,22505,2012-10-15 0:00,15:33:03
2308,1,347393,22505,2012-10-15 0:00,15:34:36
2325,1,712473,22505,2012-10-15 0:00,15:36:24
2331,1,631953,22505,2012-10-15 0:00,15:37:10
2332,1,265228,22505,2012-10-15 0:00,15:37:14
2335,1,21280,22505,2012-10-15 0:00,15:37:28
2350,1,121668,22505,2012-10-15 0:00,15:39:05
2355,1,735889,22505,2012-10-15 0:00,15:39:38
2357,1,676363,22505,2012-10-15 0:00,15:39:53
2359,1,369917,22505,2012-10-15 0:00,15:40:09
2377,1,234598,22505,2012-10-15 0:00,15:42:08
2398,1,71929,22505,2012-10-15 0:00,15:46:15
2402,1,121014,22505,2012-10-15 0:00,15:46:24
2420,1,566123,22505,2012-10-15 0:00,15:48:02
2421,1,483861,22505,2012-10-15 0:00,15:48:08
2425,1,327871,22505,2012-10-15 0:00,15:49:19
2428,1,715090,22505,2012-10-15 0:00,15:49:40
2430,1,556904,22505,2012-10-15 0:00,15:49:46
2439,1,73906,22505,2012-10-15 0:00,15:50:41
2441,1,483866,22505,2012-10-15 0:00,15:51:02
2442,1,628561,22505,2012-10-15 0:00,15:51:05
2448,1,676347,22505,2012-10-15 0:00,15:51:47
2454,1,324368,22505,2012-10-15 0:00,15:52:20
2464,1,30848,22505,2012-10-15 0:00,15:53:50
2468,1,208918,22505,2012-10-15 0:00,15:54:11
2497,1,655642,22505,2012-10-15 0:00,15:57:58
2503,1,32810,22505,2012-10-15 0:00,15:58:42
2516,1,714809,22505,2012-10-15 0:00,16:00:51
2522,1,272969,22505,2012-10-15 0:00,16:01:14
2523,1,537158,22505,2012-10-15 0:00,16:01:27
2527,1,67444,22505,2012-10-15 0:00,16:01:41
2529,1,463631,22505,2012-10-15 0:00,16:01:43
2530,1,736398,22505,2012-10-15 0:00,16:01:51
2533,1,737664,22505,2012-10-15 0:00,16:02:10
2538,1,293448,22505,2012-10-15 0:00,16:02:49
2540,1,132407,22505,2012-10-15 0:00,16:03:14
2542,1,470970,22505,2012-10-15 0:00,16:03:26
2547,1,611378,22505,2012-10-15 0:00,16:04:15
2550,1,240592,22505,2012-10-15 0:00,16:04:49
2551,1,557611,22505,2012-10-15 0:00,16:04:56
2556,1,335862,22505,2012-10-15 0:00,16:05:53
2567,1,675957,22505,2012-10-15 0:00,16:07:37
2579,1,84790,22505,2012-10-15 0:00,16:09:24
2590,1,204779,22505,2012-10-15 0:00,16:11:11
2591,1,204779,22505,2012-10-15 0:00,16:11:12
2612,1,460917,11465,2012-10-15 0:00,16:13:33
2616,1,325466,11465,2012-10-15 0:00,16:13:54
2626,1,116199,11465,2012-10-15 0:00,16:15:58
2631,1,266028,11465,2012-10-15 0:00,16:16:51
2641,1,255953,5643,2012-10-16 0:00,7:57:10
2667,1,641885,10136,2012-10-16 0:00,10:37:59
2691,1,403563,5995,2012-10-16 0:00,11:39:47
2692,1,403563,10467,2012-10-16 0:00,11:39:47
2693,1,403563,3212,2012-10-16 0:00,11:39:47
2748,1,454524,5964,2012-10-16 0:00,14:55:08
2752,1,729838,7899,2012-10-16 0:00,19:41:11
2770,1,477738,6024,2012-10-17 0:00,10:00:49
2793,1,403563,5854,2012-10-17 0:00,14:51:58
2796,2,80255,22388,2012-10-17 0:00,16:07:41
2796,1,80255,22506,2012-10-17 0:00,16:07:41
2797,1,675062,9324,2012-10-17 0:00,16:14:26
2798,1,274274,22376,2012-10-17 0:00,19:47:26
2803,1,544988,19599,2012-10-18 0:00,3:30:21
2805,1,417116,58856,2012-10-18 0:00,9:28:40
2810,1,451200,11916,2012-10-18 0:00,10:11:50
2811,1,451200,27890,2012-10-18 0:00,10:16:29
2820,1,15049,20305,2012-10-18 0:00,12:37:35
2823,1,444332,4117,2012-10-18 0:00,13:46:58
2824,1,128736,10098,2012-10-18 0:00,14:02:45
2825,1,461361,5666,2012-10-18 0:00,14:05:17
2832,2,629978,32338,2012-10-18 0:00,21:19:58
2832,1,629978,32318,2012-10-18 0:00,21:19:58
2833,1,60990,47575,2012-10-18 0:00,21:51:12
2834,1,643813,9864,2012-10-19 0:00,0:12:03
2841,1,24739,8644,2012-10-19 0:00,10:34:31
2844,1,529279,22388,2012-10-19 0:00,11:21:24
2849,1,223210,6269,2012-10-19 0:00,11:23:09
2850,1,650769,37865,2012-10-19 0:00,11:28:39
2863,1,535022,7390,2012-10-19 0:00,12:49:16
2880,1,126626,22362,2012-10-19 0:00,14:53:02
2881,1,246970,22362,2012-10-19 0:00,14:53:07
2884,1,13029,22362,2012-10-19 0:00,14:53:16
2887,1,292698,22362,2012-10-19 0:00,14:53:27
2892,1,620563,22362,2012-10-19 0:00,14:53:40
2893,1,664477,22362,2012-10-19 0:00,14:53:52
2899,1,677386,22362,2012-10-19 0:00,14:54:39
2900,1,381682,22362,2012-10-19 0:00,14:54:47
2901,1,570056,22362,2012-10-19 0:00,14:54:57
2903,1,450378,22362,2012-10-19 0:00,14:55:15
2917,1,436058,55680,2012-10-21 0:00,20:09:49
2920,1,66348,37719,2012-10-22 0:00,11:09:59
2922,1,130305,31287,2012-10-22 0:00,12:15:46
2922,2,130305,32556,2012-10-22 0:00,12:15:46
2926,1,652000,5321,2012-10-22 0:00,12:46:28
2927,1,652000,5660,2012-10-22 0:00,12:46:28
2927,2,652000,5660,2012-10-22 0:00,12:46:28
2928,1,652000,18840,2012-10-22 0:00,12:46:29
2929,1,652000,45651,2012-10-22 0:00,12:46:29
2930,1,652000,45651,2012-10-22 0:00,12:46:29
2958,2,325351,46907,2012-10-22 0:00,14:59:47
2958,1,325351,46907,2012-10-22 0:00,14:59:47
2959,1,325351,45651,2012-10-22 0:00,14:59:47
2959,2,325351,45651,2012-10-22 0:00,14:59:47
2963,1,180276,31455,2012-10-22 0:00,15:11:04
2964,2,605293,3537,2012-10-22 0:00,15:12:54
2964,3,605293,3537,2012-10-22 0:00,15:12:54
2964,4,605293,3537,2012-10-22 0:00,15:12:54
2964,1,605293,3537,2012-10-22 0:00,15:12:54
2964,5,605293,3537,2012-10-22 0:00,15:12:54
2965,1,605293,3537,2012-10-22 0:00,15:12:54
2965,2,605293,3537,2012-10-22 0:00,15:12:54
2966,2,605293,7664,2012-10-22 0:00,15:12:54
2966,3,605293,7664,2012-10-22 0:00,15:12:54
2966,1,605293,10126,2012-10-22 0:00,15:12:54
2970,1,243328,22387,2012-10-22 0:00,15:42:47
2973,1,660799,22387,2012-10-22 0:00,15:42:53
2975,1,568705,22388,2012-10-22 0:00,15:43:02
2977,1,644158,22388,2012-10-22 0:00,15:43:11
2982,1,368677,22388,2012-10-22 0:00,15:43:48
2990,1,11499,33004,2012-10-23 0:00,8:37:56
2991,1,433891,11737,2012-10-23 0:00,9:00:54
2994,1,684642,1966,2012-10-23 0:00,10:07:20
3005,1,668149,33004,2012-10-23 0:00,11:50:16
3037,1,274728,11465,2012-10-23 0:00,15:59:42
3038,1,243769,11465,2012-10-23 0:00,15:59:46
3041,1,243769,11465,2012-10-23 0:00,16:00:38
3042,1,243769,11465,2012-10-23 0:00,16:00:41
3043,1,243769,11465,2012-10-23 0:00,16:00:43
3044,1,671021,11465,2012-10-23 0:00,16:00:45
3047,1,718965,42449,2012-10-23 0:00,16:55:17
3051,1,552018,11916,2012-10-24 0:00,10:05:12
3068,2,615747,9880,2012-10-24 0:00,13:05:11
3068,1,615747,9880,2012-10-24 0:00,13:05:11
3081,1,87831,41151,2012-10-25 0:00,9:09:12
3104,1,386230,44791,2012-10-25 0:00,15:02:15
3105,1,386230,55988,2012-10-25 0:00,15:02:16
3106,1,386230,56183,2012-10-25 0:00,15:02:16
3107,1,386230,56017,2012-10-25 0:00,15:02:16
3108,1,386230,56184,2012-10-25 0:00,15:02:16
3115,1,719598,22388,2012-10-25 0:00,15:25:22
3123,1,418728,58029,2012-10-25 0:00,22:07:01
3128,1,634103,10811,2012-10-26 0:00,9:57:24
3137,2,90408,11916,2012-10-26 0:00,10:22:12
3137,1,90408,8152,2012-10-26 0:00,10:22:12
3138,1,403563,55677,2012-10-26 0:00,10:24:03
3139,1,403563,11045,2012-10-26 0:00,10:24:03
3140,1,403563,55669,2012-10-26 0:00,10:24:03
3141,1,403563,2384,2012-10-26 0:00,10:24:03
3142,1,403563,43100,2012-10-26 0:00,10:24:03
3144,1,656675,11916,2012-10-26 0:00,11:18:57
3151,2,118718,61019,2012-10-26 0:00,12:32:32
3151,1,118718,61019,2012-10-26 0:00,12:32:32
3152,1,118718,61056,2012-10-26 0:00,12:32:33
3153,1,118718,61036,2012-10-26 0:00,12:32:33
3158,1,449673,42161,2012-10-26 0:00,14:56:17
3162,1,615976,7724,2012-10-26 0:00,15:12:50
3173,3,30413,45651,2012-10-27 0:00,20:13:40
3173,1,30413,45651,2012-10-27 0:00,20:13:40
3173,2,30413,45651,2012-10-27 0:00,20:13:40
3173,4,30413,45651,2012-10-27 0:00,20:13:40
3173,5,30413,45651,2012-10-27 0:00,20:13:40
3174,1,488528,19237,2012-10-28 0:00,13:26:55
3191,1,257844,11423,2012-10-31 0:00,8:53:17
3202,1,366923,43427,2012-10-31 0:00,12:37:28
3219,1,419183,43593,2012-10-31 0:00,15:01:27
3232,1,403563,19673,2012-10-31 0:00,15:51:03
3234,1,84376,24915,2012-10-31 0:00,19:26:39
3236,1,456493,200,2012-11-01 0:00,3:58:05
3237,1,137853,29308,2012-11-01 0:00,8:14:32
3291,1,711014,10378,2012-11-01 0:00,12:12:43
3307,1,180276,10811,2012-11-01 0:00,13:20:49
3307,2,180276,10811,2012-11-01 0:00,13:20:49
3309,1,180929,46263,2012-11-01 0:00,13:42:51
3310,1,180929,3417,2012-11-01 0:00,13:42:51
3342,1,82648,19424,2012-11-02 0:00,3:30:15
3345,2,221297,12652,2012-11-02 0:00,9:26:45
3345,1,221297,20715,2012-11-02 0:00,9:26:45
3385,2,615747,20008,2012-11-02 0:00,13:59:57
3385,1,615747,20008,2012-11-02 0:00,13:59:57
3386,1,615747,18696,2012-11-02 0:00,13:59:58
3387,1,615747,18696,2012-11-02 0:00,13:59:58
3391,1,461570,26754,2012-11-02 0:00,15:47:11
3396,1,180276,46097,2012-11-03 0:00,9:25:23
3413,1,451035,37854,2012-11-04 0:00,9:59:13
3420,1,244564,7908,2012-11-04 0:00,18:30:31
3421,1,652322,61570,2012-11-04 0:00,20:26:06
3422,1,433747,8221,2012-11-05 0:00,3:30:06
3424,1,115295,20555,2012-11-05 0:00,10:31:46
