CUSTOMER_NBR,STATE,ZIP_CODE,SHOPPER_SEGMENT_CODE,city,latitude,longitude,timezone
288574,OR,97402,4.0,Eugene,44.062231,-123.16803999999999,PST
135485,OR,97402,3.0,Eugene,44.062231,-123.16803999999999,PST
490718,OR,97402,0.0,Eugene,44.062231,-123.16803999999999,PST
467164,OR,97402,2.0,Eugene,44.062231,-123.16803999999999,PST
342606,OR,97402,3.0,Eugene,44.062231,-123.16803999999999,PST
490539,OR,97402,0.0,Eugene,44.062231,-123.16803999999999,PST
29216,OR,97402,4.0,Eugene,44.062231,-123.16803999999999,PST
382741,OR,97015,3.0,Clackamas,45.416785,-122.52859,PST
139310,OR,97015,0.0,Clackamas,45.416785,-122.52859,PST
84683,OR,97015,1.0,Clackamas,45.416785,-122.52859,PST
502975,OR,97203,1.0,Portland,45.589689,-122.73875,PST
369282,OR,97203,1.0,Portland,45.589689,-122.73875,PST
42250,OR,97203,3.0,Portland,45.589689,-122.73875,PST
367168,OR,97224,1.0,Portland,45.406292,-122.78441000000001,PST
244249,OR,97224,0.0,Portland,45.406292,-122.78441000000001,PST
462340,OR,97224,5.0,Portland,45.406292,-122.78441000000001,PST
125277,OR,97224,3.0,Portland,45.406292,-122.78441000000001,PST
445324,OR,97224,3.0,Portland,45.406292,-122.78441000000001,PST
733037,OR,97224,4.0,Portland,45.406292,-122.78441000000001,PST
60963,OR,97224,2.0,Portland,45.406292,-122.78441000000001,PST
131521,OR,97224,3.0,Portland,45.406292,-122.78441000000001,PST
111942,OR,97058,3.0,The Dalles,45.594257,-121.18943999999999,PST
398064,OR,97058,4.0,The Dalles,45.594257,-121.18943999999999,PST
269591,OR,97058,0.0,The Dalles,45.594257,-121.18943999999999,PST
612629,OR,97058,0.0,The Dalles,45.594257,-121.18943999999999,PST
568323,OR,97058,1.0,The Dalles,45.594257,-121.18943999999999,PST
332442,OR,97058,5.0,The Dalles,45.594257,-121.18943999999999,PST
554504,OR,97058,0.0,The Dalles,45.594257,-121.18943999999999,PST
489452,OR,97213,0.0,Portland,45.537040000000005,-122.59978999999998,PST
366636,OR,97213,4.0,Portland,45.537040000000005,-122.59978999999998,PST
284815,OR,97212,3.0,Portland,45.54424,-122.64353,PST
456541,OR,97212,5.0,Portland,45.54424,-122.64353,PST
221881,OR,97212,3.0,Portland,45.54424,-122.64353,PST
191153,OR,97212,4.0,Portland,45.54424,-122.64353,PST
175743,OR,97212,4.0,Portland,45.54424,-122.64353,PST
333923,OR,97458,3.0,Myrtle Point,43.075356,-124.05682,PST
281021,OR,97458,1.0,Myrtle Point,43.075356,-124.05682,PST
735529,OR,97458,0.0,Myrtle Point,43.075356,-124.05682,PST
621924,OR,97391,5.0,Toledo,44.626888,-123.91515,PST
626366,OR,97006,3.0,Beaverton,45.517695,-122.85826000000002,PST
563036,OR,97006,0.0,Beaverton,45.517695,-122.85826000000002,PST
305564,OR,97006,0.0,Beaverton,45.517695,-122.85826000000002,PST
425735,OR,97006,3.0,Beaverton,45.517695,-122.85826000000002,PST
469370,OR,97006,0.0,Beaverton,45.517695,-122.85826000000002,PST
605548,OR,97006,1.0,Beaverton,45.517695,-122.85826000000002,PST
315544,OR,97006,2.0,Beaverton,45.517695,-122.85826000000002,PST
237056,OR,97006,0.0,Beaverton,45.517695,-122.85826000000002,PST
644130,OR,97006,1.0,Beaverton,45.517695,-122.85826000000002,PST
684844,OR,97006,2.0,Beaverton,45.517695,-122.85826000000002,PST
698417,OR,97006,1.0,Beaverton,45.517695,-122.85826000000002,PST
646807,OR,97868,4.0,Pilot Rock,45.402303,-118.76751000000002,PST
543269,OR,97123,0.0,Hillsboro,45.491023999999996,-122.95745,PST
306281,OR,97123,5.0,Hillsboro,45.491023999999996,-122.95745,PST
694422,OR,97123,2.0,Hillsboro,45.491023999999996,-122.95745,PST
32196,OR,97123,3.0,Hillsboro,45.491023999999996,-122.95745,PST
263857,OR,97123,5.0,Hillsboro,45.491023999999996,-122.95745,PST
364883,OR,97123,0.0,Hillsboro,45.491023999999996,-122.95745,PST
186509,OR,97123,4.0,Hillsboro,45.491023999999996,-122.95745,PST
744322,OR,97123,0.0,Hillsboro,45.491023999999996,-122.95745,PST
138077,OR,97070,5.0,Wilsonville,45.308105,-122.77266000000002,PST
231843,OR,97070,1.0,Wilsonville,45.308105,-122.77266000000002,PST
37515,OR,97141,0.0,Tillamook,45.459109000000005,-123.80389,PST
490308,OR,97141,0.0,Tillamook,45.459109000000005,-123.80389,PST
655063,OR,97141,0.0,Tillamook,45.459109000000005,-123.80389,PST
716571,OR,97141,3.0,Tillamook,45.459109000000005,-123.80389,PST
250295,OR,97404,1.0,Eugene,44.101227,-123.13604,PST
661315,OR,97404,3.0,Eugene,44.101227,-123.13604,PST
231135,OR,97404,4.0,Eugene,44.101227,-123.13604,PST
690896,OR,97404,4.0,Eugene,44.101227,-123.13604,PST
470131,OR,97404,3.0,Eugene,44.101227,-123.13604,PST
660186,OR,97404,3.0,Eugene,44.101227,-123.13604,PST
194530,OR,97405,4.0,Eugene,44.004396,-123.12203000000001,PST
360790,OR,97405,0.0,Eugene,44.004396,-123.12203000000001,PST
134235,OR,97405,2.0,Eugene,44.004396,-123.12203000000001,PST
725874,OR,97405,3.0,Eugene,44.004396,-123.12203000000001,PST
112175,OR,97405,3.0,Eugene,44.004396,-123.12203000000001,PST
112666,OR,97405,5.0,Eugene,44.004396,-123.12203000000001,PST
207824,OR,97080,1.0,Gresham,45.481342,-122.40856000000001,PST
114800,OR,97080,3.0,Gresham,45.481342,-122.40856000000001,PST
50990,OR,97080,0.0,Gresham,45.481342,-122.40856000000001,PST
458581,OR,97080,4.0,Gresham,45.481342,-122.40856000000001,PST
31915,OR,97439,1.0,Florence,44.009099,-124.08306999999999,PST
533420,OR,97439,2.0,Florence,44.009099,-124.08306999999999,PST
721686,OR,97439,3.0,Florence,44.009099,-124.08306999999999,PST
672631,OR,97439,0.0,Florence,44.009099,-124.08306999999999,PST
685491,OR,97439,0.0,Florence,44.009099,-124.08306999999999,PST
22538,OR,97439,3.0,Florence,44.009099,-124.08306999999999,PST
643268,OR,97439,3.0,Florence,44.009099,-124.08306999999999,PST
578209,OR,97385,0.0,Sublimity,44.850245,-122.7645,PST
193868,OR,97385,3.0,Sublimity,44.850245,-122.7645,PST
309301,OR,97218,2.0,Portland,45.560990000000004,-122.59987,PST
744983,OR,97218,0.0,Portland,45.560990000000004,-122.59987,PST
321925,OR,97218,3.0,Portland,45.560990000000004,-122.59987,PST
618537,OR,97218,3.0,Portland,45.560990000000004,-122.59987,PST
57020,OR,97741,1.0,Madras,44.64079,-121.12506,PST
698546,OR,97035,0.0,Lake Oswego,45.41387,-122.72492,PST
181590,OR,97027,4.0,Gladstone,45.385642,-122.59272,PST
237091,OR,97027,4.0,Gladstone,45.385642,-122.59272,PST
315191,OR,97124,1.0,Hillsboro,45.545840999999996,-122.94605,PST
201498,OR,97124,0.0,Hillsboro,45.545840999999996,-122.94605,PST
540622,OR,97124,0.0,Hillsboro,45.545840999999996,-122.94605,PST
119423,OR,97124,3.0,Hillsboro,45.545840999999996,-122.94605,PST
149173,OR,97124,0.0,Hillsboro,45.545840999999996,-122.94605,PST
22548,OR,97124,0.0,Hillsboro,45.545840999999996,-122.94605,PST
28316,OR,97124,4.0,Hillsboro,45.545840999999996,-122.94605,PST
309765,OR,97124,4.0,Hillsboro,45.545840999999996,-122.94605,PST
107082,OR,97124,1.0,Hillsboro,45.545840999999996,-122.94605,PST
529171,OR,97914,1.0,Ontario,44.057074,-116.99148000000001,PST
450787,OR,97914,4.0,Ontario,44.057074,-116.99148000000001,PST
597020,OR,97914,1.0,Ontario,44.057074,-116.99148000000001,PST
356310,OR,97206,3.0,Portland,45.482341,-122.60007,PST
288921,OR,97206,0.0,Portland,45.482341,-122.60007,PST
600718,OR,97206,3.0,Portland,45.482341,-122.60007,PST
458326,OR,97206,4.0,Portland,45.482341,-122.60007,PST
672456,OR,97206,5.0,Portland,45.482341,-122.60007,PST
488085,OR,97206,3.0,Portland,45.482341,-122.60007,PST
35360,OR,97206,0.0,Portland,45.482341,-122.60007,PST
686427,OR,97206,0.0,Portland,45.482341,-122.60007,PST
505934,OR,97306,3.0,Salem,44.858446,-123.05368,PST
202208,OR,97306,4.0,Salem,44.858446,-123.05368,PST
316516,OR,97306,1.0,Salem,44.858446,-123.05368,PST
179956,OR,97306,2.0,Salem,44.858446,-123.05368,PST
190332,OR,97306,4.0,Salem,44.858446,-123.05368,PST
420761,OR,97321,4.0,Albany,44.635395,-123.0896,PST
240339,OR,97321,0.0,Albany,44.635395,-123.0896,PST
710123,OR,97321,5.0,Albany,44.635395,-123.0896,PST
314452,OR,97321,3.0,Albany,44.635395,-123.0896,PST
23117,OR,97321,4.0,Albany,44.635395,-123.0896,PST
535270,OR,97321,1.0,Albany,44.635395,-123.0896,PST
228811,OR,97383,3.0,Stayton,44.798379,-122.7601,PST
731454,OR,97383,0.0,Stayton,44.798379,-122.7601,PST
488804,OR,97204,1.0,Portland,45.51854,-122.6755,PST
479898,OR,97338,0.0,Dallas,44.920815000000005,-123.33431999999999,PST
730392,OR,97338,1.0,Dallas,44.920815000000005,-123.33431999999999,PST
487974,OR,97338,0.0,Dallas,44.920815000000005,-123.33431999999999,PST
741475,OR,97338,0.0,Dallas,44.920815000000005,-123.33431999999999,PST
602603,OR,97338,4.0,Dallas,44.920815000000005,-123.33431999999999,PST
331076,OR,97045,0.0,Oregon City,45.344246000000005,-122.58464,PST
630030,OR,97045,3.0,Oregon City,45.344246000000005,-122.58464,PST
248752,OR,97045,4.0,Oregon City,45.344246000000005,-122.58464,PST
458215,OR,97045,3.0,Oregon City,45.344246000000005,-122.58464,PST
340197,OR,97045,1.0,Oregon City,45.344246000000005,-122.58464,PST
456399,OR,97045,1.0,Oregon City,45.344246000000005,-122.58464,PST
711172,OR,97045,4.0,Oregon City,45.344246000000005,-122.58464,PST
657036,OR,97045,4.0,Oregon City,45.344246000000005,-122.58464,PST
311109,OR,97045,0.0,Oregon City,45.344246000000005,-122.58464,PST
255248,OR,97045,3.0,Oregon City,45.344246000000005,-122.58464,PST
3717,OR,97045,1.0,Oregon City,45.344246000000005,-122.58464,PST
168980,OR,97045,1.0,Oregon City,45.344246000000005,-122.58464,PST
685280,OR,97530,3.0,Jacksonville,42.224913,-123.04526000000001,PST
353098,OR,97530,0.0,Jacksonville,42.224913,-123.04526000000001,PST
284311,OR,97358,0.0,Lyons,44.794701,-122.53703,PST
549202,OR,97358,2.0,Lyons,44.794701,-122.53703,PST
586057,OR,97630,1.0,Lakeview,42.199446,-120.42459,PST
507886,OR,97341,0.0,Depoe Bay,44.821446,-124.05729,PST
639702,OR,97341,2.0,Depoe Bay,44.821446,-124.05729,PST
156854,OR,97341,0.0,Depoe Bay,44.821446,-124.05729,PST
535509,OR,97499,1.0,Yoncalla,43.593788,-123.26602,PST
294230,OR,97756,0.0,Redmond,44.272796,-121.19173,PST
499761,OR,97756,0.0,Redmond,44.272796,-121.19173,PST
532668,OR,97756,3.0,Redmond,44.272796,-121.19173,PST
741327,OR,97756,0.0,Redmond,44.272796,-121.19173,PST
438550,OR,97756,3.0,Redmond,44.272796,-121.19173,PST
551143,OR,97756,3.0,Redmond,44.272796,-121.19173,PST
490469,OR,97756,4.0,Redmond,44.272796,-121.19173,PST
376115,OR,97756,0.0,Redmond,44.272796,-121.19173,PST
68559,OR,97756,0.0,Redmond,44.272796,-121.19173,PST
118238,OR,97756,2.0,Redmond,44.272796,-121.19173,PST
10731,OR,97330,3.0,Corvallis,44.608694,-123.2752,PST
589859,OR,97330,5.0,Corvallis,44.608694,-123.2752,PST
436781,OR,97330,0.0,Corvallis,44.608694,-123.2752,PST
469439,OR,97330,0.0,Corvallis,44.608694,-123.2752,PST
8395,OR,97330,3.0,Corvallis,44.608694,-123.2752,PST
73039,OR,97360,0.0,Mill City,44.75067,-122.47726999999999,PST
267458,OR,97701,2.0,Bend,44.091256,-121.29768999999999,PST
185133,OR,97701,2.0,Bend,44.091256,-121.29768999999999,PST
371681,OR,97701,3.0,Bend,44.091256,-121.29768999999999,PST
682165,OR,97701,0.0,Bend,44.091256,-121.29768999999999,PST
91661,OR,97701,1.0,Bend,44.091256,-121.29768999999999,PST
83017,OR,97701,4.0,Bend,44.091256,-121.29768999999999,PST
450451,OR,97701,4.0,Bend,44.091256,-121.29768999999999,PST
336961,OR,97709,1.0,Bend,44.001834,-120.94951999999999,PST
272702,OR,97352,5.0,Jefferson,44.736025,-123.02553,PST
320855,OR,97352,3.0,Jefferson,44.736025,-123.02553,PST
284327,OR,97352,1.0,Jefferson,44.736025,-123.02553,PST
543026,OR,97526,5.0,Grants Pass,42.4631,-123.33162,PST
312109,OR,97526,5.0,Grants Pass,42.4631,-123.33162,PST
748663,OR,97526,2.0,Grants Pass,42.4631,-123.33162,PST
144570,OR,97526,0.0,Grants Pass,42.4631,-123.33162,PST
220432,OR,97526,5.0,Grants Pass,42.4631,-123.33162,PST
115255,OR,97526,2.0,Grants Pass,42.4631,-123.33162,PST
471356,OR,97478,3.0,Springfield,44.070824,-122.90709,PST
142518,OR,97478,0.0,Springfield,44.070824,-122.90709,PST
510132,OR,97478,4.0,Springfield,44.070824,-122.90709,PST
142893,OR,97478,0.0,Springfield,44.070824,-122.90709,PST
246355,OR,97478,4.0,Springfield,44.070824,-122.90709,PST
717389,OR,97478,3.0,Springfield,44.070824,-122.90709,PST
296188,OR,97478,2.0,Springfield,44.070824,-122.90709,PST
354686,OR,97048,3.0,Rainier,46.054947999999996,-122.95714,PST
631927,OR,97048,0.0,Rainier,46.054947999999996,-122.95714,PST
13781,OR,97624,0.0,Chiloquin,42.606472,-121.81296999999999,PST
464442,OR,97301,4.0,Salem,44.926644,-122.98693999999999,PST
18197,OR,97301,1.0,Salem,44.926644,-122.98693999999999,PST
284749,OR,97301,3.0,Salem,44.926644,-122.98693999999999,PST
464572,OR,97301,1.0,Salem,44.926644,-122.98693999999999,PST
692964,OR,97502,5.0,Central Point,42.387399,-122.92154,PST
202844,OR,97603,3.0,Klamath Falls,42.169323,-121.70298000000001,PST
142656,OR,97603,0.0,Klamath Falls,42.169323,-121.70298000000001,PST
352848,OR,97603,3.0,Klamath Falls,42.169323,-121.70298000000001,PST
640079,OR,97603,3.0,Klamath Falls,42.169323,-121.70298000000001,PST
654377,OR,97754,1.0,Prineville,44.238306,-120.75681999999999,PST
450590,OR,97754,3.0,Prineville,44.238306,-120.75681999999999,PST
80265,OR,97754,3.0,Prineville,44.238306,-120.75681999999999,PST
318123,OR,97754,0.0,Prineville,44.238306,-120.75681999999999,PST
165891,OR,97702,5.0,Bend,44.020483,-121.30891000000001,PST
666932,OR,97702,1.0,Bend,44.020483,-121.30891000000001,PST
240454,OR,97702,3.0,Bend,44.020483,-121.30891000000001,PST
367620,OR,97702,4.0,Bend,44.020483,-121.30891000000001,PST
371268,OR,97702,3.0,Bend,44.020483,-121.30891000000001,PST
184642,OR,97702,3.0,Bend,44.020483,-121.30891000000001,PST
362913,OR,97702,0.0,Bend,44.020483,-121.30891000000001,PST
691963,OR,97702,2.0,Bend,44.020483,-121.30891000000001,PST
198995,OR,97702,3.0,Bend,44.020483,-121.30891000000001,PST
186232,OR,97702,3.0,Bend,44.020483,-121.30891000000001,PST
631731,OR,97702,0.0,Bend,44.020483,-121.30891000000001,PST
646201,OR,97801,0.0,Pendleton,45.665146,-118.789,PST
115415,OR,97801,3.0,Pendleton,45.665146,-118.789,PST
733364,OR,97801,3.0,Pendleton,45.665146,-118.789,PST
635285,OR,97801,3.0,Pendleton,45.665146,-118.789,PST
66966,OR,97801,3.0,Pendleton,45.665146,-118.789,PST
620853,OR,97801,0.0,Pendleton,45.665146,-118.789,PST
421557,OR,97801,2.0,Pendleton,45.665146,-118.789,PST
166153,OR,97760,2.0,Terrebonne,44.384155,-121.20181000000001,PST
51493,OR,97760,4.0,Terrebonne,44.384155,-121.20181000000001,PST
141069,OR,97524,0.0,Eagle Point,42.484283000000005,-122.74031000000001,PST
688092,OR,97524,2.0,Eagle Point,42.484283000000005,-122.74031000000001,PST
568848,OR,97009,3.0,Boring,45.428663,-122.3809,PST
520521,OR,97009,0.0,Boring,45.428663,-122.3809,PST
624325,OR,97009,3.0,Boring,45.428663,-122.3809,PST
364467,OR,97009,1.0,Boring,45.428663,-122.3809,PST
451078,OR,97304,4.0,Salem,44.970181,-123.08033,PST
743603,OR,97304,0.0,Salem,44.970181,-123.08033,PST
253410,OR,97304,4.0,Salem,44.970181,-123.08033,PST
511130,OR,97304,4.0,Salem,44.970181,-123.08033,PST
535425,OR,97304,3.0,Salem,44.970181,-123.08033,PST
204963,OR,97304,0.0,Salem,44.970181,-123.08033,PST
295043,OR,97304,3.0,Salem,44.970181,-123.08033,PST
589293,OR,97222,0.0,Portland,45.442634000000005,-122.61833,PST
166276,OR,97222,1.0,Portland,45.442634000000005,-122.61833,PST
658659,OR,97222,1.0,Portland,45.442634000000005,-122.61833,PST
385710,OR,97222,0.0,Portland,45.442634000000005,-122.61833,PST
580307,OR,97222,1.0,Portland,45.442634000000005,-122.61833,PST
639518,OR,97055,1.0,Sandy,45.375143,-122.21021,PST
97115,OR,97055,0.0,Sandy,45.375143,-122.21021,PST
385351,OR,97055,4.0,Sandy,45.375143,-122.21021,PST
623053,OR,97055,3.0,Sandy,45.375143,-122.21021,PST
484852,OR,97055,0.0,Sandy,45.375143,-122.21021,PST
629884,OR,97038,3.0,Molalla,45.10799,-122.56555,PST
605863,OR,97038,0.0,Molalla,45.10799,-122.56555,PST
671032,OR,97487,0.0,Veneta,44.023225,-123.38399,PST
657249,OR,97487,3.0,Veneta,44.023225,-123.38399,PST
665990,OR,97487,0.0,Veneta,44.023225,-123.38399,PST
338866,OR,97487,3.0,Veneta,44.023225,-123.38399,PST
317248,OR,97140,1.0,Sherwood,45.352086,-122.85376000000001,PST
746529,OR,97140,1.0,Sherwood,45.352086,-122.85376000000001,PST
504880,OR,97140,5.0,Sherwood,45.352086,-122.85376000000001,PST
507826,OR,97138,1.0,Seaside,45.926111999999996,-123.81523999999999,PST
659499,OR,97138,3.0,Seaside,45.926111999999996,-123.81523999999999,PST
17342,OR,97138,4.0,Seaside,45.926111999999996,-123.81523999999999,PST
82242,OR,97201,5.0,Portland,45.498940000000005,-122.68781000000001,PST
405315,OR,97201,3.0,Portland,45.498940000000005,-122.68781000000001,PST
691712,OR,97201,4.0,Portland,45.498940000000005,-122.68781000000001,PST
155488,OR,97031,0.0,Hood River,45.673147,-121.5368,PST
691223,OR,97031,0.0,Hood River,45.673147,-121.5368,PST
480191,OR,97133,0.0,North Plains,45.65749,-123.0242,PST
369055,OR,97528,1.0,Grants Pass,42.396421000000004,-123.535027,PST
35240,OR,97302,3.0,Salem,44.906492,-123.05129,PST
725178,OR,97302,5.0,Salem,44.906492,-123.05129,PST
709051,OR,97302,0.0,Salem,44.906492,-123.05129,PST
310733,OR,97302,0.0,Salem,44.906492,-123.05129,PST
497000,OR,97220,0.0,Portland,45.546205,-122.56026999999999,PST
187741,OR,97220,0.0,Portland,45.546205,-122.56026999999999,PST
692595,OR,97220,5.0,Portland,45.546205,-122.56026999999999,PST
658197,OR,97355,1.0,Lebanon,44.527304,-122.85512,PST
474000,OR,97355,1.0,Lebanon,44.527304,-122.85512,PST
319002,OR,97355,3.0,Lebanon,44.527304,-122.85512,PST
23596,OR,97386,0.0,Sweet Home,44.391863,-122.72856000000002,PST
89472,OR,97386,3.0,Sweet Home,44.391863,-122.72856000000002,PST
278470,OR,97266,2.0,Portland,45.478640999999996,-122.56233,PST
26779,OR,97266,3.0,Portland,45.478640999999996,-122.56233,PST
271885,OR,97013,3.0,Canby,45.247004,-122.68208,PST
87257,OR,97013,3.0,Canby,45.247004,-122.68208,PST
98672,OR,97013,3.0,Canby,45.247004,-122.68208,PST
422414,OR,97013,0.0,Canby,45.247004,-122.68208,PST
137942,OR,97013,0.0,Canby,45.247004,-122.68208,PST
162843,OR,97013,3.0,Canby,45.247004,-122.68208,PST
29509,OR,97850,4.0,La Grande,45.32627,-118.08197,PST
