date,addr,val
2006-03-10,동작구,103.9826634
2006-03-10,마포구,100.1596757
2006-03-10,서대문구,74.29248869
2006-03-10,서초구,134.3605978
2006-03-10,성동구,110.4271394
2006-03-10,성북구,70.7402907
2006-03-10,송파구,126.3121358
2006-03-10,양천구,99.74653504
2006-03-10,영등포구,87.11038585
2006-03-10,용산구,121.1542295
2006-03-10,은평구,59.06302083
2006-03-10,종로구,81.55
2006-03-10,중구,121.0054737
2006-03-10,중랑구,62.80857143
2006-04-10,강남구,120.6437094
2006-04-10,강동구,109.9556614
2006-04-10,강북구,68.37441558
2006-04-10,강서구,77.52840376
2006-04-10,관악구,78.38914005
2006-04-10,광진구,107.126
2006-04-10,구로구,68.72610442
2006-04-10,금천구,50.66134715
2006-04-10,노원구,77.8673494
2006-04-10,도봉구,74.59333333
2006-04-10,동대문구,74.91333333
2006-04-10,동작구,101.0622959
2006-04-10,마포구,101.7897959
2006-04-10,서대문구,71.93506608
2006-04-10,서초구,122.4764632
2006-04-10,성동구,108.6732961
2006-04-10,성북구,72.31293233
2006-04-10,송파구,126.0349635
2006-04-10,양천구,94.17858491
2006-04-10,영등포구,85.85933333
2006-04-10,용산구,121.962
2006-04-10,은평구,65.17101266
2006-04-10,종로구,86.09346939
2006-04-10,중구,113.0291429
2006-04-10,중랑구,62.93979798
2006-05-10,강남구,114.7291852
2006-05-10,강동구,110.0854433
2006-05-10,강북구,60.52434286
2006-05-10,강서구,72.70836703
2006-05-10,관악구,75.61013477
2006-05-10,광진구,112.8862094
2006-05-10,구로구,71.3162963
2006-05-10,금천구,55.41813953
2006-05-10,노원구,77.66210075
2006-05-10,도봉구,72.92326203
2006-05-10,동대문구,77.14328244
2006-05-10,동작구,97.93607143
2006-05-10,마포구,91.8076
2006-05-10,서대문구,78.61521951
2006-05-10,서초구,132.3254605
2006-05-10,성동구,109.4297846
2006-05-10,성북구,78.60279503
2006-05-10,송파구,120.7285504
2006-05-10,양천구,89.32831111
2006-05-10,영등포구,83.36166247
2006-05-10,용산구,112.5304511
2006-05-10,은평구,62.55410256
2006-05-10,종로구,85.8904
2006-05-10,중구,110.7837931
2006-05-10,중랑구,65.46860759
2006-06-10,강남구,119.3849302
2006-06-10,강동구,101.783719
2006-06-10,강북구,69.01194631
2006-06-10,강서구,73.08167464
2006-06-10,관악구,81.73146667
2006-06-10,광진구,115.4987097
2006-06-10,구로구,68.34471429
2006-06-10,금천구,51.97211009
2006-06-10,노원구,82.67805389
2006-06-10,도봉구,72.38376623
2006-06-10,동대문구,77.985
2006-06-10,동작구,97.49122302
2006-06-10,마포구,87.21164835
2006-06-10,서대문구,74.47388235
2006-06-10,서초구,132.0792053
2006-06-10,성동구,110.2033846
2006-06-10,성북구,72.48198198
2006-06-10,송파구,121.5120219
2006-06-10,양천구,75.41693023
2006-06-10,영등포구,85.20419476
2006-06-10,용산구,119.0346789
2006-06-10,은평구,60.87396825
2006-06-10,종로구,85.58666667
2006-06-10,중구,107.1295833
2006-06-10,중랑구,68.364
2006-07-10,강남구,113.1268387
2006-07-10,강동구,104.0689474
2006-07-10,강북구,69.37357143
2006-07-10,강서구,71.19171875
2006-07-10,관악구,72.83615764
2006-07-10,광진구,101.6896296
2006-07-10,구로구,72.93457227
2006-07-10,금천구,61.12557377
2006-07-10,노원구,76.16337942
2006-07-10,도봉구,84.22236066
2006-07-10,동대문구,72.90597938
2006-07-10,동작구,96.07345029
2006-07-10,마포구,88.53670455
2006-07-10,서대문구,74.30244681
2006-07-10,서초구,124.7506452
2006-07-10,성동구,105.34
2006-07-10,성북구,78.53508091
2006-07-10,송파구,116.5967742
2006-07-10,양천구,66.71156716
2006-07-10,영등포구,81.1644898
2006-07-10,용산구,114.9701961
2006-07-10,은평구,54.04260163
2006-07-10,종로구,84.398125
2006-07-10,중구,112.244878
2006-07-10,중랑구,58.14631579
2006-08-10,강남구,115.7181754
2006-08-10,강동구,104.0378212
2006-08-10,강북구,60.63019608
2006-08-10,강서구,68.06011583
2006-08-10,관악구,83.23697987
2006-08-10,광진구,107.5430222
2006-08-10,구로구,71.2778355
2006-08-10,금천구,58.76673684
2006-08-10,노원구,77.86258803
2006-08-10,도봉구,72.29911628
2006-08-10,동대문구,69.90889764
2006-08-10,동작구,94.94712329
2006-08-10,마포구,89.51422222
2006-08-10,서대문구,73.80555556
2006-08-10,서초구,130.5841935
2006-08-10,성동구,106.0872059
2006-08-10,성북구,69.22171254
2006-08-10,송파구,108.8521875
2006-08-10,양천구,74.70291925
2006-08-10,영등포구,86.3916388
2006-08-10,용산구,117.1332308
2006-08-10,은평구,54.66860606
2006-08-10,종로구,71.61207547
2006-08-10,중구,105.8120513
2006-08-10,중랑구,63.12103586
2006-09-10,강남구,112.3550309
2006-09-10,강동구,112.9365099
2006-09-10,강북구,66.9139604
2006-09-10,강서구,72.46612593
2006-09-10,관악구,82.70592083
2006-09-10,광진구,115.2581081
2006-09-10,구로구,71.31824519
2006-09-10,금천구,57.73703704
2006-09-10,노원구,79.14757517
2006-09-10,도봉구,70.82303704
2006-09-10,동대문구,79.98979362
2006-09-10,동작구,101.8159043
2006-09-10,마포구,94.00553734
2006-09-10,서대문구,73.03981763
2006-09-10,서초구,137.8504545
2006-09-10,성동구,105.7372332
2006-09-10,성북구,79.57536023
2006-09-10,송파구,121.2753762
2006-09-10,양천구,83.45413379
2006-09-10,영등포구,87.28530303
2006-09-10,용산구,113.8914286
2006-09-10,은평구,54.53342756
2006-09-10,종로구,85.038
2006-09-10,중구,103.7153846
2006-09-10,중랑구,68.09248082
2006-10-10,강남구,110.1608811
2006-10-10,강동구,115.5484715
2006-10-10,강북구,69.02509978
2006-10-10,강서구,84.32829511
2006-10-10,관악구,78.88012638
2006-10-10,광진구,120.7145631
2006-10-10,구로구,73.37332698
2006-10-10,금천구,61.80220657
2006-10-10,노원구,77.24408721
2006-10-10,도봉구,70.94578544
2006-10-10,동대문구,83.79693593
2006-10-10,동작구,106.6553819
2006-10-10,마포구,101.4302034
2006-10-10,서대문구,77.35291585
2006-10-10,서초구,130.5559018
2006-10-10,성동구,110.8605483
2006-10-10,성북구,77.77322699
2006-10-10,송파구,122.8352006
2006-10-10,양천구,99.0747027
2006-10-10,영등포구,100.6698084
2006-10-10,용산구,118.3971533
2006-10-10,은평구,64.03280967
2006-10-10,종로구,71.61018519
2006-10-10,중구,118.2696894
2006-10-10,중랑구,66.96982229
2006-11-10,강남구,109.5664225
2006-11-10,강동구,100.5864714
2006-11-10,강북구,64.35468354
2006-11-10,강서구,80.55209486
2006-11-10,관악구,76.06581236
2006-11-10,광진구,115.6399099
2006-11-10,구로구,71.947733
2006-11-10,금천구,62.63641161
2006-11-10,노원구,76.89344882
2006-11-10,도봉구,79.4581294
2006-11-10,동대문구,77.42176183
2006-11-10,동작구,102.5010286
2006-11-10,마포구,95.982263
2006-11-10,서대문구,73.93083512
2006-11-10,서초구,122.0977866
2006-11-10,성동구,111.4633676
2006-11-10,성북구,70.75918167
2006-11-10,송파구,121.2631241
2006-11-10,양천구,91.03165079
2006-11-10,영등포구,94.95114068
2006-11-10,용산구,126.4861983
2006-11-10,은평구,62.99871508
2006-11-10,종로구,82.26795918
2006-11-10,중구,104.4584615
2006-11-10,중랑구,68.31340659
2006-12-10,강남구,110.3593761
2006-12-10,강동구,103.0707143
2006-12-10,강북구,63.15817073
2006-12-10,강서구,78.92754564
2006-12-10,관악구,79.92798587
2006-12-10,광진구,108.7515385
2006-12-10,구로구,78.53450413
2006-12-10,금천구,60.02721893
2006-12-10,노원구,72.87833821
2006-12-10,도봉구,81.83743261
2006-12-10,동대문구,73.9852907
2006-12-10,동작구,105.1884685
2006-12-10,마포구,94.00934498
2006-12-10,서대문구,77.26839695
2006-12-10,서초구,118.0701695
2006-12-10,성동구,116.2279498
2006-12-10,성북구,73.9548105
2006-12-10,송파구,117.864951
2006-12-10,양천구,84.12522255
2006-12-10,영등포구,92.01778502
2006-12-10,용산구,116.9123664
2006-12-10,은평구,68.8373444
2006-12-10,종로구,80.83178082
2006-12-10,중구,96.91275862
2006-12-10,중랑구,64.36163142
2007-01-10,강남구,101.1833333
2007-01-10,강동구,93.95694215
2007-01-10,강북구,52.40478261
2007-01-10,강서구,71.87017857
2007-01-10,관악구,74.83761194
2007-01-10,광진구,103.1948571
2007-01-10,구로구,83.05602649
2007-01-10,금천구,64.46183908
2007-01-10,노원구,73.46582467
2007-01-10,도봉구,89.1529563
2007-01-10,동대문구,78.50348315
2007-01-10,동작구,109.2408989
2007-01-10,마포구,91.2693913
2007-01-10,서대문구,68.94082192
2007-01-10,서초구,114.5311321
2007-01-10,성동구,106.4738596
2007-01-10,성북구,81.51984
2007-01-10,송파구,105.3746099
2007-01-10,양천구,74.56980132
2007-01-10,영등포구,91.93970588
2007-01-10,용산구,115.3006349
2007-01-10,은평구,64.52591304
2007-01-10,종로구,95.46333333
2007-01-10,중구,98.30423077
2007-01-10,중랑구,62.4775641
2007-02-10,강남구,103.6323611
2007-02-10,강동구,93.06247525
2007-02-10,강북구,61.49082569
2007-02-10,강서구,71.09142857
2007-02-10,관악구,71.06363636
2007-02-10,광진구,103.0716279
2007-02-10,구로구,73.36204651
2007-02-10,금천구,65.62155556
2007-02-10,노원구,67.52074627
2007-02-10,도봉구,80.20066007
2007-02-10,동대문구,101.5105
2007-02-10,동작구,97.47126214
2007-02-10,마포구,90.2176087
2007-02-10,서대문구,69.26646154
2007-02-10,서초구,113.4950442
2007-02-10,성동구,112.0604494
2007-02-10,성북구,71.67797872
2007-02-10,송파구,105.70576
2007-02-10,양천구,70.86018349
2007-02-10,영등포구,95.67481481
2007-02-10,용산구,119.1411765
2007-02-10,은평구,64.99843478
2007-02-10,종로구,102.2194444
2007-02-10,중구,103.9319149
2007-02-10,중랑구,67.48503597
2007-03-10,강남구,102.5996078
2007-03-10,강동구,93.50222222
2007-03-10,강북구,60.41502959
2007-03-10,강서구,72.63353612
2007-03-10,관악구,76.7640566
2007-03-10,광진구,115.3173529
2007-03-10,구로구,70.32753799
2007-03-10,금천구,56.83288136
2007-03-10,노원구,75.33460651
2007-03-10,도봉구,88.53830986
2007-03-10,동대문구,92.71876221
2007-03-10,동작구,98.80236111
2007-03-10,마포구,93.33681818
2007-03-10,서대문구,73.69215686
2007-03-10,서초구,115.6137984
2007-03-10,성동구,121.450625
2007-03-10,성북구,64.33151292
2007-03-10,송파구,102.0404469
2007-03-10,양천구,72.43988827
2007-03-10,영등포구,93.49231481
2007-03-10,용산구,124.0707042
2007-03-10,은평구,62.38491429
2007-03-10,종로구,78.38255319
2007-03-10,중구,103.0573077
2007-03-10,중랑구,71.20423792
2007-04-10,강남구,108.4895302
2007-04-10,강동구,99.91918552
2007-04-10,강북구,63.09983333
2007-04-10,강서구,60.58377193
2007-04-10,관악구,82.44529801
2007-04-10,광진구,107.5434375
2007-04-10,구로구,83.86401747
2007-04-10,금천구,62.31093023
2007-04-10,노원구,68.11827633
2007-04-10,도봉구,86.44712329
2007-04-10,동대문구,70.8909417
2007-04-10,동작구,103.2090722
2007-04-10,마포구,91.41162393
2007-04-10,서대문구,72.99251337
2007-04-10,서초구,116.3362712
2007-04-10,성동구,116.4565591
2007-04-10,성북구,74.88132597
2007-04-10,송파구,122.2713386
2007-04-10,양천구,79.11053254
2007-04-10,영등포구,98.6608589
2007-04-10,용산구,130.0836893
2007-04-10,은평구,72.86416667
2007-04-10,종로구,98.15235294
2007-04-10,중구,102.3235556
2007-04-10,중랑구,70.32473934
2007-05-10,강남구,110.8515385
2007-05-10,강동구,109.101105
2007-05-10,강북구,63.96126316
2007-05-10,강서구,72.56790698
2007-05-10,관악구,85.36857143
2007-05-10,광진구,98.14733333
2007-05-10,구로구,74.14932039
2007-05-10,금천구,67.41527778
2007-05-10,노원구,65.742625
2007-05-10,도봉구,79.14708861
2007-05-10,동대문구,80.33558621
2007-05-10,동작구,112.4773196
2007-05-10,마포구,95.605
2007-05-10,서대문구,67.88652174
2007-05-10,서초구,116.0030252
2007-05-10,성동구,109.13925
2007-05-10,성북구,75.15621212
2007-05-10,송파구,118.642716
2007-05-10,양천구,98.25224806
2007-05-10,영등포구,91.03746269
2007-05-10,용산구,122.5317949
2007-05-10,은평구,71.12790698
2007-05-10,종로구,78.59931034
2007-05-10,중구,97.116875
2007-05-10,중랑구,67.51686567
2007-06-10,강남구,113.1118412
2007-06-10,강동구,117.8388772
2007-06-10,강북구,63.53266055
2007-06-10,강서구,67.16774468
2007-06-10,관악구,81.85822785
2007-06-10,광진구,118.8189189
2007-06-10,구로구,81.09612403
2007-06-10,금천구,70.65402299
2007-06-10,노원구,69.19159091
2007-06-10,도봉구,82.54506098
2007-06-10,동대문구,86.06615385
2007-06-10,동작구,108.7924088
2007-06-10,마포구,92.96591195
2007-06-10,서대문구,73.16835294
2007-06-10,서초구,130.3396364
2007-06-10,성동구,115.33408
2007-06-10,성북구,77.95237569
2007-06-10,송파구,118.1702008
2007-06-10,양천구,92.78466667
2007-06-10,영등포구,103.7068263
2007-06-10,용산구,130.9536709
2007-06-10,은평구,68.91102041
2007-06-10,종로구,93.52571429
2007-06-10,중구,101.4669767
2007-06-10,중랑구,60.60255319
2007-07-10,강남구,104.4202888
2007-07-10,강동구,103.3538793
2007-07-10,강북구,65.92191781
2007-07-10,강서구,66.62036364
2007-07-10,관악구,87.0727
2007-07-10,광진구,112.4432099
2007-07-10,구로구,81.76918567
2007-07-10,금천구,61.3552
2007-07-10,노원구,65.75106117
2007-07-10,도봉구,72.85498881
2007-07-10,동대문구,87.58142857
2007-07-10,동작구,107.1939583
2007-07-10,마포구,96.18757709
2007-07-10,서대문구,83.33448649
2007-07-10,서초구,118.799125
2007-07-10,성동구,117.780916
2007-07-10,성북구,72.95134454
2007-07-10,송파구,120.9787129
2007-07-10,양천구,72.74752137
2007-07-10,영등포구,95.00990654
2007-07-10,용산구,119.0955556
2007-07-10,은평구,66.65053254
2007-07-10,종로구,90.22444444
2007-07-10,중구,107.2045833
2007-07-10,중랑구,64.42896266
2007-08-10,강남구,95.84088106
2007-08-10,강동구,100.295
2007-08-10,강북구,70.93426087
2007-08-10,강서구,59.75861789
2007-08-10,관악구,84.28102857
2007-08-10,광진구,123.1062162
2007-08-10,구로구,73.96162963
2007-08-10,금천구,69.35650485
2007-08-10,노원구,65.45032078
2007-08-10,도봉구,69.82905983
2007-08-10,동대문구,82.16602041
2007-08-10,동작구,115.2015
2007-08-10,마포구,93.9545122
2007-08-10,서대문구,77.47785714
2007-08-10,서초구,133.2674419
2007-08-10,성동구,116.3215054
2007-08-10,성북구,71.98654206
2007-08-10,송파구,116.3210063
2007-08-10,양천구,77.93165775
2007-08-10,영등포구,99.2215873
2007-08-10,용산구,119.8864
2007-08-10,은평구,69.58327273
2007-08-10,종로구,79.84705882
2007-08-10,중구,116.8109091
2007-08-10,중랑구,72.35033708
2007-09-10,강남구,114.563875
2007-09-10,강동구,105.6646409
2007-09-10,강북구,69.30176471
2007-09-10,강서구,76.34865079
2007-09-10,관악구,85.13986111
2007-09-10,광진구,129.4904615
2007-09-10,구로구,80.67014085
2007-09-10,금천구,64.11290323
2007-09-10,노원구,64.8030229
2007-09-10,도봉구,73.1475625
2007-09-10,동대문구,83.66884211
2007-09-10,동작구,112.1927419
2007-09-10,마포구,106.1201342
2007-09-10,서대문구,78.19782051
2007-09-10,서초구,120.6206838
2007-09-10,성동구,118.1653465
2007-09-10,성북구,81.52189474
2007-09-10,송파구,121.2067089
2007-09-10,양천구,84.64113208
2007-09-10,영등포구,99.88
2007-09-10,용산구,121.9518605
2007-09-10,은평구,70.824
2007-09-10,종로구,103.8695652
2007-09-10,중구,98.28785714
2007-09-10,중랑구,65.96139037
2007-10-10,강남구,110.6773705
2007-10-10,강동구,107.0378007
2007-10-10,강북구,78.39690608
2007-10-10,강서구,76.61666667
2007-10-10,관악구,91.07828571
2007-10-10,광진구,122.6164865
2007-10-10,구로구,82.3449711
2007-10-10,금천구,68.07954286
2007-10-10,노원구,64.50435681
2007-10-10,도봉구,70.31178654
2007-10-10,동대문구,89.04591837
2007-10-10,동작구,117.9326263
2007-10-10,마포구,104.9727511
2007-10-10,서대문구,82.63090909
2007-10-10,서초구,124.3064894
2007-10-10,성동구,119.7721311
2007-10-10,성북구,82.02262976
2007-10-10,송파구,123.9214545
2007-10-10,양천구,97.18743119
2007-10-10,영등포구,101.4807059
2007-10-10,용산구,138.7638384
2007-10-10,은평구,68.74156863
2007-10-10,종로구,83.1027451
2007-10-10,중구,86.90089552
2007-10-10,중랑구,65.0648062
2007-11-10,강남구,103.4158678
2007-11-10,강동구,113.9636283
2007-11-10,강북구,61.13333333
2007-11-10,강서구,73.61462783
2007-11-10,관악구,91.26119403
2007-11-10,광진구,127.5394521
2007-11-10,구로구,81.89771654
2007-11-10,금천구,67.22198473
2007-11-10,노원구,63.68161359
2007-11-10,도봉구,63.32364557
2007-11-10,동대문구,87.38669683
2007-11-10,동작구,114.9989928
2007-11-10,마포구,113.7232292
2007-11-10,서대문구,93.86121951
2007-11-10,서초구,136.382987
2007-11-10,성동구,125.9448889
2007-11-10,성북구,80.75289796
2007-11-10,송파구,117.8221469
2007-11-10,양천구,96.9833945
2007-11-10,영등포구,107.0284071
2007-11-10,용산구,132.992619
2007-11-10,은평구,72.26056338
2007-11-10,종로구,94.5804878
2007-11-10,중구,99.18
2007-11-10,중랑구,66.98927536
2007-12-10,강남구,111.2451142
2007-12-10,강동구,118.6835897
2007-12-10,강북구,81.90181818
2007-12-10,강서구,74.13731544
2007-12-10,관악구,97.50169312
2007-12-10,광진구,130.8136471
2007-12-10,구로구,82.28288809
2007-12-10,금천구,66.44964286
2007-12-10,노원구,61.42485876
2007-12-10,도봉구,66.28939314
2007-12-10,동대문구,92.92028986
2007-12-10,동작구,123.0867532
2007-12-10,마포구,115.759899
2007-12-10,서대문구,85.72110345
2007-12-10,서초구,139.859589
2007-12-10,성동구,120.0287943
2007-12-10,성북구,86.02641509
2007-12-10,송파구,116.1136
2007-12-10,양천구,98.71696335
2007-12-10,영등포구,103.7988889
2007-12-10,용산구,129.3923288
2007-12-10,은평구,77.82467532
2007-12-10,종로구,99.22
2007-12-10,중구,95.06884615
2007-12-10,중랑구,64.81066667
2008-01-10,강남구,108.5287037
2008-01-10,강동구,103.3243678
2008-01-10,강북구,82.02881356
2008-01-10,강서구,75.90867314
2008-01-10,관악구,91.52583784
2008-01-10,광진구,126.6159615
2008-01-10,구로구,78.99953795
2008-01-10,금천구,62.43666667
2008-01-10,노원구,66.97266537
2008-01-10,도봉구,66.31621951
2008-01-10,동대문구,88.96902913
2008-01-10,동작구,119.102454
2008-01-10,마포구,114.3669198
2008-01-10,서대문구,90.29458564
2008-01-10,서초구,124.065977
2008-01-10,성동구,120.1316049
2008-01-10,성북구,88.13915194
2008-01-10,송파구,121.7657576
2008-01-10,양천구,89.04918033
2008-01-10,영등포구,103.1513253
2008-01-10,용산구,131.2352941
2008-01-10,은평구,79.51710526
2008-01-10,종로구,109.2360976
2008-01-10,중구,104.3903704
2008-01-10,중랑구,66.61646552
2008-02-10,강남구,109.5887843
2008-02-10,강동구,105.6959502
2008-02-10,강북구,85.44722222
2008-02-10,강서구,76.11336815
2008-02-10,관악구,96.20837696
2008-02-10,광진구,130.0489091
2008-02-10,구로구,81.35318681
2008-02-10,금천구,74.67716312
2008-02-10,노원구,71.56404823
2008-02-10,도봉구,68.02625
2008-02-10,동대문구,89.26866667
2008-02-10,동작구,120.6406383
2008-02-10,마포구,112.8128947
2008-02-10,서대문구,97.20146341
2008-02-10,서초구,131.9699387
2008-02-10,성동구,123.2272816
2008-02-10,성북구,82.32775641
2008-02-10,송파구,122.555144
2008-02-10,양천구,91.06807843
2008-02-10,영등포구,103.4873984
2008-02-10,용산구,141.9185507
2008-02-10,은평구,72.56072727
2008-02-10,종로구,94.18607143
2008-02-10,중구,102.9130435
2008-02-10,중랑구,69.86364865
2008-03-10,강남구,102.9368579
2008-03-10,강동구,106.1455678
2008-03-10,강북구,87.48524064
2008-03-10,강서구,72.46140556
2008-03-10,관악구,95.84165644
2008-03-10,광진구,128.8291192
2008-03-10,구로구,81.93890071
2008-03-10,금천구,74.96982143
2008-03-10,노원구,85.91831132
2008-03-10,도봉구,78.02307514
2008-03-10,동대문구,97.10548837
2008-03-10,동작구,125.6791126
2008-03-10,마포구,118.2094678
2008-03-10,서대문구,95.23578275
2008-03-10,서초구,110.4006154
2008-03-10,성동구,123.6862658
2008-03-10,성북구,93.27691089
2008-03-10,송파구,125.9653264
2008-03-10,양천구,89.26279412
2008-03-10,영등포구,110.6386732
2008-03-10,용산구,127.9738318
2008-03-10,은평구,82.21474576
2008-03-10,종로구,104.1915942
2008-03-10,중구,110.5857143
2008-03-10,중랑구,78.66569892
2008-04-10,강남구,98.43961957
2008-04-10,강동구,111.021157
2008-04-10,강북구,95.93190184
2008-04-10,강서구,80.63306748
2008-04-10,관악구,103.6251039
2008-04-10,광진구,131.5645745
2008-04-10,구로구,90.21913534
2008-04-10,금천구,81.83860262
2008-04-10,노원구,99.35330645
2008-04-10,도봉구,90.45120275
2008-04-10,동대문구,101.785589
2008-04-10,동작구,128.7905263
2008-04-10,마포구,118.3020579
2008-04-10,서대문구,98.59659259
2008-04-10,서초구,125.765641
2008-04-10,성동구,130.4679681
2008-04-10,성북구,102.9609977
2008-04-10,송파구,132.5783784
2008-04-10,양천구,93.83730684
2008-04-10,영등포구,107.6792857
2008-04-10,용산구,126.737037
2008-04-10,은평구,87.39107011
2008-04-10,종로구,105.8275
2008-04-10,중구,124.2213333
2008-04-10,중랑구,87.59330189
2008-05-10,강남구,116.6875385
2008-05-10,강동구,114.2071287
2008-05-10,강북구,93.52426667
2008-05-10,강서구,90.80972881
2008-05-10,관악구,103.8423333
2008-05-10,광진구,132.9756164
2008-05-10,구로구,94.77846501
2008-05-10,금천구,83.02804598
2008-05-10,노원구,98.52014011
2008-05-10,도봉구,95.16991643
2008-05-10,동대문구,112.720695
2008-05-10,동작구,127.2554815
2008-05-10,마포구,125.58
2008-05-10,서대문구,104.4987773
2008-05-10,서초구,124.799802
2008-05-10,성동구,133.9771296
2008-05-10,성북구,103.8779535
2008-05-10,송파구,122.5688827
2008-05-10,양천구,98.58725275
2008-05-10,영등포구,113.2483457
2008-05-10,용산구,143.60625
2008-05-10,은평구,84.92134615
2008-05-10,종로구,114.0078431
2008-05-10,중구,131.7747059
2008-05-10,중랑구,93.81115702
2008-06-10,강남구,107.3323316
2008-06-10,강동구,113.0464095
2008-06-10,강북구,100.1417308
2008-06-10,강서구,92.5670283
2008-06-10,관악구,111.1108629
2008-06-10,광진구,133.3012281
2008-06-10,구로구,103.1341598
2008-06-10,금천구,87.92654867
2008-06-10,노원구,93.45398876
2008-06-10,도봉구,95.84709677
2008-06-10,동대문구,107.9732292
2008-06-10,동작구,133.6263212
2008-06-10,마포구,129.5785455
2008-06-10,서대문구,101.1116384
2008-06-10,서초구,121.2688
2008-06-10,성동구,131.6557219
2008-06-10,성북구,109.8436709
2008-06-10,송파구,131.8989691
2008-06-10,양천구,95.74997015
2008-06-10,영등포구,107.8933333
2008-06-10,용산구,129.2701449
2008-06-10,은평구,88.64137566
2008-06-10,종로구,118.2088462
2008-06-10,중구,133.209434
2008-06-10,중랑구,95.8652809
2008-07-10,강남구,106.1337374
2008-07-10,강동구,110.4251534
2008-07-10,강북구,84.07571429
2008-07-10,강서구,83.06917031
2008-07-10,관악구,109.3230508
2008-07-10,광진구,134.0739535
2008-07-10,구로구,94.55253589
2008-07-10,금천구,59.036
2008-07-10,노원구,74.35191176
2008-07-10,도봉구,69.40823529
2008-07-10,동대문구,95.90680851
2008-07-10,동작구,126.422243
2008-07-10,마포구,120.2145098
2008-07-10,서대문구,101.5917895
2008-07-10,서초구,109.5658462
2008-07-10,성동구,134.6175309
2008-07-10,성북구,95.12020619
2008-07-10,송파구,125.165045
2008-07-10,양천구,92.10347107
2008-07-10,영등포구,107.3626047
2008-07-10,용산구,128.3
2008-07-10,은평구,101.3718954
2008-07-10,종로구,120.944
2008-07-10,중구,121.5171429
2008-07-10,중랑구,66.37921569
2008-08-10,강남구,120.1001818
2008-08-10,강동구,118.1528235
2008-08-10,강북구,98.34823529
2008-08-10,강서구,88.08666667
2008-08-10,관악구,102.6594366
2008-08-10,광진구,126.7355102
2008-08-10,구로구,95.5705
2008-08-10,금천구,82.9192
2008-08-10,노원구,89.43354839
2008-08-10,도봉구,85.92475
2008-08-10,동대문구,108.9014035
2008-08-10,동작구,136.5646753
2008-08-10,마포구,126.7825397
2008-08-10,서대문구,109.0264286
2008-08-10,서초구,115.805
2008-08-10,성동구,138.3366038
2008-08-10,성북구,107.6285217
2008-08-10,송파구,129.5889773
2008-08-10,양천구,106.7214679
2008-08-10,영등포구,108.5510526
2008-08-10,용산구,135.978
2008-08-10,은평구,101.3721739
2008-08-10,종로구,99.8573913
2008-08-10,중구,139.3222222
2008-08-10,중랑구,93.20121212
2008-09-10,강남구,111.8996262
2008-09-10,강동구,128.3791045
2008-09-10,강북구,102.5557576
2008-09-10,강서구,96.03747368
2008-09-10,관악구,106.7907407
2008-09-10,광진구,129.690625
2008-09-10,구로구,92.67662338
2008-09-10,금천구,88.79909091
2008-09-10,노원구,88.10574074
2008-09-10,도봉구,99.235
2008-09-10,동대문구,103.145
2008-09-10,동작구,127.0209677
2008-09-10,마포구,102.4149153
2008-09-10,서대문구,112.1818519
2008-09-10,서초구,121.9185366
2008-09-10,성동구,135.1112821
2008-09-10,성북구,95.18826667
2008-09-10,송파구,131.6277698
2008-09-10,양천구,109.6349206
2008-09-10,영등포구,115.0629268
