"CUSTOMER_NBR","STATE","ZIP_CODE","SHOPPER_SEGMENT_CODE","city","latitude","longitude","timezone","cluster"
3071,"ME",4901,3,"Waterville",44.554965,-69.61297,"EST",4
3077,"NC",28208,4,"Charlotte",35.235791,-80.89295,"EST",4
3081,"NY",14617,4,"Rochester",43.223213,-77.59721,"EST",4
3099,"MA",1450,4,"Groton",42.609887,-71.55722,"EST",4
3118,"FL",33870,4,"Sebring",27.483817,-81.42131,"EST",4
3156,"NY",14052,5,"East Aurora",42.770859,-78.59804,"EST",4
3235,"OH",43968,4,"Wellsville",40.621521,-80.66843,"EST",4
3278,"PA",15317,0,"Canonsburg",40.26819,-80.16222,"EST",4
3285,"PA",19018,4,"Primos",39.922862,-75.29639,"EST",4
3302,"MI",48070,4,"Huntington Woods",42.482585,-83.16812,"EST",4
3307,"MA",2767,2,"Raynham",41.934586,-71.04905,"EST",4
3313,"PA",19530,0,"Kutztown",40.535102,-75.77566,"EST",4
3330,"NC",27127,4,"Winston Salem",36.039398,-80.26171,"EST",4
3366,"MI",48813,4,"Charlotte",42.580076,-84.8228,"EST",4
3414,"OR",97016,1,"Clatskanie",46.078338,-123.26993,"PST",4
3447,"NJ",7921,4,"Bedminster",40.652301,-74.653,"EST",4
3596,"MA",1540,4,"Oxford",42.117527,-71.8657,"EST",4
3597,"NE",68007,4,"Bennington",41.36753,-96.17269,"CST",4
3600,"SC",29550,3,"Hartsville",34.386728,-80.08256,"EST",4
3714,"MT",59102,4,"Billings",45.778852,-108.5742,"MST",4
3717,"OR",97045,1,"Oregon City",45.344246,-122.58464,"PST",4
3815,"TX",75013,4,"Allen",33.106582,-96.69402,"CST",4
3868,"AZ",85284,5,"Tempe",33.338333,-111.92962,"MST",4
3930,"PA",16002,0,"Butler",40.818663,-79.86119,"EST",4
3988,"KY",41048,4,"Hebron",39.0805,-84.68754,"EST",4
3998,"CA",92399,1,"Yucaipa",34.033564,-117.03776,"PST",4
4016,"MN",55429,0,"Minneapolis",45.064714,-93.34155,"CST",4
4039,"FL",32063,2,"Macclenny",30.267664,-82.12457,"EST",4
4122,"NY",10023,5,"New York",40.776099,-73.98285,"EST",4
4147,"NJ",8213,4,"Cologne",39.509208,-74.608557,"EST",4
4199,"IL",60050,0,"Mchenry",42.348406,-88.24769,"CST",4
4225,"CA",95382,1,"Turlock",37.523901,-120.8516,"PST",4
4259,"CA",92313,4,"Grand Terrace",34.030714,-117.31174,"PST",4
4327,"NY",12533,4,"Hopewell Junction",41.573253,-73.79347,"EST",4
4453,"CA",92020,4,"El Cajon",32.7991,-116.97334,"PST",4
4477,"CA",91405,3,"Van Nuys",34.199704,-118.44724,"PST",4
4524,"NJ",7630,3,"Emerson",40.97514,-74.02725,"EST",4
4642,"KY",40059,4,"Prospect",38.350915,-85.60042,"EST",4
4652,"OH",45042,4,"Middletown",39.534907,-84.39324,"EST",4
4731,"NC",27616,1,"Raleigh",35.865441,-78.54929,"EST",4
4774,"KY",40203,4,"Louisville",38.248106,-85.7665,"EST",4
4817,"WA",98072,4,"Woodinville",47.758786,-122.10205,"PST",4
4871,"PA",16602,1,"Altoona",40.50217,-78.39121,"EST",4
4900,"WV",26301,4,"Clarksburg",39.281289,-80.34348,"EST",4
4969,"IN",46163,3,"New Palestine",39.726811,-85.89726,"EST",4
5165,"PA",19422,4,"Blue Bell",40.157526,-75.27816,"EST",4
5252,"NJ",7828,4,"Budd Lake",40.878198,-74.73875,"EST",4
5255,"NC",28166,4,"Troutman",35.687365,-80.88715,"EST",4
5382,"PA",19380,0,"West Chester",39.983108,-75.59332,"EST",4
5439,"CA",92040,4,"Lakeside",32.873849,-116.90477,"PST",4
5453,"MA",2532,4,"Buzzards Bay",41.751841,-70.59764,"EST",4
5540,"CT",6488,4,"Southbury",41.475263,-73.22184,"EST",4
5546,"WI",53590,4,"Sun Prairie",43.189953,-89.2253,"CST",4
5605,"PA",17601,4,"Lancaster",40.072246,-76.3155,"EST",4
5657,"PA",15010,4,"Beaver Falls",40.763899,-80.33572,"EST",4
5676,"MI",48183,2,"Trenton",42.137071,-83.21446,"EST",4
5759,"PA",17402,4,"York",39.976898,-76.67785,"EST",4
5766,"MD",21904,4,"Port Deposit",39.61881,-76.0853,"EST",4
5781,"PA",18018,2,"Bethlehem",40.625444,-75.38831,"EST",4
5792,"PA",16127,4,"Grove City",41.169987,-80.08174,"EST",4
5848,"MI",49461,3,"Whitehall",43.389775,-86.34028,"EST",4
5953,"NY",13030,4,"Bridgeport",43.164297,-75.96057,"EST",4
6004,"MA",1930,4,"Gloucester",42.624015,-70.67552,"EST",4
6214,"PA",17064,2,"Mount Gretna",40.24793,-76.46847,"EST",4
6425,"MN",55113,1,"Saint Paul",45.011215,-93.15536,"CST",4
6480,"AL",35080,4,"Helena",33.280625,-86.88411,"CST",4
6486,"VA",22664,3,"Woodstock",38.881558,-78.51586,"EST",4
6608,"TX",76904,4,"San Angelo",31.344515,-100.47217,"CST",4
6671,"TX",77535,0,"Dayton",30.044219,-94.88864,"CST",4
6720,"IN",47920,4,"Battle Ground",40.543522,-86.81628,"EST",4
6749,"NJ",7065,4,"Rahway",40.607103,-74.28099,"EST",4
6804,"WA",98406,3,"Tacoma",47.26302,-122.49518,"PST",4
6856,"PA",19086,4,"Wallingford",39.888913,-75.37006,"EST",4
6878,"MO",63366,4,"O Fallon",38.786335,-90.72121,"CST",4
6951,"NH",3104,4,"Manchester",43.006033,-71.44716,"EST",4
6966,"NJ",8361,4,"Vineland",39.464582,-74.96994,"EST",4
6970,"NY",14564,4,"Victor",42.980323,-77.42022,"EST",4
6984,"NY",12534,4,"Hudson",42.22948,-73.75846,"EST",4
7007,"MN",56024,4,"Eagle Lake",44.153696,-93.86918,"CST",4
7027,"GA",31419,5,"Savannah",31.986249,-81.20259,"EST",4
7144,"UT",84653,4,"Salem",40.043907,-111.66405,"MST",4
7238,"MI",48451,4,"Linden",42.800911,-83.81366,"EST",4
7252,"WI",53558,4,"McFarland",43.015498,-89.28954,"CST",4
7289,"GA",30106,2,"Austell",33.828061,-84.62593,"EST",4
7293,"NJ",7726,4,"Englishtown",40.294244,-74.34213,"EST",4
7325,"WA",98260,4,"Langley",48.030555,-122.44856,"PST",4
7337,"NJ",7430,5,"Mahwah",41.077102,-74.16147,"EST",4
7453,"CA",94580,0,"San Lorenzo",37.678531,-122.13199,"PST",4
7481,"MS",38834,4,"Corinth",34.928325,-88.52856,"CST",4
7548,"CA",92563,2,"Murrieta",33.571185,-117.15362,"PST",4
7578,"IN",46307,3,"Crown Point",41.418873,-87.34298,"EST",4
7677,"KY",41224,4,"Inez",37.866327,-82.52903,"EST",4
7765,"NY",12953,3,"Malone",44.813419,-74.2772,"EST",4
7843,"OH",44129,3,"Cleveland",41.397701,-81.73575,"EST",4
7959,"MN",55118,4,"Saint Paul",44.903165,-93.10026,"CST",4
8056,"MI",48071,4,"Madison Heights",42.501385,-83.10474,"EST",4
8205,"NC",27358,4,"Summerfield",36.209976,-79.88921,"EST",4
8249,"MI",48430,5,"Fenton",42.78459,-83.74074,"EST",4
8256,"NC",28215,5,"Charlotte",35.244468,-80.72164,"EST",4
8267,"NJ",7652,4,"Paramus",40.947107,-74.07047,"EST",4
8413,"KS",67041,1,"Elbing",38.054115,-97.12711,"CST",4
8474,"CA",92103,4,"San Diego",32.746018,-117.16715,"PST",4
8572,"NY",12051,3,"Coxsackie",42.353773,-73.82774,"EST",4
8576,"OH",45040,3,"Mason",39.344258,-84.3152,"EST",4
8577,"NY",14207,4,"Buffalo",42.94722,-78.89694,"EST",4
8615,"GA",31052,3,"Lizella",32.788484,-83.80726,"EST",4
8708,"OK",74066,4,"Sapulpa",35.996582,-96.1194,"CST",4
8827,"TX",75006,0,"Carrollton",32.960374,-96.89163,"CST",4
8830,"CA",92008,4,"Carlsbad",33.158137,-117.32646,"PST",4
8872,"CA",91007,5,"Arcadia",34.126957,-118.05216,"PST",4
8896,"OH",44485,2,"Warren",41.237856,-80.84356,"EST",4
9023,"NJ",8332,4,"Millville",39.379382,-75.03923,"EST",4
9031,"LA",70663,4,"Sulphur",30.245205,-93.3636,"CST",4
9047,"NV",89135,4,"Las Vegas",36.131341,-115.32331,"PST",4
9057,"PA",19374,0,"Toughkenamon",39.830992,-75.7553,"EST",4
9061,"NE",68106,4,"Omaha",41.242313,-95.99897,"CST",4
9201,"CA",94517,3,"Clayton",37.923523,-121.91172,"PST",4
9285,"FL",34711,4,"Clermont",28.545742,-81.74805,"EST",4
9333,"LA",70706,1,"Denham Springs",30.608471,-90.92758,"CST",4
9429,"MI",48642,4,"Midland",43.652404,-84.21671,"EST",4
9479,"PA",19145,3,"Philadelphia",39.922262,-75.18259,"EST",4
9484,"WA",98022,4,"Enumclaw",47.193729,-121.91915,"PST",4
9515,"TX",76548,4,"Harker Heights",31.068459,-97.65552,"CST",4
9549,"VA",22535,4,"Port Royal",38.164219,-77.18217,"EST",4
9554,"MS",38751,4,"Indianola",33.45139,-90.65824,"CST",4
9578,"GA",30084,4,"Tucker",33.853853,-84.22036,"EST",4
9589,"MN",56273,0,"New London",45.327429,-94.99921,"CST",4
9703,"VA",22405,1,"Fredericksburg",38.317636,-77.43297,"EST",4
9754,"VA",23234,3,"Richmond",37.457341,-77.4658,"EST",4
9791,"TX",79424,2,"Lubbock",33.513337,-101.93239,"CST",4
9962,"MI",48126,4,"Dearborn",42.333787,-83.18179,"EST",4
9963,"NY",14830,4,"Corning",42.140881,-77.04793,"EST",4
9985,"NY",12523,3,"Elizaville",42.080964,-73.77856,"EST",4
10035,"NC",27529,1,"Garner",35.679194,-78.60246,"EST",4
10078,"NJ",7003,4,"Bloomfield",40.803,-74.18895,"EST",4
10104,"OR",97882,0,"Umatilla",45.915993,-119.33008,"PST",4
10450,"IN",47374,4,"Richmond",39.831061,-84.89067,"EST",4
10574,"NJ",8530,4,"Lambertville",40.375039,-74.93184,"EST",4
10707,"KY",40601,4,"Frankfort",38.201649,-84.86935,"EST",4
10780,"NC",28097,4,"Locust",35.267185,-80.4268,"EST",4
10878,"OH",44720,4,"Canton",40.888408,-81.41066,"EST",4
10916,"TX",79079,1,"Shamrock",35.227015,-100.27501,"CST",4
10925,"MN",55987,4,"Winona",44.033867,-91.65106,"CST",4
10933,"MA",1923,3,"Danvers",42.569756,-70.94322,"EST",4
11003,"LA",70785,4,"Walker",30.521962,-90.84035,"CST",4
11192,"MN",56031,2,"Fairmont",43.646916,-94.45856,"CST",4
11195,"NJ",7747,0,"Matawan",40.411102,-74.23767,"EST",4
11197,"PA",17003,4,"Annville",40.347757,-76.53498,"EST",4
11247,"NJ",8759,5,"Whiting",39.943541,-74.36949,"EST",4
11331,"AZ",85382,1,"Peoria",33.689869,-112.24838,"MST",4
11349,"TN",38018,4,"Cordova",35.157681,-89.78249,"CST",4
11358,"NY",14526,4,"Penfield",43.145342,-77.45849,"EST",4
11471,"NY",14616,4,"Rochester",43.232312,-77.64905,"EST",4
11523,"NE",68025,2,"Fremont",41.434796,-96.48869,"CST",4
11716,"OK",73013,1,"Edmond",35.623805,-97.47909,"CST",4
11793,"AL",36726,4,"Camden",32.008444,-87.25911,"CST",4
11814,"NJ",8831,4,"Jamesburg",40.336508,-74.43302,"EST",4
11817,"PA",17543,0,"Lititz",40.164049,-76.29946,"EST",4
11926,"CA",92677,1,"Laguna Niguel",33.531938,-117.7025,"PST",4
11937,"WA",98837,1,"Moses Lake",47.133606,-119.28455,"PST",4
11966,"NJ",8205,4,"Absecon",39.471263,-74.502457,"EST",4
12033,"PA",15417,4,"Brownsville",40.01933,-79.89869,"EST",4
12054,"MI",48453,3,"Marlette",43.336126,-83.03213,"EST",4
12149,"FL",32653,4,"Gainesville",29.735832,-82.39008,"EST",4
12169,"NJ",8251,0,"Villas",39.022256,-74.93616,"EST",4
12187,"CA",95006,4,"Boulder Creek",37.151813,-122.13679,"PST",4
12240,"NY",13167,4,"West Monroe",43.309645,-76.0552,"EST",4
12260,"RI",2917,4,"Smithfield",41.894499,-71.51646,"EST",4
12276,"MI",48439,4,"Grand Blanc",42.925677,-83.63585,"EST",4
12294,"PA",15089,1,"West Newton",40.211895,-79.75483,"EST",4
12328,"IN",46526,4,"Goshen",41.567559,-85.84885,"EST",4
12421,"FL",32043,0,"Green Cove Springs",29.97289,-81.72195,"EST",4
12444,"IL",60103,3,"Bartlett",41.977477,-88.17257,"CST",4
12520,"TX",79403,1,"Lubbock",33.614934,-101.8067,"CST",4
12572,"OH",44446,4,"Niles",41.186257,-80.75297,"EST",4
12626,"WA",98031,1,"Kent",47.388461,-122.19644,"PST",4
12660,"NY",12205,4,"Albany",42.713328,-73.8179,"EST",4
12729,"TN",37312,4,"Cleveland",35.219532,-84.86489,"CST",4
12734,"PA",15445,0,"Hopwood",39.876251,-79.69296,"EST",4
12735,"GA",31601,4,"Valdosta",30.807279,-83.28661,"EST",4
12757,"PA",15642,4,"Irwin",40.325902,-79.71324,"EST",4
12777,"PA",15012,4,"Belle Vernon",40.140248,-79.84251,"EST",4
12819,"VA",23110,4,"Mattaponi",37.571544,-76.78066,"EST",4
12839,"NY",10022,1,"New York",40.759015,-73.96732,"EST",4
12871,"CT",6002,4,"Bloomfield",41.832798,-72.72642,"EST",4
12876,"WI",54313,4,"Green Bay",44.564261,-88.10326,"CST",4
12886,"WA",98365,4,"Port Ludlow",47.907561,-122.69416,"PST",4
12889,"AZ",85296,4,"Gilbert",33.319722,-111.76078,"MST",4
12952,"MD",20646,4,"La Plata",38.528103,-76.98063,"EST",4
13007,"NJ",8837,4,"Edison",40.529355,-74.33844,"EST",4
13029,"NY",14075,0,"Hamburg",42.734051,-78.8413,"EST",4
13132,"MA",2129,0,"Charlestown",42.378619,-71.06495,"EST",4
13160,"MS",39059,4,"Crystal Springs",31.985052,-90.3633,"CST",4
13223,"AL",35228,4,"Birmingham",33.454262,-86.92273,"CST",4
13264,"WA",99337,0,"Kennewick",46.169982,-119.10456,"PST",4
13434,"MA",2364,4,"Kingston",41.993102,-70.73827,"EST",4
13539,"MD",21224,4,"Baltimore",39.284607,-76.55696,"EST",4
13589,"CA",92014,4,"Del Mar",32.961812,-117.25967,"PST",4
13687,"CA",91324,4,"Northridge",34.240353,-118.55038,"PST",4
13708,"NJ",8003,1,"Cherry Hill",39.879713,-74.9719,"EST",4
13756,"PA",18104,4,"Allentown",40.601996,-75.52104,"EST",4
13834,"TN",37920,4,"Knoxville",35.923517,-83.89042,"CST",4
13861,"PA",16625,4,"Claysburg",40.290914,-78.48646,"EST",4
13915,"WA",98365,4,"Port Ludlow",47.907561,-122.69416,"PST",4
13917,"GA",30032,3,"Decatur",33.740055,-84.26791,"EST",4
13958,"TN",37167,5,"Smyrna",35.968513,-86.52231,"CST",4
14005,"FL",33544,4,"Zephyrhills",28.26658,-82.34222,"EST",4
14025,"WI",53534,1,"Edgerton",42.841688,-89.07223,"CST",4
14062,"NC",28546,4,"Jacksonville",34.781212,-77.3756,"EST",4
14120,"PA",18045,4,"Easton",40.681531,-75.26722,"EST",4
14177,"CA",91326,4,"Northridge",34.276154,-118.54581,"PST",4
14203,"NY",14216,4,"Buffalo",42.949707,-78.85923,"EST",4
14216,"CA",90045,3,"Los Angeles",33.960041,-118.3949,"PST",4
14251,"GA",31088,4,"Warner Robins",32.594698,-83.64873,"EST",4
14289,"NY",14223,4,"Buffalo",42.972207,-78.84234,"EST",4
14331,"PA",19116,3,"Philadelphia",40.117413,-75.0154,"EST",4
14348,"PA",16105,3,"New Castle",41.038205,-80.34539,"EST",4
14380,"PA",17225,3,"Greencastle",39.792122,-77.74923,"EST",4
14403,"NE",68901,4,"Hastings",40.589299,-98.38131,"CST",4
14508,"CO",80231,0,"Denver",39.681687,-104.88338,"MST",4
14581,"CT",6040,4,"Manchester",41.778888,-72.52384,"EST",4
14610,"NC",27502,2,"Apex",35.73663,-78.86462,"EST",4
14742,"RI",2886,4,"Warwick",41.705478,-71.45119,"EST",4
14875,"CT",6851,4,"Norwalk",41.134896,-73.4053,"EST",4
14876,"NJ",8820,4,"Edison",40.575503,-74.35781,"EST",4
14885,"CA",92260,4,"Palm Desert",33.715672,-116.38496,"PST",4
14901,"LA",70123,3,"New Orleans",29.952605,-90.20536,"CST",4
14965,"NC",27713,1,"Durham",35.905765,-78.92113,"EST",4
15034,"VA",20187,4,"Warrenton",38.735202,-77.73717,"EST",4
15128,"CA",94558,3,"Napa",38.337243,-122.30027,"PST",4
15159,"MA",1108,4,"Springfield",42.084094,-72.55523,"EST",4
15170,"MD",21015,2,"Bel Air",39.532212,-76.30754,"EST",4
15183,"MA",2780,4,"Taunton",41.904888,-71.10288,"EST",4
15195,"NJ",7662,4,"Rochelle Park",40.906553,-74.07797,"EST",4
15198,"NH",3878,4,"Somersworth",43.253783,-70.87549,"EST",4
15228,"UT",84121,4,"Salt Lake City",40.625621,-111.8158,"MST",4
15285,"KY",42701,4,"Elizabethtown",37.704287,-85.86403,"EST",4
15342,"ND",58504,4,"Bismarck",46.768617,-100.75381,"CST",4
15373,"MO",64152,3,"Kansas City",39.216635,-94.69991,"CST",4
15421,"NY",13166,4,"Weedsport",43.056292,-76.5563,"EST",4
15468,"NH",3087,2,"Windham",42.805194,-71.29878,"EST",4
15494,"RI",2904,4,"Providence",41.859199,-71.43142,"EST",4
15508,"HI",96796,1,"Waimea",21.997746,-159.7187,"US/Hawaii",4
15597,"DE",19904,3,"Dover",39.161639,-75.5587,"EST",4
15701,"PA",19010,0,"Bryn Mawr",40.02371,-75.32764,"EST",4
15934,"NJ",8879,3,"South Amboy",40.469606,-74.27669,"EST",4
15950,"NJ",8876,4,"Somerville",40.545853,-74.63592,"EST",4
16080,"MA",2703,4,"Attleboro",41.928099,-71.31456,"EST",4
16171,"NH",3773,4,"Newport",43.358339,-72.18321,"EST",4
16172,"MD",21671,4,"Tilghman",38.708795,-76.33501,"EST",4
16180,"HI",96766,2,"Lihue",21.98081,-159.37746,"US/Hawaii",4
16205,"MI",48602,2,"Saginaw",43.423925,-83.97142,"EST",4
16314,"GA",31558,4,"Saint Marys",30.761081,-81.56912,"EST",4
16439,"MD",21060,1,"Glen Burnie",39.162225,-76.59444,"EST",4
16456,"CT",6779,4,"Oakville",41.592046,-73.08543,"EST",4
16517,"PA",19067,4,"Morrisville",40.214661,-74.81812,"EST",4
16564,"MA",1247,4,"North Adams",42.696064,-73.10145,"EST",4
16646,"IN",46168,3,"Plainfield",39.69775,-86.39589,"EST",4
16729,"WA",98177,4,"Seattle",47.740886,-122.36978,"PST",4
16736,"PA",17011,4,"Camp Hill",40.236139,-76.93084,"EST",4
16762,"OH",44108,4,"Cleveland",41.53715,-81.60905,"EST",4
16765,"VA",23325,5,"Chesapeake",36.814897,-76.23848,"EST",4
16942,"FL",32405,2,"Panama City",30.195424,-85.66458,"EST",4
16974,"OK",74431,1,"Dewar",35.458946,-95.94597,"CST",4
17013,"FL",33771,1,"Largo",27.906088,-82.7553,"EST",4
17020,"PA",17078,5,"Palmyra",40.304156,-76.5912,"EST",4
17326,"CO",80130,4,"Lone Tree",39.541571,-104.92152,"MST",4
17348,"NC",28314,4,"Fayetteville",35.060087,-79.00848,"EST",4
17354,"MO",65706,4,"Marshfield",37.330958,-92.90929,"CST",4
17442,"KS",66109,4,"Kansas City",39.156275,-94.80033,"CST",4
17616,"TX",76877,4,"San Saba",31.190826,-98.74134,"CST",4
17690,"PA",15116,3,"Glenshaw",40.533806,-79.96303,"EST",4
17718,"MA",1331,4,"Athol",42.579931,-72.20836,"EST",4
17728,"KY",41559,0,"Regina",37.364548,-82.40573,"EST",4
18100,"PA",17268,4,"Waynesboro",39.766281,-77.57241,"EST",4
18197,"OR",97301,1,"Salem",44.926644,-122.98694,"PST",4
18244,"HI",96821,4,"Honolulu",21.287967,-157.75456,"US/Hawaii",4
18515,"WA",98208,3,"Everett",47.893451,-122.19797,"PST",4
18536,"PA",17111,0,"Harrisburg",40.264389,-76.80298,"EST",4
18571,"CA",95060,4,"Santa Cruz",36.980556,-122.04603,"PST",4
18593,"TX",79606,4,"Abilene",32.360362,-99.79886,"CST",4
18727,"MN",55345,1,"Minnetonka",44.915413,-93.48443,"CST",4
18740,"NC",28211,4,"Charlotte",35.170094,-80.79857,"EST",4
18764,"ND",58703,4,"Minot",48.277024,-101.31942,"CST",4
18766,"CA",92020,4,"El Cajon",32.7991,-116.97334,"PST",4
18815,"CA",94588,4,"Pleasanton",37.68973,-121.89244,"PST",4
18904,"PA",19464,4,"Pottstown",40.253496,-75.63481,"EST",4
18909,"IL",60505,4,"Aurora",41.756129,-88.29699,"CST",4
19023,"FL",33021,4,"Hollywood",26.023634,-80.18922,"EST",4
19140,"NJ",7480,4,"West Milford",41.102569,-74.37047,"EST",4
19281,"IL",62703,4,"Springfield",39.7715,-89.63612,"CST",4
19291,"NY",11238,2,"Brooklyn",40.680145,-73.96257,"EST",4
19356,"NY",12020,4,"Ballston Spa",43.006309,-73.8604,"EST",4
19361,"OH",45601,4,"Chillicothe",39.33046,-82.97228,"EST",4
19480,"NV",89144,0,"Las Vegas",36.181142,-115.32557,"PST",4
19565,"CT",6824,4,"Fairfield",41.163879,-73.265744,"EST",4
19571,"OH",43229,4,"Columbus",40.085313,-82.97326,"EST",4
19683,"PA",15943,4,"Nanty Glo",40.474488,-78.84402,"EST",4
19735,"TX",76112,4,"Fort Worth",32.744032,-97.21957,"CST",4
19804,"CA",92883,4,"Corona",33.771548,-117.47884,"PST",4
19945,"NY",14305,1,"Niagara Falls",43.115355,-79.03769,"EST",4
20000,"UT",84404,5,"Ogden",41.270319,-112.01932,"MST",4
20004,"MI",48331,5,"Farmington",42.508809,-83.40875,"EST",4
20035,"FL",34743,4,"Kissimmee",28.325715,-81.35408,"EST",4
20058,"CA",95121,4,"San Jose",37.305714,-121.81145,"PST",4
20125,"KY",41653,4,"Prestonsburg",37.667872,-82.75876,"EST",4
20186,"TX",75077,4,"Lewisville",33.075138,-97.0529,"CST",4
20255,"NJ",8021,4,"Clementon",39.810485,-74.99574,"EST",4
20272,"NY",12553,2,"New Windsor",41.46359,-74.05975,"EST",4
20315,"TN",37716,4,"Clinton",36.099283,-84.14656,"CST",4
20393,"CA",92028,4,"Fallbrook",33.380359,-117.20605,"PST",4
20409,"KY",40245,4,"Louisville",38.270855,-85.48322,"EST",4
20443,"NY",10703,4,"Yonkers",40.956546,-73.8799,"EST",4
20447,"MN",55408,5,"Minneapolis",44.947515,-93.28742,"CST",4
20532,"FL",32073,4,"Orange Park",30.160965,-81.72916,"EST",4
20618,"MT",59105,3,"Billings",45.836121,-108.46819,"MST",4
20668,"PA",17078,1,"Palmyra",40.304156,-76.5912,"EST",4
20687,"IA",52722,4,"Bettendorf",41.551883,-90.48975,"CST",4
20782,"OH",44004,0,"Ashtabula",41.871212,-80.79178,"EST",4
20887,"TN",38058,4,"Munford",35.451159,-89.80845,"CST",4
21041,"NJ",8536,4,"Plainsboro",40.33371,-74.58512,"EST",4
21043,"NY",11542,3,"Glen Cove",40.864757,-73.62609,"EST",4
21055,"CT",6480,5,"Portland",41.588297,-72.60384,"EST",4
21274,"TX",78343,4,"Bishop",27.60549,-97.78572,"CST",4
21280,"CA",91361,2,"Westlake Village",34.14348,-118.85608,"PST",4
21286,"NC",28645,4,"Lenoir",35.934783,-81.54476,"EST",4
21423,"WA",98274,4,"Mount Vernon",48.371026,-122.24432,"PST",4
21454,"IL",60475,4,"Steger",41.470084,-87.63369,"CST",4
21547,"TX",77433,4,"Cypress",29.884175,-95.72219,"CST",4
21554,"MI",49548,2,"Grand Rapids",42.868228,-85.66391,"EST",4
21606,"PA",19401,4,"Norristown",40.123708,-75.33843,"EST",4
