PRODUCT_ID,AIR_DATE,PRODUCT_AIRTIME_MINS,PRODUCT_START_TMS,PRODUCT_STOP_TMS
61054,2012-10-16 0:00,0.48,2012-10-16 6:57,2012-10-16 6:57
61058,2012-10-16 0:00,0.55,2012-10-16 5:18,2012-10-16 5:18
61058,2012-10-16 0:00,4.68,2012-10-16 5:38,2012-10-16 5:42
61058,2012-10-16 0:00,1.3,2012-10-16 5:43,2012-10-16 5:44
61069,2012-10-16 0:00,6.75,2012-10-16 5:10,2012-10-16 5:17
61069,2012-10-16 0:00,0.57,2012-10-16 6:25,2012-10-16 6:26
61069,2012-10-16 0:00,0.35,2012-10-16 6:56,2012-10-16 6:57
61070,2012-10-16 0:00,0.43,2012-10-16 5:37,2012-10-16 5:38
61070,2012-10-16 0:00,7.65,2012-10-16 6:27,2012-10-16 6:34
61070,2012-10-16 0:00,0.4,2012-10-16 6:58,2012-10-16 6:58
61079,2012-10-16 0:00,0.38,2012-10-16 5:10,2012-10-16 5:10
61079,2012-10-16 0:00,7.05,2012-10-16 5:18,2012-10-16 5:25
61080,2012-10-16 0:00,6.85,2012-10-16 5:03,2012-10-16 5:10
61080,2012-10-16 0:00,0.32,2012-10-16 6:14,2012-10-16 6:14
31229,2012-10-23 0:00,8.55,2012-10-23 7:32,2012-10-23 7:40
31455,2012-10-23 0:00,6.87,2012-10-23 7:50,2012-10-23 7:57
31725,2012-10-23 0:00,7.2,2012-10-23 7:19,2012-10-23 7:26
33578,2012-10-23 0:00,9.65,2012-10-23 6:49,2012-10-23 6:58
30986,2012-10-23 0:00,8.98,2012-10-23 7:41,2012-10-23 7:50
31069,2012-10-23 0:00,0.68,2012-10-23 7:04,2012-10-23 7:05
31069,2012-10-23 0:00,0.77,2012-10-23 8:22,2012-10-23 8:23
31069,2012-10-23 0:00,8.5,2012-10-23 8:41,2012-10-23 8:49
31070,2012-10-23 0:00,5.5,2012-10-23 7:06,2012-10-23 7:11
31229,2012-10-23 0:00,0.68,2012-10-23 7:02,2012-10-23 7:03
31229,2012-10-23 0:00,0.48,2012-10-23 7:26,2012-10-23 7:26
32445,2012-10-23 0:00,0.68,2012-10-23 7:11,2012-10-23 7:12
32445,2012-10-23 0:00,5.53,2012-10-23 7:26,2012-10-23 7:32
32617,2012-10-23 0:00,0.93,2012-10-23 7:05,2012-10-23 7:06
32617,2012-10-23 0:00,8.68,2012-10-23 8:49,2012-10-23 8:58
60369,2012-10-23 0:00,0.85,2012-10-23 7:57,2012-10-23 7:58
61094,2012-10-23 0:00,8.1,2012-10-23 8:23,2012-10-23 8:31
61092,2012-10-16 0:00,9.02,2012-10-16 23:48,2012-10-16 23:57
61151,2012-10-16 0:00,6.45,2012-10-16 22:05,2012-10-16 22:12
61452,2012-10-16 0:00,8.25,2012-10-16 23:39,2012-10-16 23:48
61788,2012-10-16 0:00,7.47,2012-10-16 22:39,2012-10-16 22:47
61815,2012-10-16 0:00,12.32,2012-10-16 23:16,2012-10-16 23:28
61815,2012-10-16 0:00,0.38,2012-10-16 23:57,2012-10-16 23:58
61109,2012-10-23 0:00,0.8,2012-10-23 7:03,2012-10-23 7:04
61109,2012-10-23 0:00,0.58,2012-10-23 7:40,2012-10-23 7:41
61109,2012-10-23 0:00,16.15,2012-10-23 7:58,2012-10-23 8:14
61109,2012-10-23 0:00,0.03,2012-10-23 8:34,2012-10-23 8:34
61115,2012-10-23 0:00,6.83,2012-10-23 7:12,2012-10-23 7:19
61128,2012-10-23 0:00,2.15,2012-10-23 8:32,2012-10-23 8:34
61128,2012-10-23 0:00,5.65,2012-10-23 8:34,2012-10-23 8:40
61599,2012-10-23 0:00,5.97,2012-10-23 8:16,2012-10-23 8:22
47,2012-10-23 0:00,5.55,2012-10-23 10:38,2012-10-23 10:44
28081,2012-10-23 0:00,4.75,2012-10-23 10:27,2012-10-23 10:32
30658,2012-10-23 0:00,0.88,2012-10-23 9:21,2012-10-23 9:22
31034,2012-10-23 0:00,0.52,2012-10-23 9:01,2012-10-23 9:02
31034,2012-10-23 0:00,4.92,2012-10-23 9:40,2012-10-23 9:45
31034,2012-10-23 0:00,0.97,2012-10-23 9:45,2012-10-23 9:46
31247,2012-10-23 0:00,0.35,2012-10-23 10:10,2012-10-23 10:10
31392,2012-10-23 0:00,0.35,2012-10-23 9:34,2012-10-23 9:34
32312,2012-10-23 0:00,5.23,2012-10-23 10:32,2012-10-23 10:38
32337,2012-10-23 0:00,3.62,2012-10-23 9:35,2012-10-23 9:39
32367,2012-10-23 0:00,3.52,2012-10-23 10:01,2012-10-23 10:04
32374,2012-10-23 0:00,4.4,2012-10-23 10:17,2012-10-23 10:22
32588,2012-10-23 0:00,2.28,2012-10-23 9:55,2012-10-23 9:57
32608,2012-10-23 0:00,1.18,2012-10-23 9:46,2012-10-23 9:47
32608,2012-10-23 0:00,4.2,2012-10-23 10:22,2012-10-23 10:26
32618,2012-10-23 0:00,0.45,2012-10-23 9:15,2012-10-23 9:15
32618,2012-10-23 0:00,3.82,2012-10-23 10:11,2012-10-23 10:15
32631,2012-10-23 0:00,0.47,2012-10-23 9:09,2012-10-23 9:10
32631,2012-10-23 0:00,4.73,2012-10-23 9:16,2012-10-23 9:21
32631,2012-10-23 0:00,0.62,2012-10-23 10:26,2012-10-23 10:27
32635,2012-10-23 0:00,5.15,2012-10-23 10:05,2012-10-23 10:10
32635,2012-10-23 0:00,0.17,2012-10-23 10:11,2012-10-23 10:11
32637,2012-10-23 0:00,0.82,2012-10-23 9:00,2012-10-23 9:01
32637,2012-10-23 0:00,1.05,2012-10-23 9:15,2012-10-23 9:16
32637,2012-10-23 0:00,11.7,2012-10-23 9:22,2012-10-23 9:34
32637,2012-10-23 0:00,0.5,2012-10-23 10:05,2012-10-23 10:05
32637,2012-10-23 0:00,0.62,2012-10-23 10:44,2012-10-23 10:44
32637,2012-10-23 0:00,3.85,2012-10-23 10:54,2012-10-23 10:58
32651,2012-10-23 0:00,0.75,2012-10-23 9:02,2012-10-23 9:03
32651,2012-10-23 0:00,0.88,2012-10-23 9:39,2012-10-23 9:40
32651,2012-10-23 0:00,0.93,2012-10-23 10:16,2012-10-23 10:17
32651,2012-10-23 0:00,0.65,2012-10-23 10:32,2012-10-23 10:32
32651,2012-10-23 0:00,9.58,2012-10-23 10:44,2012-10-23 10:54
32721,2012-10-23 0:00,0.6,2012-10-23 10:22,2012-10-23 10:22
32733,2012-10-23 0:00,3.58,2012-10-23 9:57,2012-10-23 10:01
32830,2012-10-23 0:00,6.5,2012-10-23 9:03,2012-10-23 9:09
32836,2012-10-23 0:00,0.42,2012-10-23 9:55,2012-10-23 9:55
33081,2012-10-23 0:00,5.22,2012-10-23 9:10,2012-10-23 9:15
33097,2012-10-23 0:00,0.92,2012-10-23 9:34,2012-10-23 9:35
33097,2012-10-23 0:00,0.4,2012-10-23 10:11,2012-10-23 10:11
33534,2012-10-23 0:00,6.45,2012-10-23 9:48,2012-10-23 9:55
26783,2012-10-23 0:00,7.37,2012-10-23 11:11,2012-10-23 11:19
27976,2012-10-23 0:00,0.62,2012-10-23 11:01,2012-10-23 11:01
27976,2012-10-23 0:00,4.22,2012-10-23 11:27,2012-10-23 11:32
27976,2012-10-23 0:00,1.55,2012-10-23 11:32,2012-10-23 11:34
30986,2012-10-23 0:00,8.18,2012-10-23 11:19,2012-10-23 11:27
30986,2012-10-23 0:00,0.78,2012-10-23 11:42,2012-10-23 11:42
31229,2012-10-23 0:00,0.63,2012-10-23 11:02,2012-10-23 11:02
31229,2012-10-23 0:00,0.53,2012-10-23 11:27,2012-10-23 11:27
31229,2012-10-23 0:00,10.72,2012-10-23 11:48,2012-10-23 11:59
32678,2012-10-23 0:00,0.5,2012-10-23 11:11,2012-10-23 11:11
32678,2012-10-23 0:00,0.52,2012-10-23 11:34,2012-10-23 11:35
32700,2012-10-23 0:00,0.35,2012-10-23 11:01,2012-10-23 11:01
32700,2012-10-23 0:00,5.22,2012-10-23 11:42,2012-10-23 11:48
32827,2012-10-23 0:00,7.1,2012-10-23 11:35,2012-10-23 11:42
33578,2012-10-23 0:00,8.73,2012-10-23 11:02,2012-10-23 11:11
33578,2012-10-23 0:00,0.5,2012-10-23 11:34,2012-10-23 11:34
5990,2012-10-23 0:00,4.02,2012-10-23 12:24,2012-10-23 12:28
5990,2012-10-23 0:00,0.25,2012-10-23 12:28,2012-10-23 12:29
31260,2012-10-23 0:00,0.32,2012-10-23 12:44,2012-10-23 12:44
61043,2012-10-23 0:00,0.7,2012-10-23 12:00,2012-10-23 12:01
61043,2012-10-23 0:00,0.53,2012-10-23 12:23,2012-10-23 12:23
61043,2012-10-23 0:00,5.82,2012-10-23 12:30,2012-10-23 12:36
61043,2012-10-23 0:00,6.63,2012-10-23 12:36,2012-10-23 12:43
61068,2012-10-23 0:00,3.03,2012-10-23 12:44,2012-10-23 12:47
61068,2012-10-23 0:00,2.92,2012-10-23 12:48,2012-10-23 12:51
61106,2012-10-23 0:00,7.77,2012-10-23 12:51,2012-10-23 12:59
61109,2012-10-23 0:00,21.38,2012-10-23 12:01,2012-10-23 12:22
61601,2012-10-23 0:00,0.22,2012-10-23 12:51,2012-10-23 12:51
26893,2012-10-23 0:00,0.67,2012-10-23 13:24,2012-10-23 13:25
26893,2012-10-23 0:00,0.57,2012-10-23 13:49,2012-10-23 13:49
28112,2012-10-23 0:00,4.03,2012-10-23 13:14,2012-10-23 13:18
28112,2012-10-23 0:00,0.27,2012-10-23 13:19,2012-10-23 13:19
29462,2012-10-23 0:00,5.05,2012-10-23 13:44,2012-10-23 13:49
31260,2012-10-23 0:00,0.4,2012-10-23 13:02,2012-10-23 13:02
31260,2012-10-23 0:00,4.25,2012-10-23 13:25,2012-10-23 13:29
31260,2012-10-23 0:00,6.7,2012-10-23 13:30,2012-10-23 13:36
31260,2012-10-23 0:00,0.43,2012-10-23 13:58,2012-10-23 13:59
32670,2012-10-23 0:00,4.37,2012-10-23 13:20,2012-10-23 13:24
32677,2012-10-23 0:00,0.58,2012-10-23 13:19,2012-10-23 13:20
32698,2012-10-23 0:00,0.63,2012-10-23 13:02,2012-10-23 13:03
32698,2012-10-23 0:00,6.55,2012-10-23 13:36,2012-10-23 13:43
9887,2012-10-16 0:00,0.55,2012-10-16 22:12,2012-10-16 22:12
9887,2012-10-16 0:00,16.12,2012-10-16 22:22,2012-10-16 22:38
10254,2012-10-16 0:00,0.62,2012-10-16 22:04,2012-10-16 22:05
10254,2012-10-16 0:00,0.52,2012-10-16 22:21,2012-10-16 22:22
10254,2012-10-16 0:00,9.02,2012-10-16 23:30,2012-10-16 23:39
22220,2012-10-16 0:00,9.93,2012-10-16 23:05,2012-10-16 23:15
22560,2012-10-16 0:00,0.52,2012-10-16 22:04,2012-10-16 22:04
22560,2012-10-16 0:00,16.48,2012-10-16 22:47,2012-10-16 23:04
56255,2012-10-16 0:00,1.03,2012-10-16 23:58,2012-10-16 23:59
59065,2012-10-16 0:00,0.38,2012-10-16 18:20,2012-10-16 18:20
59065,2012-10-16 0:00,8.17,2012-10-16 18:50,2012-10-16 18:58
59307,2012-10-16 0:00,7.7,2012-10-16 18:02,2012-10-16 18:09
59307,2012-10-16 0:00,0.57,2012-10-16 18:42,2012-10-16 18:42
59310,2012-10-16 0:00,0.37,2012-10-16 18:00,2012-10-16 18:01
59310,2012-10-16 0:00,6.65,2012-10-16 18:35,2012-10-16 18:42
6214,2012-10-16 0:00,0.25,2012-10-16 20:00,2012-10-16 20:00
6214,2012-10-16 0:00,7.08,2012-10-16 20:16,2012-10-16 20:23
9887,2012-10-16 0:00,0.88,2012-10-16 19:00,2012-10-16 19:01
9887,2012-10-16 0:00,0.48,2012-10-16 19:21,2012-10-16 19:21
9887,2012-10-16 0:00,12.58,2012-10-16 19:37,2012-10-16 19:50
20680,2012-10-16 0:00,7.82,2012-10-16 19:03,2012-10-16 19:11
22310,2012-10-16 0:00,7.45,2012-10-16 20:24,2012-10-16 20:31
22373,2012-10-16 0:00,8.05,2012-10-16 19:51,2012-10-16 19:59
56332,2012-10-16 0:00,0.37,2012-10-16 19:59,2012-10-16 19:59
56332,2012-10-16 0:00,9.72,2012-10-16 20:49,2012-10-16 20:59
57854,2012-10-16 0:00,0.65,2012-10-16 19:01,2012-10-16 19:02
57854,2012-10-16 0:00,13.48,2012-10-16 20:00,2012-10-16 20:14
57854,2012-10-16 0:00,0.33,2012-10-16 20:31,2012-10-16 20:32
61092,2012-10-16 0:00,7.08,2012-10-16 19:14,2012-10-16 19:21
61498,2012-10-16 0:00,7.35,2012-10-16 20:32,2012-10-16 20:39
61540,2012-10-16 0:00,7.37,2012-10-16 20:40,2012-10-16 20:48
61710,2012-10-16 0:00,0.67,2012-10-16 19:00,2012-10-16 19:00
61710,2012-10-16 0:00,0.43,2012-10-16 19:11,2012-10-16 19:11
61710,2012-10-16 0:00,0.4,2012-10-16 19:22,2012-10-16 19:22
61710,2012-10-16 0:00,2.08,2012-10-16 19:22,2012-10-16 19:24
61710,2012-10-16 0:00,0.63,2012-10-16 19:24,2012-10-16 19:25
61710,2012-10-16 0:00,5.68,2012-10-16 19:25,2012-10-16 19:30
61710,2012-10-16 0:00,0.45,2012-10-16 19:30,2012-10-16 19:31
61710,2012-10-16 0:00,2.55,2012-10-16 19:31,2012-10-16 19:33
61710,2012-10-16 0:00,2.02,2012-10-16 19:34,2012-10-16 19:36
10099,2012-10-16 0:00,0.85,2012-10-16 21:01,2012-10-16 21:02
10099,2012-10-16 0:00,5.72,2012-10-16 21:26,2012-10-16 21:32
10099,2012-10-16 0:00,0.32,2012-10-16 21:32,2012-10-16 21:32
10099,2012-10-16 0:00,2.02,2012-10-16 21:32,2012-10-16 21:34
10099,2012-10-16 0:00,0.87,2012-10-16 21:34,2012-10-16 21:35
10099,2012-10-16 0:00,0.72,2012-10-16 21:35,2012-10-16 21:36
10243,2012-10-16 0:00,5.55,2012-10-16 21:52,2012-10-16 21:58
10243,2012-10-16 0:00,0.22,2012-10-16 21:58,2012-10-16 21:58
10243,2012-10-16 0:00,0.2,2012-10-16 21:58,2012-10-16 21:58
10243,2012-10-16 0:00,0.07,2012-10-16 21:58,2012-10-16 21:58
10243,2012-10-16 0:00,0.17,2012-10-16 21:59,2012-10-16 21:59
10243,2012-10-16 0:00,0.07,2012-10-16 21:59,2012-10-16 21:59
10243,2012-10-16 0:00,0.03,2012-10-16 21:59,2012-10-16 21:59
10243,2012-10-16 0:00,0.6,2012-10-16 21:59,2012-10-16 22:00
10490,2012-10-16 0:00,0.72,2012-10-16 21:02,2012-10-16 21:03
10490,2012-10-16 0:00,2.45,2012-10-16 21:45,2012-10-16 21:48
10490,2012-10-16 0:00,0.17,2012-10-16 21:48,2012-10-16 21:48
10490,2012-10-16 0:00,1.13,2012-10-16 21:48,2012-10-16 21:49
10490,2012-10-16 0:00,0.32,2012-10-16 21:49,2012-10-16 21:49
10490,2012-10-16 0:00,0.32,2012-10-16 21:49,2012-10-16 21:50
10490,2012-10-16 0:00,0.25,2012-10-16 21:50,2012-10-16 21:50
10490,2012-10-16 0:00,0.35,2012-10-16 21:50,2012-10-16 21:50
10490,2012-10-16 0:00,0.32,2012-10-16 21:50,2012-10-16 21:51
10490,2012-10-16 0:00,1.75,2012-10-16 21:51,2012-10-16 21:52
11776,2012-10-16 0:00,0.63,2012-10-16 21:12,2012-10-16 21:13
11776,2012-10-16 0:00,8.62,2012-10-16 21:36,2012-10-16 21:45
12198,2012-10-16 0:00,8.57,2012-10-16 21:04,2012-10-16 21:12
14056,2012-10-16 0:00,0.63,2012-10-16 21:00,2012-10-16 21:01
14056,2012-10-16 0:00,7.72,2012-10-16 21:13,2012-10-16 21:21
14056,2012-10-16 0:00,2.83,2012-10-16 21:21,2012-10-16 21:24
6214,2012-10-16 0:00,0.53,2012-10-16 22:03,2012-10-16 22:03
6214,2012-10-16 0:00,9.1,2012-10-16 22:12,2012-10-16 22:21
9887,2012-10-16 0:00,0.52,2012-10-16 22:03,2012-10-16 22:04
59065,2012-10-16 0:00,0.43,2012-10-16 18:01,2012-10-16 18:02
61498,2012-10-16 0:00,8.08,2012-10-16 16:03,2012-10-16 16:11
61592,2012-10-16 0:00,8.55,2012-10-16 17:30,2012-10-16 17:38
61646,2012-10-16 0:00,7.72,2012-10-16 16:33,2012-10-16 16:41
61650,2012-10-16 0:00,0.75,2012-10-16 16:02,2012-10-16 16:03
61650,2012-10-16 0:00,13.77,2012-10-16 17:06,2012-10-16 17:20
61710,2012-10-16 0:00,0.63,2012-10-16 16:57,2012-10-16 16:57
61710,2012-10-16 0:00,2.57,2012-10-16 16:57,2012-10-16 17:00
61710,2012-10-16 0:00,0.45,2012-10-16 17:00,2012-10-16 17:00
61710,2012-10-16 0:00,3.58,2012-10-16 17:00,2012-10-16 17:04
61710,2012-10-16 0:00,0.6,2012-10-16 17:04,2012-10-16 17:04
61710,2012-10-16 0:00,0.55,2012-10-16 17:04,2012-10-16 17:05
58569,2012-10-16 0:00,0.33,2012-10-16 18:01,2012-10-16 18:01
58569,2012-10-16 0:00,7.63,2012-10-16 18:42,2012-10-16 18:50
58580,2012-10-16 0:00,0.5,2012-10-16 18:00,2012-10-16 18:00
58580,2012-10-16 0:00,0.32,2012-10-16 18:09,2012-10-16 18:10
58580,2012-10-16 0:00,14.37,2012-10-16 18:20,2012-10-16 18:35
58580,2012-10-16 0:00,0.4,2012-10-16 18:50,2012-10-16 18:50
58652,2012-10-16 0:00,8.73,2012-10-16 18:11,2012-10-16 18:20
61100,2012-10-16 0:00,2.87,2012-10-16 12:48,2012-10-16 12:51
61100,2012-10-16 0:00,4.47,2012-10-16 12:51,2012-10-16 12:56
61151,2012-10-16 0:00,0.42,2012-10-16 12:13,2012-10-16 12:13
61151,2012-10-16 0:00,12.23,2012-10-16 12:28,2012-10-16 12:40
61472,2012-10-16 0:00,0.27,2012-10-16 12:40,2012-10-16 12:40
61601,2012-10-16 0:00,5.53,2012-10-16 12:13,2012-10-16 12:19
61601,2012-10-16 0:00,0.82,2012-10-16 12:20,2012-10-16 12:20
47,2012-10-16 0:00,0.53,2012-10-16 13:50,2012-10-16 13:50
47,2012-10-16 0:00,4.23,2012-10-16 14:24,2012-10-16 14:28
27963,2012-10-16 0:00,0.35,2012-10-16 14:32,2012-10-16 14:33
31162,2012-10-16 0:00,2.95,2012-10-16 14:33,2012-10-16 14:36
31162,2012-10-16 0:00,0.23,2012-10-16 14:37,2012-10-16 14:37
31247,2012-10-16 0:00,0.5,2012-10-16 13:14,2012-10-16 13:14
31247,2012-10-16 0:00,3.32,2012-10-16 14:15,2012-10-16 14:18
31392,2012-10-16 0:00,2.62,2012-10-16 13:59,2012-10-16 14:02
32311,2012-10-16 0:00,7.62,2012-10-16 13:39,2012-10-16 13:46
32338,2012-10-16 0:00,0.6,2012-10-16 13:13,2012-10-16 13:14
32338,2012-10-16 0:00,11.02,2012-10-16 14:02,2012-10-16 14:13
32349,2012-10-16 0:00,0.53,2012-10-16 13:00,2012-10-16 13:00
32349,2012-10-16 0:00,7.32,2012-10-16 14:37,2012-10-16 14:44
32368,2012-10-16 0:00,5.58,2012-10-16 13:08,2012-10-16 13:13
32368,2012-10-16 0:00,0.47,2012-10-16 13:36,2012-10-16 13:37
32368,2012-10-16 0:00,0.35,2012-10-16 14:02,2012-10-16 14:02
32370,2012-10-16 0:00,0.33,2012-10-16 13:22,2012-10-16 13:22
32370,2012-10-16 0:00,2.23,2012-10-16 13:47,2012-10-16 13:49
32373,2012-10-16 0:00,0.58,2012-10-16 14:18,2012-10-16 14:19
32373,2012-10-16 0:00,3.95,2012-10-16 14:45,2012-10-16 14:49
32373,2012-10-16 0:00,2.25,2012-10-16 14:49,2012-10-16 14:51
32373,2012-10-16 0:00,0.3,2012-10-16 14:58,2012-10-16 14:58
32412,2012-10-16 0:00,0.5,2012-10-16 13:49,2012-10-16 13:50
32412,2012-10-16 0:00,5.17,2012-10-16 14:19,2012-10-16 14:24
32413,2012-10-16 0:00,0.48,2012-10-16 14:44,2012-10-16 14:45
32563,2012-10-16 0:00,3.73,2012-10-16 14:29,2012-10-16 14:32
32600,2012-10-16 0:00,0.37,2012-10-16 14:33,2012-10-16 14:33
32605,2012-10-16 0:00,5.77,2012-10-16 14:52,2012-10-16 14:58
