"","x"
"datathis",-1.21023148291819
"ties",-1.21014808339119
"degree",-1.21007995289766
"simfree",-1.21002106901573
"registration",-1.20995082861454
"dishonest",-1.20991000146672
"productsthis",-1.20989078990339
"primeboth",-1.20982266756719
"dogeared",-1.20978939907568
"preownedi",-1.20975280547149
"enclosure",-1.209693788423
"outright",-1.20968997902901
"obligation",-1.20963419155024
"established",-1.20961386490697
"nonstandard",-1.20958181040502
"misrepresented",-1.20953020845877
"incl",-1.2095292330628
"meid",-1.209495450493
"itselfthe",-1.20948641790768
"macxpert",-1.20947257253714
"jacks",-1.20946481302792
"lifted",-1.20946073674954
"boasts",-1.20859835650404
"cameral",-1.20842840410293
"comical",-1.20820649643898
"displaythis",-1.20805009250096
"toddler",-1.20780645020778
"scrolled",-1.20776751682448
"reviewpiece",-1.20772361289146
"fly",-1.20772217694964
"reviewi",-1.207673079848
"processthe",-1.20762085137455
"fool",-1.20761543744938
"processed",-1.20756282247486
"gripe",-1.20751873919965
"problemthe",-1.20750614647622
"halfway",-1.20746189432765
"okayuntil",-1.20744340173963
"horribleoh",-1.20742129849746
"milliamp",-1.20740306848234
"megaixel",-1.20738203191727
"manufacturerlong",-1.20736408186351
"barsdots",-1.19317598537765
"wellcons",-1.19301942085999
"escape",-1.19300033062046
"planpros",-1.19292051327474
"pauseslocks",-1.19289587399622
"godsend",-1.19289282017903
"notable",-1.19288076330222
"hopeful",-1.15831132837149
"hurt",-1.15827262282464
"promises",-1.15824418589535
"liable",-1.15823816131713
"accessoriesin",-1.15744172369971
"blockswhen",-1.15740239768804
"blured",-1.15734872261244
"forums",-1.1573191651156
"jam",-1.15728228826607
"photosfor",-1.15724020442297
"saythey",-1.15723363239155
"sfor",-1.15723315503082
"virtual",-1.15463639359928
"vetts",-1.15463215490723
"wikipedias",-1.15462109742179
"utilizing",-1.15462030083894
"worded",-1.15460230365599
"ustelcel",-1.1546006795871
"usedthere",-1.15457328267812
"underneathif",-1.15453714893773
"tracfonetracfone",-1.15449433360196
"thiseven",-1.1544429917283
"telecommunications",-1.15438617875575
"agreements",-1.15428001306716
"slimthere",-1.15420684466146
"safelink",-1.15412848531821
"rico",-1.15404486794232
"recordsbtw",-1.15392038611094
"begini",-1.15390670933442
"puerto",-1.15378612602457
"buried",-1.1537581667967
"businessman",-1.15362304894702
"oneway",-1.15361300312887
"oblivious",-1.15352811539759
"carlos",-1.15350202147915
"misery",-1.1534413223864
"celluar",-1.15337110832752
"consumerfriendly",-1.15330084589659
"corporation",-1.15323564459504
"mansee",-1.15322398886477
"islands",-1.15313160645474
"cronology",-1.15312632188148
"discounts",-1.15310048634706
"insteadi",-1.15309726292078
"expiration",-1.15308742169645
"helpfulyouve",-1.15307579528536
"breaker",-1.14271760621916
"distorted",-1.14165670965356
"alike",-1.12159925688687
"aroundguess",-1.12153775953773
"upsetting",-1.12139934396812
"funeral",-1.12138096153706
"phoneswhich",-1.12134769816739
"properlyat",-1.12134638803324
"corrected",-1.10845182515249
"pushed",-1.10732412026303
"aka",-1.10032348293168
"buts",-1.10019800180303
"devicesbewarei",-1.09996577536369
"warns",-1.09981358343819
"itconswhat",-1.09980032025368
"verizonyour",-1.09979478094429
"onepros",-1.09974629841304
"studied",-1.09973864037517
"seemsmost",-1.09970462067338
"sciencethis",-1.09967455351974
"public",-1.09967084446503
"reflection",-1.09965713883651
"wiped",-1.09465069036369
"steep",-1.09345105513961
"intervals",-1.08984724703788
"thisso",-1.08971158380615
"seemingly",-1.08970440177527
"overheatingstay",-1.08970170789052
"secondsnow",-1.08969842482023
"hoped",-1.08393427028702
"breaks",-1.06915629328542
"blocks",-1.068290203321
"copypaste",-1.06816705691228
"doim",-1.06807422729581
"halfduplex",-1.06783735376197
"unread",-1.06780541075556
"locate",-1.06776603051559
"station",-1.06773963978321
"nyc",-1.06772091584772
"spinning",-1.06771443638642
"reappear",-1.06770020851988
"rhyme",-1.0676962352279
"paranoid",-1.05928461641866
"rushed",-1.05052560405428
"arising",-1.04759423687572
"buffered",-1.04756878459264
"clicked",-1.04754371116374
"combined",-1.04715798484257
"applaud",-1.03422098111265
"daysso",-1.03388878909423
"daysyou",-1.03375501907027
"dosoif",-1.03363518158714
"valid",-1.03348006776679
"thirty",-1.03343810939128
"fifteen",-1.03342310169813
"supportthe",-1.03340809680161
"submitting",-1.03337378759082
"submitted",-1.03333529426582
"fixedmorals",-1.03333220987221
"spam",-1.03328504018095
"forwarded",-1.03324924469265
"satisfies",-1.03324327611663
"grand",-1.03318473609609
"happenhere",-1.03313225208545
"repairthe",-1.03311723545737
"hoursi",-1.03309375298546
"reformat",-1.03308125957213
"infrastructure",-1.03306400637169
"phoneok",-1.03306094544175
"knowledgable",-1.0330503456416
"path",-1.03304402852151
"bubbles",-1.03263915493183
"feedback",-1.03255882799156
"kindly",-1.03251026422423
"onceamazon",-1.03248014023864
"reapplied",-1.03246247191659
"reasonsmy",-1.03246084747474
"americaits",-1.02987978634548
"disclose",-1.02977341558694
"distributing",-1.02969095405833
"etcit",-1.02960651300201
"traced",-1.02954876662132
"forworst",-1.02954696020984
"targetted",-1.02953913460593
"reacting",-1.0295039640844
"manufactured",-1.02949975785806
"problemslesson",-1.02948933979546
"noises",-1.02445687849115
"savings",-1.02260240349121
"economy",-1.0208117702433
"repeatedly",-1.01971475797231
"retrieve",-1.01966331497274
"allover",-1.01915132534317
"comewhen",-1.01907970160712
"instance",-1.01891344779392
"messagessomething",-1.01888069007824
"programmed",-1.01887615341932
"sellerfive",-1.01887295701514
"tip",-1.01886761687176
"mistakes",-1.01821388597572
"newly",-1.0145139443315
"creating",-1.01405081685454
"unreliable",-1.01345104601921
"fingerprint",-1.00981495281833
"macro",-1.00962764942942
"checking",-0.994899475176505
"centers",-0.994848805248132
"eastern",-0.994623645048083
"england",-0.994530742363526
"forgotten",-0.994439955751697
"unregion",-0.994435945006399
"geeksquad",-0.994392797974992
"reactivation",-0.994353007292889
"minumum",-0.99435141224637
"mywishlist",-0.994344283089739
"created",-0.994166655366919
"proper",-0.986736202657601
"potential",-0.98411734440869
"attempt",-0.983305081493385
"bothalso",-0.982882198234475
"euros",-0.982547649597145
"handthis",-0.982480154357641
"resource",-0.982459668735882
"hardwarde",-0.982451176637984
"keying",-0.982447772395169
"hungry",-0.982442748139992
"bandwagon",-0.981830255656886
"blamed",-0.981657047293448
"closing",-0.981510111009729
"woes",-0.981456329412134
"washers",-0.981435978659265
"coding",-0.981374284734057
"thread",-0.981326869628384
"teams",-0.981280052554072
"crashafter",-0.981250139487475
"sucksas",-0.981228509524069
"stall",-0.981174841929366
"dryers",-0.981063794992562
"relief",-0.981062154857822
"refrigerators",-0.981010966953507
"pinpointed",-0.980970662688883
"execution",-0.980962309307576
"overlay",-0.980930614039844
"experiencedit",-0.980923200407145
"observation",-0.980900168921203
"faltered",-0.980899489923619
"leaned",-0.98086246497896
"intercepting",-0.980855654996191
"automatic",-0.980227751571084
"reply",-0.979137907968656
"discover",-0.976971511793697
"dearly",-0.97302420756589
"glue",-0.972928867074474
"ugh",-0.972869458454434
"tint",-0.972860207319196
"strip",-0.972845696794659
"sticki",-0.972831261389771
"messaged",-0.972827447455722
"screentthats",-0.972821356071286
"seals",-0.971364741387899
"buildquality",-0.967344899420828
"easilycons",-0.96730543474529
"misuse",-0.967199599745519
"negligence",-0.967171043407085
"usedbottom",-0.967159607110269
"supporti",-0.967151234555313
"arrange",-0.962503269957245
"backi",-0.962307632157544
"confirmation",-0.962171253650523
"dangerous",-0.962057742192895
"unsealed",-0.96204185209833
"twodays",-0.962025658423961
"scheduleeventually",-0.96197809452415
"disappointednow",-0.961970897367659
"ride",-0.961954617276835
"newi",-0.961917326114535
"leasti",-0.961909330797825
"myselfalso",-0.961906610614617
"prove",-0.95693059102218
"reads",-0.95390990402627
"begs",-0.948526899095281
"chore",-0.94842920737601
"companyi",-0.948325271615536
"doug",-0.948236066091332
"visiting",-0.948120135076481
"historic",-0.948107351657806
"upwards",-0.948088511784296
"keyboards",-0.948061061342701
"tedious",-0.948059429480633
"sumatra",-0.948035048425232
"nag",-0.948023188259902
"steam",-0.948014580229371
"percentage",-0.948000638013816
"ridiculed",-0.948000518523962
"lighted",-0.933427077662301
"supper",-0.923500556742223
"enabled",-0.910252702197506
"transition",-0.905372846633326
"promising",-0.89344638354928
"adhesive",-0.887134726420345
"amazonit",-0.886736917142203
"apkinstall",-0.886627560768031
"defeats",-0.886454635078224
"defectthe",-0.886383074121378
"forsaken",-0.886328482772816
"hourssometimes",-0.886284681445793
"temperaturesupdate",-0.886281147362269
"storageupdate",-0.886263841955389
"legitimate",-0.886247136973389
"starsoccasionally",-0.886241539635096
"markup",-0.886219100885006
"sendingreceiving",-0.88621486371996
"proceeds",-0.886196953659988
"occurs",-0.886184641115564
"merit",-0.88617887000751
"moneyoverall",-0.886177643362274
"defected",-0.88536452163217
"youd",-0.882642716819485
"glance",-0.881365114666797
"revise",-0.875480936461059
"altogether",-0.867951391870531
"caked",-0.867881502155795
"downright",-0.867790912772241
"grime",-0.867726981996735
"hardwares",-0.867696036018788
"thanksgiving",-0.867676280290353
"smudges",-0.867670082156176
"nicks",-0.86766653313331
"positioned",-0.867660298940872
"webpage",-0.867063135552129
"competitors",-0.859305791804012
"pathetic",-0.857860788275865
"maam",-0.857008408106591
"wakes",-0.855299360121374
"minutesthe",-0.852118616596393
"thisat",-0.852097117158672
"thatmy",-0.852095268457782
"approximately",-0.852011957781766
"datai",-0.85199274202919
"dontagain",-0.851983528680356
"escalated",-0.851973994784045
"floor",-0.849961542338585
"thumb",-0.84856539145629
"font",-0.847757155135225
"report",-0.842702345869911
"july",-0.842514132213487
"mere",-0.839368354231369
"fill",-0.835796401124684
"strive",-0.835402603179672
"testing",-0.835039112728847
"collar",-0.831820719307878
"deletion",-0.831701323638777
"depresses",-0.831594333878269
"engineers",-0.831482106120154
"exploration",-0.831393358454943
"waking",-0.831356009378189
"upand",-0.831312940867006
"surly",-0.831240742190332
"inadvertently",-0.831226559250558
"suits",-0.831213117694569
"suckif",-0.831186230428442
"itwhat",-0.8311779142311
"prototypes",-0.831145127728615
"misdeal",-0.831143942489909
"pocketplease",-0.831124838687316
"onarrgggghhhhhh",-0.831124348894572
"press",-0.829842644298071
"loudest",-0.826566087855676
"sms",-0.82580333150546
"ocean",-0.817887744443167
"dents",-0.815179208435671
"angry",-0.814754163857219
"consistently",-0.813067975449852
"arrival",-0.812154554003463
"initial",-0.812154017215412
"amazondont",-0.808887049396502
"dismay",-0.808829110354876
"twoday",-0.808820824462672
"broadcasts",-0.808728085100312
"burns",-0.808689980637045
"radiation",-0.808587526068145
"admitted",-0.808582261956936
"ringing",-0.808580174121137
"shake",-0.808577491541958
"admitting",-0.808511580754237
"goodsof",-0.808322789296412
"withwhen",-0.808239745440692
"tampering",-0.80823598215527
"skyboxthis",-0.808233766477784
"begins",-0.803473682008822
"dependent",-0.801513574260237
"twoyear",-0.801271432160683
"tmovbile",-0.801264267836364
"tmobilei",-0.801249396427964
"timesneaky",-0.801227314578236
"tie",-0.80119876654323
"erly",-0.801174936994969
"thediscount",-0.801164657217421
"terminations",-0.801125959044773
"feesi",-0.801044139351195
"sneakiest",-0.800990724943941
"feesprint",-0.800969590760747
"renewal",-0.800927536939159
"frustratingwhat",-0.800912841580626
"polite",-0.800884929599352
"imposed",-0.800862802127567
"phonysprint",-0.800857072457098
"insisted",-0.800841726693578
"owe",-0.800839101032338
"mandatory",-0.800831715125549
"submit",-0.797408761204865
"onestar",-0.796713236993144
"rude",-0.796113458476106
"comaptibility",-0.795821498465077
"straighttalks",-0.795819624402061
"researched",-0.7958190449118
"reposting",-0.792203479518727
"verify",-0.787669926794919
"softwarehardware",-0.783969386091501
"calibration",-0.782737919859783
"nimble",-0.782689556548963
"oversize",-0.782671615130905
"partyi",-0.782662921468838
"screenwhy",-0.782661595277819
"politely",-0.782660367300152
"versions",-0.780632593265308
"enemy",-0.77514772183349
"hahaha",-0.77506180898595
"saidwe",-0.775038287494326
"warranyt",-0.775036152458871
"animal",-0.773352923229478
"csi",-0.773233392865055
"flipping",-0.773159602850429
"tangled",-0.77308920318981
"idiotsseriously",-0.773088800301954
"stabilize",-0.773078277975358
"smell",-0.773065024216901
"irrationally",-0.773060423499891
"shorten",-0.773051661609536
"securelyi",-0.773040132648285
"men",-0.773039275206748
"prevents",-0.773032401670122
"pinky",-0.773032376248118
"chat",-0.769937256872762
"tags",-0.767712830958432
"internally",-0.766093325406423
"struggling",-0.763009387402948
"iphonesive",-0.762484569542693
"nonsense",-0.76244764754198
"phonesscrew",-0.762427190975071
"threatening",-0.762406856986205
"requires",-0.760463780909519
"engineering",-0.760315411163856
"odd",-0.759785202255728
"heeded",-0.756527916990064
"blinkfeed",-0.754051006768131
"remaining",-0.753640151836482
"fixable",-0.752214258932169
"ooma",-0.750595088180247
"mailed",-0.744625497103287
"mobiles",-0.7439514262806
"depends",-0.741884949143865
"shooting",-0.737452483135
"hahathen",-0.736953022412731
"interfere",-0.736915863121365
"itsamsung",-0.736885506771669
"wronggps",-0.736882769384225
"updatesamsungs",-0.73687721781168
"troubleshooted",-0.736868587821008
"rewrite",-0.736861009528037
"resultatt",-0.736859490296394
"involved",-0.736394045390724
"policies",-0.732749128071631
"pushing",-0.729660778084354
"specialty",-0.728464907481607
"prints",-0.72490821848664
"breakdown",-0.723875862363109
"icloud",-0.723861143492163
"fixes",-0.721484367292628
"frustratingly",-0.721478701477575
"inconvenient",-0.721435106034016
"squelching",-0.721385260202134
"squelch",-0.721384838773136
"televisions",-0.721383938339802
"refrigerator",-0.72138242634947
"comply",-0.720741837545913
"againthe",-0.720705861150115
"courier",-0.720696460690185
"availablethis",-0.720643985272396
"labels",-0.720628904360202
"boardapparently",-0.720587258996878
"designated",-0.720519762520136
"dealing",-0.720506180217109
"verified",-0.720455052237766
"upthere",-0.720445990557717
"unremovable",-0.720432693559629
"fitother",-0.720418862125578
"unpublished",-0.720417393099034
"thinkingnice",-0.720402306391366
"gbthe",-0.720392399864042
"partitioned",-0.7203875721038
"manageable",-0.720373640749942
"reimbursement",-0.718792008579868
"deservesi",-0.718353542135332
"discription",-0.718334555463826
"combination",-0.716983863665733
"falsely",-0.716447943829925
"corrode",-0.71547583715262
"fallowed",-0.715443669088133
"progressively",-0.715410505924916
"disabling",-0.711706108055785
"lucky",-0.711483640645906
"ativities",-0.710038862836545
"companydaniel",-0.710029750276775
"woulnt",-0.709975933139858
"ohhh",-0.709974215702542
"replies",-0.709972172960194
"doubtful",-0.709491685439512
"messagecoincidence",-0.709381063313961
"mobilegeneral",-0.709361049210835
"notalso",-0.709338134139646
"allit",-0.701971423217971
"datainternet",-0.701935809084149
"theomen",-0.701903893638827
"warrantyim",-0.701901911381357
"zip",-0.701201606639127
"nowfinal",-0.700749032613286
"renown",-0.700733356169595
"chipped",-0.700258171033314
"itnow",-0.700201611228303
"riddled",-0.700188368707095
"spaceland",-0.700185239832692
"emoti",-0.698533812734418
"flipboard",-0.698503803564959
"tolike",-0.698484697871059
"netowrk",-0.698478998313798
"effects",-0.69724452797158
"elses",-0.69485962830416
"agree",-0.694380644836449
"informed",-0.694123660862595
"refused",-0.693267201008568
"venue",-0.692852479428217
"walk",-0.688769773275146
"proprietary",-0.684761122671825
"patience",-0.684745430885784
"clock",-0.683354700426606
"avalon",-0.68201248099664
"widget",-0.681964618700387
"rebootingthe",-0.681714617030851
"refurbishedgiven",-0.681699852291509
"removing",-0.681690709772191
"supposition",-0.681685595987357
"glitch",-0.679018285475447
"htci",-0.67539102828099
"telus",-0.675350765715698
"settingapn",-0.675349260017255
"visited",-0.675347766172216
"stick",-0.675317415698613
"abruptly",-0.674673372242919
"bedside",-0.674632358342152
"rarely",-0.671037260711269
"prevent",-0.670704633325174
"ebay",-0.667249602713751
"adventure",-0.666468305709463
"chock",-0.666387227471466
"customizing",-0.666193032191943
"wheel",-0.666187517007956
"substantial",-0.666174588558957
"someones",-0.66615636132867
"deceptive",-0.666146362207187
"shelves",-0.666134445999841
"hardearned",-0.666095647100736
"intactfor",-0.666078061370328
"lifes",-0.666075243693811
"levelthe",-0.666061465855982
"launched",-0.665176282183211
"preset",-0.663076585427587
"furry",-0.662970077909234
"fuzzy",-0.662961933431052
"brain",-0.66296112840256
"mechanism",-0.66295486281798
"ainol",-0.660526255724222
"sits",-0.660435356652495
"supportits",-0.660434158396472
"usedto",-0.660432100420852
"answerbefore",-0.660425756831298
"wellwifi",-0.660356836920072
"useit",-0.660355086688126
"wierd",-0.660353398009812
"usbit",-0.660350684459359
"updatelook",-0.660342573862668
"updatedwindows",-0.660330814181181
"anywhereon",-0.660326652601531
"unitbesides",-0.660315642847546
"tweaked",-0.660297148186807
"toolyou",-0.660275600219806
"thenbut",-0.660250867683046
"athe",-0.660231891172597
"tabletlooking",-0.660223295106764
"sucksthough",-0.660198664869252
"speculation",-0.66016725425488
"awake",-0.660142578632057
"shadythe",-0.660133550740236
"sellerit",-0.66009817951002
"royal",-0.660062411424112
"blood",-0.660061308683617
"romcases",-0.660023949066745
"romand",-0.659985570297617
"blutoothit",-0.659984772557005
"refundswapsneaking",-0.659944006914144
"offit",-0.659909000150005
"clarityit",-0.659908108566906
"novo",-0.65987364697652
"clue",-0.659847274184892
"modded",-0.659840556759526
"minecraft",-0.659809135555164
"connector",-0.659795687252861
"microsdit",-0.659763168165217
"defectivetouch",-0.659748341710196
"isand",-0.659716005439979
"driver",-0.659715525812149
"insists",-0.659697587029169
"experiencetheres",-0.659686813906073
"gpsthere",-0.659684067598131
"goo",-0.659676185053496
"fewits",-0.659672378364529
"crapped",-0.659011629108403
"atoz",-0.656309630340965
"blanksince",-0.656267089673051
"foreveri",-0.656196225495447
"parent",-0.656170691939087
"minebut",-0.656152485418926
"weeksagain",-0.656145669229113
"repeatedlyi",-0.656140378501234
"onthe",-0.65613954476681
"phonewelli",-0.656137504065501
"tonight",-0.654893756549228
"synced",-0.654692534062815
"deception",-0.654526907654732
"discharged",-0.654494526562358
"explaini",-0.654460065528658
"physically",-0.654415892078621
"workfinally",-0.654406658899069
"priate",-0.654406147710708
"unpleasant",-0.654404228791611
"screem",-0.654403195452061
"amazons",-0.654230192457637
"solely",-0.651575883711158
"pathetically",-0.650759591481727
"unbelievably",-0.650745940615957
"sky",-0.650570315543585
"remains",-0.645926720863653
"upside",-0.645781935384919
"cheapo",-0.645094378822248
"wifijunk",-0.645080523804898
"ringtone",-0.644951105985727
"slowest",-0.644526038394501
"trree",-0.644525533554783
"sources",-0.642412503583479
"behold",-0.640900575330331
"businees",-0.640869985069617
"furious",-0.640816396172652
"monthy",-0.640796905384483
"nderstand",-0.640793288631316
"noted",-0.640357676409412
"andor",-0.640232976184054
"energy",-0.640144458128527
"aweful",-0.640142423247915
"history",-0.64012245215364
"nonfunctioning",-0.640110060590882
"tvs",-0.639903022094898
"ancient",-0.639584635533627
"bath",-0.639416877515789
"bummed",-0.639348714531001
"coffee",-0.639291205754634
"convoluted",-0.639247314573159
"warningsafter",-0.639242567652448
"upgradewhether",-0.639227176447212
"decade",-0.639210394534411
"seemslike",-0.639204650639891
"flicker",-0.639185597725709
"returnrefund",-0.639184301560122
"irreplaceable",-0.639175529231618
"bbb",-0.638085062940412
"cynthia",-0.637972097282088
"generous",-0.637941343415069
"workers",-0.637930719882975
"hare",-0.637927685077489
"understanding",-0.637927460810726
"jan",-0.637925783074075
"dissapoinjted",-0.635628232546199
"paini",-0.635613423208709
"typed",-0.635610124540621
"ujnderneath",-0.63560823246521
"warn",-0.635395357368152
"recover",-0.635070165977405
"anymorethis",-0.635025741678724
"dip",-0.635010587891356
"beach",-0.635009445047287
"authors",-0.634137761116912
"common",-0.634082810603044
"dallas",-0.634072617481607
"frequency",-0.633991341383172
"zoey",-0.633987883431188
"lyca",-0.633968075695167
"networktmobile",-0.633966759110364
"named",-0.633880276503154
"dualcore",-0.632683087710024
"activity",-0.630583070661738
"combines",-0.630553961041082
"commands",-0.630536387091193
"lenghty",-0.6305355558117
"efforts",-0.630511612653845
"wake",-0.629135899891112
"breed",-0.628698371437454
"evident",-0.628646117973127
"sucking",-0.628581004858302
"woods",-0.627545732043896
"colored",-0.626890324292269
"blame",-0.626200678692271
"notifies",-0.626114349172229
"tainted",-0.626087593463844
"stating",-0.624041697520278
"virtually",-0.619045021888798
"blanket",-0.61826147232033
"shattered",-0.618142215819072
"caharger",-0.617912108041181
"imeis",-0.617883369229132
"reputation",-0.6178474755429
"umts",-0.617845378589569
"mark",-0.616133421008157
"absulotly",-0.615371318942276
"appsserices",-0.615317238073314
"appsservices",-0.615264527192029
"willling",-0.615161349763148
"warrning",-0.615152123644827
"education",-0.615145824021536
"tooken",-0.615140304275799
"goolge",-0.61514010871845
"horriable",-0.615131322195321
"simplely",-0.615124687430931
"goodbye",-0.613842350838686
"lens",-0.613260387398889
"irritation",-0.613223287073249
"againin",-0.613020161535645
"annoy",-0.612965157778361
"arrives",-0.612881178554922
"happenswhich",-0.612741403206785
"upcoming",-0.6127335701068
"tripso",-0.61272168769245
"incorrect",-0.612716268052536
"quadruple",-0.61270962785109
"productneedless",-0.612702711348135
"orders",-0.612406993875965
"cancels",-0.612137291129177
"hung",-0.611062720102401
"alternate",-0.610874054613975
"gambled",-0.610794446839481
"simplemost",-0.610762106267611
"resetdidnt",-0.610750715447564
"havehad",-0.610750379094244
"inability",-0.610723253907922
"policywhile",-0.610719604665265
"phoneregret",-0.610706244483701
"nowperhaps",-0.610698437249813
"partially",-0.610696945064126
"composing",-0.61062926936143
"cross",-0.610581493542117
"differently",-0.61053916724603
"nike",-0.610484243669018
"pet",-0.610441750918819
"shoe",-0.610439625040775
"rescue",-0.610433529048424
"reminds",-0.610427501997599
"priority",-0.610256632710448
"cnn",-0.61007972854071
"everythingfirst",-0.609914790649496
"filessixth",-0.609851766813212
"yetfifth",-0.609824092678305
"yell",-0.609812810392683
"fours",-0.609800785846854
"webpages",-0.609789721526467
"unintelligible",-0.60977114215388
"gimme",-0.609764379370407
"tracfons",-0.609752975481646
"seventh",-0.609738752239302
"recognizedthird",-0.609726416391799
"lucksecond",-0.609723673309976
"msnbc",-0.60972213453048
"overfourth",-0.609721102407785
"amazonso",-0.607835513399549
"california",-0.607809694959415
"typebut",-0.607759284165139
"hearty",-0.607759159491367
"origional",-0.60775656905091
"innot",-0.607753787230819
"edit",-0.607640292746756
"bricked",-0.607052442466587
"solutions",-0.606993622060456
"contracting",-0.605805254724409
"fired",-0.605709052256431
"gonecheck",-0.605637513612131
"healthcaregov",-0.605585183195457
"hopenevermind",-0.605544620785004
"truthi",-0.605533791322151
"stellarit",-0.605509378929238
"script",-0.605498469699106
"mindnumbing",-0.605489102164278
"provoke",-0.605488459799843
"occurred",-0.605481786676149
"poof",-0.605481521955377
"phonesucks",-0.605477917985371
"issued",-0.605026358400073
"toptier",-0.603917845081795
"damm",-0.60343221223888
"mbc",-0.603392704632028
"oddly",-0.603390943407066
"employee",-0.602378829816053
"bribe",-0.601088908651628
"deadwhen",-0.601041692291457
"fixing",-0.600987525964918
"phonewhen",-0.600910322174113
"upgradeleft",-0.600892908933181
"reasonsitem",-0.600891355553829
"unstable",-0.600889895994853
"lesser",-0.597205795547545
"blacks",-0.596354795824062
"pleaseeeee",-0.595805967071792
"dissatisfied",-0.595761248754626
