ID	heel	tee	skirt	knit	jacket	jewelry	coat	flat	shorts	blous
565	1	0	0	0	0	1	0	0	0	0
566	0	0	0	0	0	0	0	0	1	0
567	0	0	0	0	0	0	0	0	1	0
568	0	1	1	0	1	1	0	1	1	1
569	0	0	0	0	1	1	0	0	0	0
570	1	1	1	1	0	1	1	0	0	0
571	0	0	0	0	0	1	0	0	1	0
572	0	0	0	0	0	1	0	0	1	1
573	0	0	0	0	0	0	0	0	1	1
574	0	1	0	0	0	1	0	0	0	1
575	0	0	0	0	0	1	0	0	1	0
576	0	0	0	0	0	0	0	0	1	0
577	0	0	0	0	0	0	0	0	1	0
578	0	1	0	0	0	1	0	0	1	1
579	1	0	0	0	0	1	0	1	1	0
580	0	1	0	0	0	1	0	0	0	0
581	0	0	0	0	0	0	0	0	1	0
582	1	0	0	0	0	1	0	1	1	0
583	0	0	0	0	0	1	0	0	0	1
584	1	0	1	0	0	1	0	0	1	0
585	1	1	1	0	0	1	0	0	1	0
586	0	1	1	1	1	1	0	0	0	1
587	1	1	1	0	1	1	0	1	1	1
588	0	1	1	0	0	0	0	0	1	0
589	0	0	1	0	0	0	0	0	1	0
590	0	1	1	0	1	1	0	0	1	0
591	1	1	1	0	1	1	0	0	1	0
592	1	1	0	0	1	0	0	0	0	0
593	0	0	1	0	0	1	0	0	0	0
594	1	0	1	0	1	1	0	0	1	1
595	1	1	1	1	1	1	0	0	1	1
596	0	1	0	0	0	0	0	0	1	0
597	0	1	1	0	1	1	0	1	1	0
598	1	1	1	0	0	1	0	0	1	0
599	1	1	1	0	1	1	0	0	0	0
600	0	1	0	0	0	0	0	0	1	0
601	0	0	1	0	0	0	0	0	1	1
602	0	0	1	0	0	1	0	0	0	0
603	0	0	1	0	0	0	0	0	1	0
604	0	1	0	0	0	0	0	0	1	0
605	0	0	1	0	0	1	0	0	1	0
606	0	0	1	0	0	0	0	0	0	0
607	0	1	0	1	0	1	0	0	0	1
608	1	0	1	0	1	0	0	0	1	0
609	1	0	1	0	0	1	0	0	0	0
610	1	1	1	0	0	0	0	0	1	0
611	0	1	0	0	0	0	0	0	0	0
612	1	0	1	0	0	0	0	1	0	0
613	1	1	0	0	0	0	0	0	0	1
614	0	1	0	0	0	0	0	0	1	0
615	0	1	1	0	0	1	0	0	0	0
616	1	1	1	0	0	0	0	0	1	0
617	1	1	1	0	0	1	0	1	1	0
618	1	1	1	0	0	1	0	0	0	0
619	0	0	1	0	0	0	0	0	1	0
620	0	1	1	0	0	0	0	0	0	1
621	1	1	1	1	1	1	0	1	1	1
622	0	1	1	0	0	0	0	0	0	0
623	0	1	1	0	0	1	0	0	0	0
624	0	1	0	0	0	0	0	0	1	0
625	0	1	1	0	0	1	0	0	0	0
626	0	0	1	0	1	0	0	0	0	0
627	1	0	1	0	0	1	0	0	0	0
628	0	1	0	0	0	0	0	0	1	0
629	0	1	0	0	0	0	0	0	0	0
630	1	1	0	0	0	0	0	1	0	0
631	1	1	1	0	0	0	0	0	0	0
632	1	1	1	1	0	1	0	1	1	1
