PRODUCT_ID,PACKING_SLIP_DESC,MERCH_DIV_DESC,BRAND_NAME,,,
32329,Mr.Christmas Set of 5 Customer Choice Porcelain,Home Decor,Mr. Christmas,,,
6787,IT Cosmetics Hello Lashes 5-in-1 Volumizing,Health/Beauty,IT Cosmetics,,,
26877,"The Epicurious Cookbook"" by Tanya""",Home Decor,N/A,,,
32145,Candle Impressions Holiday Holder & Melted,Home Decor,Candle Impressions,,,
11652,Mally 10-pc Slimline Lip Gloss,Health/Beauty,Mally Beauty,,,
32737,"Set of 2 Nail Pak All n' 1 Polish,",Home Decor,Lori Greiner,,,
32605,Susan Wingett Perpetual Calendar by Valerie,Home Decor,Valerie Parr Hill,,,
30959,"Tie'em Ups Set of 40 Flexible 12 Reusable""",Home Decor,Tie'em Ups,,,
31003,"Holiday Scene 36x26"" FiberOptic WallTapestry""",Home Decor,N/A,,,
26582,Set of 3 Multi-Color Reversible Fleece,Fun & Leisure,N/A,,,
58760,Georgetown Cupcakes 12-pc. Holiday Celebration,Home Decor,Not Known,,,
61137,My Friendship Bracelet Maker Peace Sign Design,Entertainment,My Friendship Bracelet Maker,,,
60367,Nine West Croco Embossed Low Heel Penny Loafers,PUBLIC RELATION,Nine West,,,
10738,Susan Graver Animal Print Ponte Boyfriend Jkt w,Apparel,Susan Graver,,,
13599,WEN by Chaz Dean Fall Ginger Pumpkin 3-piece,Health/Beauty,Not Known,,,
4615,Ryka Leather & Stretch Mules with Rocker,Accessories,Ryka,,,
43327,Ann King Sterling Passion Pattern Gemstone,Jewelry,Ann King,,,
20331,"A-D WEN by Chaz Dean Fig, 32oz.",Health/Beauty,WEN,,,
54531,Rachael Ray 8-piece Kitchen Utensil Set,Home Decor,Rachael Ray,,,
2449,Breezies S/2 Lace Eclipse Underwire Support,Accessories,Breezies,,,
11587,Jockey Shapewear 3-panel High Back Scoop,Accessories,Jockey,,,
1642,Bob Mackie's Peacock Plume 3/4 Sleeve,Apparel,Bob Mackie,,,
61559,Green Rack Foldable Heavy Duty Drying & Storage,Housewares,Green Rack,,,
11063,Denim & Co. Essentials U-Neck Velvet Tunic,Apparel,Denim & Co.,,,
44123,Hagit Sterl.Sculpted CulturedPearl Lever,Jewelry,Hagit,,,
2481,Woolrich Spa Slippers with Aloe Vera Infused,Fun & Leisure,Woolrich,,,
6654,LOGO by Lori Goldstein Cape with Faux Leather,Apparel,Logo by Lori Goldstein,,,
20261,Clarks Bendables Mandy May Tumbled Leather Dbl.,Accessories,Clarks,,,
60400,Eastland Open-Back Red Leather Clogs w/ Buckle,PUBLIC RELATION,Eastland,,,
46433,Steel by Design Set of 4 Bezel Set,Jewelry,Steel by Design,,,
45652,Black Hills Heart Leaf & Diamonique,Jewelry,Black Hills,,,
8417,Mark of Style by Mark Zunino Long Sleeve Dress,Apparel,Mark of Style by Mark Zunino,,,
5862,Ryka Suede & Neoprene Slip-on Comfort Clogs,Accessories,Ryka,,,
5975,Women with Control Comfort Fold Tall Length,Apparel,Women with Control,,,
10614,M by Marc Bouwer Knit Top with Cutout,Apparel,M by Marc Bouwer,,,
8489,Luxe Rachel Zoe Watercolor Peacock Print,Apparel,Luxe Rachel Zoe,,,
11894,Bob Mackie's Open Front Cardigan & Tiger Sequin,Apparel,Bob Mackie,,,
56018,"Sachi City Chic"" Metallic Faux Leather""",Home Decor,Sachi Fashion,,,
42924,Isaac Mizrahi Live! Snakeskin Embossed Leather,Costume Jewelry,Isaac Mizrahi Live!,,,
26611,Brenda DyGraf Total Body AirClimber with Step,Fun & Leisure,Brenda Dygraf,,,
42961,Epiphany Diamonique 100-Facet 3.00 ct tw,Jewelry,Epiphany,,,
20788,Susan Graver Butterknit Top with Lace Collar &,Apparel,Susan Graver,,,
16271,Bob Mackie's Two-toned Colorblock Embroidered,Apparel,Bob Mackie,,,
6577,Denim & Co. Long Sleeve Plaid Shirt with Solid,Apparel,Denim & Co.,,,
31962,"Luminara 7 Battery Operated Flameless Candle""",Home Decor,Luminara,,,
61589,Stander Metro Car Handle Support Non-Slip,Housewares,Stander,,,
6636,Women with Control Tall Knit Fly Front Jeggings,Apparel,Women with Control,,,
54623,Kuhn Rikon Set of 2 Nonstick Flexible Spatulas,Home Decor,Kuhn Rikon,,,
11361,Isaac Mizrahi Live! Icon Marilyn Stretch,Apparel,Isaac Mizrahi Live!,,,
6163,Denim & Co. 3/4 Sleeve Cowl Neck Knit Tunic w/,Apparel,Denim & Co.,,,
31996,Luminara Flameless Candle Remote Control,Home Decor,Luminara,,,
11416,Denim & Co. Envelope Collar Sweater with Button,Apparel,Denim & Co.,,,
47144,Stainless Steel Crystal Initial Pendant,Jewelry,Not Known,,,
1435,Susan Graver Essentials Liquid Knit Elbow,Apparel,Susan Graver,,,
10396,Denim & Co. 3/4 Sleeve Tee with Sequin Stripe,Apparel,Denim & Co.,,,
18684,Breezies Set of 4 Nylon Lycra Brief Panties,Accessories,Breezies,,,
45992,"As Is"" Judith Ripka Sterling Turquoise""",Jewelry,Judith Ripka,,,
56154,Latina Oil Finished Light Weight Cast Iron,Home Decor,Good Living by Latina,,,
37199,Prerogatives Sterling Triangle Alphabet Bead,IQVC Divisional,Prerogatives,,,
10514,Isaac Mizrahi Live! Leopard Print Fully Lined,Apparel,Isaac Mizrahi Live!,,,
1030,KLOGS Newport Collection Zurich Slip-Ons,IQVC Divisional,Klogs,,,
20204,Breezies S/2 Wild Rose Wirefree,Accessories,Breezies,,,
7652,Liz Claiborne New York Jackie Denim,Apparel,Liz Claiborne New York,,,
40105,Steel by Design Simulated Diamond 2-Piece,Jewelry,Steel by Design,,,
10194,Clarks Bendables Lexi Arctic Lightweight,Accessories,Clarks,,,
8084,Linea by Louis Dell'Olio Scoopneck Paisley,Apparel,Linea by Louis Dell'Olio,,,
12295,Dooney & Bourke Dillen Leather Blair Satchel,Accessories,Dooney & Bourke,,,
7138,Liz Claiborne New York Draped Open Front,Apparel,Liz Claiborne New York,,,
2874,KLOGS Newport Collection Syracuse Leather Clogs,IQVC Divisional,Klogs,,,
13216,Proactiv Super Size 6pc Day & Night Acne,Health/Beauty,Proactiv,,,
60375,Belle by Sigerson Morrison Gladiator Heeled,PUBLIC RELATION,Belle by Sigerson Morrison,,,
7156,Dennis Basso Long Sleeve Turtleneck Sweater,Apparel,Dennis Basso,,,
20110,bareMinerals Matte SPF 15 Foundation,Health/Beauty,bareMinerals,,,
27360,Marcy Magnetic Upright Bike,IQVC Divisional,Marcy,,,
56092,Stainless Steel Professional Pineapple Slicer,Home Decor,N/A,,,
31184,Bethlehem Lights Set of 2 Batt.Op. Halloween,Home Decor,Bethlehem Lights,,,
50126,"Prerogatives Sterling 1-1/4 Round Hoop Earring""",IQVC Divisional,Prerogatives,,,
10965,philosophy full of promise firming moisturizer,Health/Beauty,philosophy,,,
4508,Isaac Mizrahi Live! Pebble Leather Hobo with,Accessories,Isaac Mizrahi Live!,,,
46905,Bold Multi-Gemstone Tonal Sterling Collar,Jewelry,Not Known,,,
43204,Click Secure Self-Locking Magnetic Clasp,Jewelry,ClickSecure,,,
33210,NFL Northwest Team Logo Throw Blanket,License Hardgds,NFL,,,
4322,Josie Maran Whipped Argan Body Butter Duo,Health/Beauty,Josie Maran,,,
41154,Sterling Interlocking Polished Oval Hoop,Jewelry,N/A,,,
43043,"American West Sterling 28 Bead Station""",Jewelry,American West,,,
43000,American West Sterling/Brass Heart & Key Horse,Jewelry,American West,,,
56107,Lock & Lock 7-piece Bowl Storage Set with,Home Decor,Lock & Lock,,,
9835,"Hairdo by Ken Paves 18 Long Layered Clip-In""",Health/Beauty,hairdo,,,
10301,Susan Graver Straight Leg 5-pocket Denim Jeans,Apparel,Susan Graver,,,
52007,Epiphany Diamonique 4/10 ct tw Eternity Band Ri,IQVC Divisional,Epiphany,,,
42827,12.00 ct tw Brazilian Gemstone Sterling Ring,Jewelry,N/A,,,
45392,VicenzaSilver Sterling Elongated Hidden Closure,Jewelry,VicenzaSilver,,,
987,Mally Beauty 24/7 Professional Eyelining Pencil,IQVC Divisional,Mally Beauty,,,
40332,Arte d'Argento Sterling Bold Polished,Jewelry,Arte d'Argento,,,
46910,VicenzaSilver Sterling Diamond Cut Triple Hoop,PUBLIC RELATION,Not Known,,,
11538,tarte LipSurgence Lip Shine Pencil Duo with,Health/Beauty,tarte,,,
11053,WEN by Chaz Dean Replenishing Treatment Mist,Health/Beauty,WEN,,,
18672,Denim & Co. Petite Modern Waist Stretch,Apparel,Denim & Co.,,,
12665,"As Is"" Elisabeth Hasselbeck Dialogue Chambray""",Apparel,Elisabeth Hasselbeck for Dialogue,,,
40476,Epiphany Diamonique 2.95 ct tw 100-Facet 2-pc.,Jewelry,Epiphany,,,
45292,VicenzaSilver Sterling Average Labradorite,Jewelry,VicenzaSilver,,,
6761,Louis Dell'Olio Faux Suede Mid-Calf Riding,Apparel,Linea by Louis Dell'Olio,,,
5275,Joan Rivers Ruffle Front 3/4 Sleeve Wrap Dress,Apparel,Joan Rivers,,,
45398,Sterling Bold Polished Cross-Over Design,Jewelry,N/A,,,
38596,"Cultured Freshwater Pearl Station Cord 36"",Jewelry""",N/A,,,,
8504,Dr. Denese HydroShield AcquaCell 3-pc Treatment,Health/Beauty,Dr. Denese,,,
44491,Diamonique 1 Swirl Design Hoops," Sterling or""",Jewelry,Diamonique,,
61571,Sunbeam King Size Reversible Heating Pad w/,Housewares,Sunbeam,,,
61717,Scrub Daddy Set of 6 Flex Texture Scratch Free,Housewares,Scrub Daddy,,,
3864,Liz Claiborne New York Brushed Twill Blazer w/,Apparel,Liz Claiborne New York,,,
18899,Susan Graver Essentials Butterknit V-neck Long,Apparel,Susan Graver,,,
58033,A-D Kansas City (16) 4.5 oz. Steakburgers,Home Decor,Kansas City Steak,,,
32260,Liberty 9-piece Color Blocked Comforter Set,Textile/Furnit,N/A,,,
12113,A-D philosophy invitation to makeup optional,Health/Beauty,philosophy,,,
31496,Indigo Blue Quilt and Sham Set,Textile/Furnit,N/A,,,
18578,"philosophy super-size purity made simple, 32 oz",Health/Beauty,philosophy,,,
44842,Susan Graver Set of 6 Interlocking Sparkle Cut,Costume Jewelry,Susan Graver,,,
20566,TOVA Signature Autumn 1.7oz Eau de Parfum,Health/Beauty,Tova,,,
3094,Denim & Co. Regular Classic Waist Brushed Twill,Apparel,Denim & Co.,,,
6333,Clarks Bendables May Flower Leather,Accessories,Clarks,,,
42649,"Suarti Artisan Crafted Sterling 16 Tulang Naga""",Jewelry,Suarti,,,
9688,Linea by Louis Dell'Olio 3/4 Sleeve Open Work,Apparel,Linea by Louis Dell'Olio,,,
735,Clinique Blushing Blush Powder Blush,IQVC Divisional,Clinique,,,
6953,Clarks Leather Snake Detail Shooties -,Accessories,Clarks,,,
3239,Isaac Mizrahi Live! Essentials Long Sleeve,Apparel,Isaac Mizrahi Live!,,,
17443,Aerosoles Tapenade Boots,IQVC Divisional,Aerosoles,,,
55975,Lock & Lock Set of 2 Bulk Storage Containers,Home Decor,Not Known,,,
56196,Temp-tations Old World Loaf Pan with Ceramic,Home Decor,Temp-tations,,,
3086,Bob Mackie's Dragonfly Beaded and Embroidered,Apparel,Bob Mackie,,,
44271,KJL Beaded Enamel Hoop Earrings,Costume Jewelry,Kenneth Jay Lane,,,
44075,Solvar Sterling Silver Freshwater Pearl,App/Accss Event,Solvar,,,
16809,Aerosoles Magical Power Leather Pumps,IQVC Divisional,Aerosoles,,,
2861,Aerosoles Ivory Tree Nubuck Leather Moccasins,IQVC Divisional,Aerosoles,,,
1083,Aerosoles Beckon Ballet Flats,IQVC Divisional,Aerosoles,,,
31799,Northern Nights Chloe 400TC 100% Cotton Sheet,Textile/Furnit,Northern Nights,,,
56646,Don Aslett's Super Absorbent Mop,IQVC Divisional,Don Aslett,,,
31765,Home Reflections Solid & Vine Reversible KG,Textile/Furnit,Home Reflections,,,
20266,philosophy super-size baby grace perfumed bath,Health/Beauty,philosophy,,,
55965,Keurig 36 K-Cups Coffee People Original,Home Decor,Keurig,,,
10333,Quacker Factory Sparkle & Shine Animal Print,Apparel,Quacker Factory,,,
44019,1.40 ct tw Kanchanaburi Sapphire & 1/10 ct tw,Jewelry,N/A,,,
1180,WEN by Chaz Dean Sweet Almond Mint & Tea Tree,Health/Beauty,WEN,,,
8611,Spanx Hide & Sleek Open Bust Bodysuit,Accessories,Spanx,,,
46899,"UltraFine Silver 7-1/4 Riccio""",Jewelry,UltraFine,,,
2099,Fresh Sugar Lip Treatment SPF 15,Health/Beauty,Fresh,,,
4062,Quacker Factory Pearly Beaded Embroid Summer,Apparel,Quacker Factory,,,
44273,KJL Hammered Cabochon Bracelet,Costume Jewelry,Kenneth Jay Lane,,,
43787,"KJL Sparkling Bead 36 Necklace""",Costume Jewelry,Kenneth Jay Lane,,,
11314,Ojon Super-Size Restore & Revitalize,Health/Beauty,Ojon,,,
6526,It Cosmetics Brow Power Universal Brow & Brow,Health/Beauty,IT Cosmetics,,,
11575,Dennis Basso Distressed Faux Shearling Coat,Apparel,Dennis Basso,,,
67,T.I.P.S. Ultimate Survival 3pc Kit for Nails,Health/Beauty,TIPS,,,
38334,Hidalgo Diamonique Sterling Snake Print Pave,Jewelry,Hidalgo,,,
8696,WEN by Chaz Dean Six Thirteen Replenishing,Health/Beauty,WEN,,,
37456,Judith Ripka Sterling Cultured Freshwater Drop,Jewelry,Judith Ripka,,,
58278,Authentic Gourmet 26 French Made Chocolate,Home Decor,Authentic Gourmet,,,
55073,Magic Chef Four-Slice Toaster,IQVC Divisional,Magic Chef,,,
27933,"Set of 4 3.5 LED Color Changing Holiday""",Home Decor,N/A,,,
40411,KJL Woven Chain Simulated Pearl Bracelet,Costume Jewelry,Kenneth Jay Lane,,,
31912,S/2 Faux Leather Fold-Up Storage Ottomans w/,Home Decor,Valerie Parr Hill,,,
6250,Nick Chavez Advanced Volume Shampoo and,Health/Beauty,Nick Chavez,,,
31066,Gold Leaf Holy Family Figurine by Valerie,Home Decor,Valerie Parr Hill,,,
57011,Keurig 96ct Celestial Seasonings Sweet Iced Tea,IQVC Divisional,Keurig,,,
44298,"Honora Cultured Pearl 11.0mm Clouds"" Sterling""",Jewelry,Honora,,,
45360,Angela by John Hardy Sterling/14K & Turquoise,Jewelry,Angela by John Hardy,,,
442,Sue Devitt Eye Intensifier Pencil,IQVC Divisional,Sue Devitt,,,
32640,BethlehemLights Batt.Op S/2 8ft. Harvest Ultra,Home Decor,Bethlehem Lights,,,
61539,Sharper Image 12V Heated Auto Seat Cushion w/,Electronics,Sharper Image,,,
41276,Angela by John Hardy Sterling/14K Cushion,Jewelry,Angela by John Hardy,,,
57212,Germack Four Part All Nut Party Tray,IQVC Divisional,Germack,,,
17783,Laura Geller Brush Trio with Bag,IQVC Divisional,Laura Geller,,,
10981,Vera Bradley Signature Print Convrt. Frannie w/,Accessories,Vera Bradley,,,
9889,Couture Colour Luxeblend Creme Hair Colour with,Health/Beauty,Couture Colour,,,
12864,Josie Maran Head to Toe Discovery Trio,Health/Beauty,Josie Maran,,,
55750,Chris Freytag Snow Cone Maker with Syrup and,Home Decor,Chris Freytag,,,
5673,Susan Graver Liquid Knit Cascading Cardigan &,Apparel,Susan Graver,,,
5729,Susan Graver Distressed Faux Leather Snap Front,Apparel,Susan Graver,,,
17409,Easy Street Maine Pleated Ankle Boots,IQVC Divisional,Easy Street,,,
31549,Home Reflections Dobby Weave King Down Alt.,Textile/Furnit,Home Reflections,,,
4229,"Quacker Factory DreamJeannes"" Knit""",Apparel,Not Known,,,
11219,Denim & Co. Regular Classic Waist Colored Denim,Apparel,Denim & Co.,,,
36139,"Diamonique 0.75 ct tw Round Stud Earrings, 14KG",IQVC Divisional,Diamonique,,,
40330,Joan Rivers Beaded Brilliance Stretch,Costume Jewelry,Joan Rivers,,,
53701,Breville Panini Duo,IQVC Divisional,Breville,,,
13838,"As Is"" Dooney & Bourke Leather Harrison Hobo""",Accessories,Dooney & Bourke,,,
33731,Travelon 7-Day Pill Planner,IQVC Divisional,Travelon,,,
44101,"As Is"" Or Paz Sterling Gemstone Heart Necklace""",Jewelry,Or Paz,,,
26784,"Big Book of Cupcakes"" Cookbook by Southern""",Home Decor,Southern Living,,,
6424,White Mountain Tall Shaft Boots with Side Zip &,Accessories,White Mountain,,,
31323,Home Reflections Floral Fern Microfiber QN,Textile/Furnit,Home Reflections,,,
6206,Joan Rivers Luxe Faux Fur Vest,Apparel,Joan Rivers,,,
11263,Breezies S/6 Cotton High-Cut Brief Panties,Accessories,Breezies,,,
19369,Olivella Set of 6 100% Virgin Olive Oil Beauty,Health/Beauty,Olivella,,,
3285,Bare Traps Water Resistant Faux Fur Boots with,Accessories,BareTraps,,,
45286,Carolyn Pollack Blushing Joy Gemstone Mixed,Jewelry,Carolyn Pollack,,,
37483,Diamonique Sterling 4.00 ct tw Pear Lever Back,Jewelry,Diamonique,,,
30900,Isaac Mizrahi Live  4-PC Queen Size 300TC,Textile/Furnit,Isaac Mizrahi Live!,,,
33665,Ships 10/26 Sleep Number Signature Series,Textile/Furnit,Not Known,,,
20355,Susan Graver Essentials Liquid Knit Lace Trim,Apparel,Susan Graver,,,
55949,Keurig 36 K-Cups GMC Half-Caff & Caribou's,Home Decor,Keurig,,,
44595,Judith Ripka Sterling 1.85ct Diamonique,Jewelry,Judith Ripka,,,
5600,Liz Claiborne New York Clover Logo Metal Frame,Accessories,Liz Claiborne New York,,,
5548,bareMinerals Prime Time Brightening Foundation,Health/Beauty,bareMinerals,,,
1734,Bradley by Bradley Bayou Lamb Leather Jacket w/,Apparel,Bradley by Bradley Bayou,,,
5753,Bob Mackie's Urban Safari Slim Knit Pants,Apparel,Bob Mackie,,,
41167,Drusy Quartz Snowflake Sterling Enhancer,Jewelry,Not Known,,,
30985,BethlehemLights Batt.Op.50ct UltraThin Metallic,Home Decor,Bethlehem Lights,,,
45729,Bronzo Italia Mother-of-Pearl Diamond Accent,Jewelry,Bronzo Italia,,,
18934,"Denim & Co. How Timeless"" Tall Stretch Denim""",Apparel,Denim & Co.,,,
15484,Murad Essential-C Sun Undone Kit,IQVC Divisional,Murad,,,
37289,Sterling French Fries Charm,IQVC Divisional,N/A,,,
45207,"Angela by John Hardy Sterling/14K 18 Station""",Jewelry,Angela by John Hardy,,,
61187,Fuller Brush Set of 2 Extra Strength Bowl Clean,IQVC Divisional,Fuller Brush,,,
19004,Breezies Set of 2 Seamless Support Bras w/,Accessories,Breezies,,,
20723,WEN by Chaz Dean 16 oz. Cleansing Cond. w/Comb,Health/Beauty,WEN,,,
19349,Laura Geller Spackle Tint Under Makeup,Health/Beauty,Laura Geller,,,
47360,Bronzo Italia Bold Polished Rectangular Design,Jewelry,Not Known,,,
45902,Bronzo Italia Cushion Shape Gemstone,Jewelry,Bronzo Italia,,,
2916,Susan Graver Illusions Waist Defining Reg. Soho,Apparel,Susan Graver,,,
26600,AeroPilates Head and Neck Support Pillow,Fun & Leisure,AeroPilates,,,
43419,Steel by Design Crystal Evil Eye Cuff Bracelet,Jewelry,Steel by Design,,,
21380,iHome FM Alarm Clock Radio for iPhone or iPod,Electronics,iHome,,,
54532,"Rachael Ray 3-piece Lazy Spoon, Ladle & Slotted",Home Decor,Rachael Ray,,,
55626,Temp-tations Old World 13-pc. Lid-it Oven-to,Home Decor,Temp-tations,,,
6968,Susan Graver Essentials Liquid Knit V-neck Long,Apparel,Susan Graver,,,
31888,Temp-tations Old World Bistro Canister Set w/,Home Decor,Temp-tations,,,
61674,Dr Scholls Auto-Pro Full Cushion Heat Massager,Electronics,Dr. Scholl's,,,
7193,Liz Claiborne New York Mixed Stitch Marled,Apparel,Liz Claiborne New York,,,
40027,Diamonique 6.00ct Mesh Wrapped,Jewelry,Diamonique,,,
25048,"Google Nexus 7 16GB WiFi Tablet with Android4.""",IQVC Divisional,Asus,,,
21722,SquareTrade 3-Year Service Contract:Electronics,IQVC Divisional,SquareTrade,,,
9853,Vera Bradley Signature Print Convertible,Accessories,Vera Bradley,,,
18885,Dennis Basso Faux Fur Toggle Closure Coat w/,Apparel,Dennis Basso,,,
43308,Michael Dawkins Sterling Faceted Mother-of-,Jewelry,Michael Dawkins,,,
5180,Judith Ripka Jacquard Zip Top Satchel,Accessories,Judith Ripka,,,
39892,Joan Rivers Classic Jeweltone  Braided Torsade,Costume Jewelry,Joan Rivers,,,
37066,Epiphany Diamonique 4.00 ct tw Princess Cut,IQVC Divisional,Epiphany,,,
19371,Kathleen Kirkwood Sonic Slimmers boy oh boy,Accessories,Kathleen Kirkwood,,,
11886,Liz Claiborne New York Ikat Floral Printed,Apparel,Liz Claiborne New York,,,
45136,Linea by Louis Dell'Olio Fleur-de-Lis Cross,Costume Jewelry,Linea by Louis Dell'Olio,,,
8094,Joan Rivers Lace Accented Draped Front Cardigan,Apparel,Joan Rivers,,,
57045,Keurig 108ct Gloria Jean's Hazelnut K-cup Pack,IQVC Divisional,Keurig,,,
7474,Women with Control 3/4 Sleeve Scoop Neck,Apparel,Women with Control,,,
31767,5-Pack Fragrance Melts by Valerie,Home Decor,Valerie Parr Hill,,,
19013,bareMinerals Flawless Definition Mascara,Health/Beauty,bareMinerals,,,
1473,Isaac Mizrahi Live! Trench Coat with Logo,Apparel,Isaac Mizrahi Live!,,,
55568,Temp-tations Polka Dot 4-piece Soup &,Home Decor,Temp-tations,,,
2371,Jacqueline Kennedy Onassis Classic Square,Accessories,Jacqueline Kennedy,,,
32206,Home Reflections Elephant with Flameless,Home Decor,Home Reflections,,,
24651,Toshiba 17.3 Notebook - AMD, 4GB RAM," 500GB Ha""",IQVC Divisional,Toshiba,
31300,"Luminara 15 Lantern w/FlamelessCandle by""",Home Decor,Bethlehem Lights,,,
6574,Denim & Co. Essentials Long Sleeve Sweater,Apparel,Denim & Co.,,,
23277,Hello Kitty KT2028A Stereo CD Boombox with Cass,IQVC Divisional,Hello Kitty,,,
6811,CE by Cristina Ehrlich Long Coat with,Apparel,CE by Cristina Ehrlich,,,
2347,3 Pair of X-Odor Sport Crew Socks,Fun & Leisure,X-Odor,,,
32259,"Luminara 9 Snowflake Embossed Flameless Candle""",Home Decor,Luminara,,,
8410,Mark of Style by Mark Zunino Ruffle Front,Apparel,Mark of Style by Mark Zunino,,,
31226,Bethlehem Lights Battery Op. Waterball,Home Decor,Bethlehem Lights,,,
61415,Professional Stain Remover Liquid & Aerosol,Housewares,Campanelli Products,,,
57805,St. Clair (3) 2lb. Perfect Southern Side Dish,Home Decor,St. Clair,,,
32451,Temp-tations Figural Angel Bell with Gift Box,Home Decor,Temp-tations,,,
1729,Peter Thomas Roth Mascara Duo,Health/Beauty,Peter Thomas Roth,,,
31336,"BethlehemLights Battery Op. 24 Twig in""",Home Decor,Bethlehem Lights,,,
61421,Set of 2 (6) Outlet Surge Protection Swivel,Housewares,Globe,,,
40074,Set of 6 Holiday Brooch Set w/LED Lights,Costume Jewelry,N/A,,,
31054,"Design Scapes 101-Piece Gift Wrap, Bag, Ribbon",Home Decor,Design Scapes,,,
58118,Mrs. Prindable's 16-pc Ultimate CandyCollection,Home Decor,Not Known,,,
61121,LaLaLoopsy Sew Magical Sew Cute 13-inch Play,Entertainment,Lalaloopsy,,,
35302,"48 Chocolate Tree with Burlap Base and Clear L""",IQVC Divisional,Vickerman,,,
32620,Pre-Lit Fold Flat Outdoor Christmas Tree by,Home Decor,Lori Greiner,,,
56775,Dyson Dyzolv Spot Cleaner,IQVC Divisional,Dyson,,,
21798,SquareTrade 3-Yr Service Contract w/ADH: Electr,IQVC Divisional,SquareTrade,,,
11393,Liz Claiborne New York Mixed Cable Turtleneck,Apparel,Liz Claiborne New York,,,
